sample	ID	meancov	Completeness	Contamination	CheckMStatus	Size	#Contigs	Contig_N50	Longest_contig	16S_rRNA	23S_rRNA	5S_rRNA	tRNAKind	tRNAUniqueStrict	pass.GUNC	RNAPASS	MIMAG
MBS1592	MBS1592.bin.2.fa	12.223733101119434	9.9	0.0	LOW	253789	78	3141	5732	0	0	0	bact	1.0	True	False	LOW
MBS1592	MBS1592.bin.3.fa	58.63918091810556	91.04	0.9	HIGH	1963369	158	16735	58953	0	0	0	bact	13.0	True	False	NEARCOMPLETE
MBS1592	MBS1592.bin.4.fa	19.39383879651845	38.07	3.02	LOW	853989	236	3482	12287	0	0	0	bact	6.0	True	False	LOW
MBS1592	MBS1592.bin.5.fa	76.60005627260908	96.88	1.51	HIGH	1986757	76	42306	100018	1	1	3	bact	20.0	True	True	HIGH
MBS1592	MBS1592.bin.6.fa	25.17704626409244	90.03	0.02	HIGH	2381242	358	8077	37487	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MBS1592	MBS1592.bin.7.fa	16.893451820418193	50.44	0.04	MEDIUM	931297	227	4153	11309	0	0	0	bact	10.0	False	False	MEDIUM
MBS1592	MBS1592.bin.8.fa	69.09108000878159	94.94	0.61	HIGH	1963197	146	18528	71160	0	0	1	bact	17.0	True	False	NEARCOMPLETE
MBS1592	MBS1592.bin.9.fa	20.72949255153402	83.64	61.76	LOW	8560219	1879	4739	53496	0	0	0	bact	13.0	True	False	LOW
MBS1593	MBS1593.bin.1.fa	42.18916170309853	48.35	0.18	LOW	1648008	109	20225	68110	0	0	1	arch	7.0	True	False	LOW
MBS1593	MBS1593.bin.2.fa	24.29264649731921	99.92	47.71	LOW	6977056	1164	6827	45542	0	0	0	bact	18.0	False	False	LOW
MBS1593	MBS1593.bin.3.fa	229.48480438128647	90.61	0.13	HIGH	2793700	119	35319	89877	0	0	1	bact	18.0	True	False	NEARCOMPLETE
MBS1593	MBS1593.bin.4.fa	12.563393391351411	65.43	1.18	MEDIUM	2926559	632	4790	21136	0	0	0	bact	6.0	True	False	MEDIUM
MBS1593	MBS1593.bin.5.fa	159.2585642031809	10.47	0.0	LOW	432206	41	16133	39735	0	0	0	bact	4.0	True	False	LOW
MBS1593	MBS1593.bin.6.fa	15.08784047471331	63.0	0.16	MEDIUM	1199208	236	5306	18258	0	0	0	bact	2.0	True	False	MEDIUM
MBS1594	MBS1594.bin.1.fa	11.403473758002036	72.8	34.25	LOW	4997009	1156	4299	22668	0	0	2	bact	12.0	False	False	LOW
MBS1594	MBS1594.bin.10.fa	23.37943792200137	86.1	2.91	MEDIUM	2551532	285	12075	61094	0	0	1	bact	10.0	True	False	MEDIUM
MBS1594	MBS1594.bin.11.fa	23.761476728439384	91.15	0.44	HIGH	1650405	202	11360	37408	0	0	2	bact	13.0	True	False	NEARCOMPLETE
MBS1594	MBS1594.bin.12.fa	149.14665507916476	96.93	0.28	HIGH	3297806	142	33742	155586	0	1	1	bact	19.0	True	False	NEARCOMPLETE
MBS1594	MBS1594.bin.13.fa	13.549527998362002	100.0	69.68	LOW	10676446	1529	8551	65187	0	0	2	arch	18.0	False	False	LOW
MBS1594	MBS1594.bin.14.fa	8.499239135233779	14.67	0.0	LOW	339745	97	3326	10605	0	0	0	bact	0.0	True	False	LOW
MBS1594	MBS1594.bin.15.fa	43.70063239011275	6.12	0.01	LOW	211262	21	21062	32908	0	0	0	bact	2.0	True	False	LOW
MBS1594	MBS1594.bin.16.fa	24.61992226120663	93.48	0.42	HIGH	1961183	84	34995	82052	0	0	2	bact	19.0	True	False	NEARCOMPLETE
MBS1594	MBS1594.bin.17.fa	10.402319094023166	13.83	0.02	LOW	402571	95	4166	18877	0	0	0	arch	2.0	True	False	LOW
MBS1594	MBS1594.bin.18.fa	10.44140472116286	72.97	0.56	MEDIUM	1757872	353	5335	20621	0	0	0	bact	13.0	True	False	MEDIUM
MBS1594	MBS1594.bin.19.fa	10.799248087215872	54.35	0.46	MEDIUM	931757	225	4186	12615	0	0	0	bact	3.0	True	False	MEDIUM
MBS1594	MBS1594.bin.2.fa	17.416899656909006	17.85	0.06	LOW	453524	35	16099	52237	0	0	0	bact	5.0	False	False	LOW
MBS1594	MBS1594.bin.20.fa	21.851813202504857	88.78	0.2	MEDIUM	2114932	115	26652	109225	0	0	1	bact	17.0	True	False	MEDIUM
MBS1594	MBS1594.bin.21.fa	7.592739241588798	11.91	0.01	LOW	224522	67	3202	8952	0	0	0	bact	1.0	False	False	LOW
MBS1594	MBS1594.bin.22.fa	10.97526127765079	41.4	0.52	LOW	893781	237	3756	10670	0	0	0	bact	5.0	True	False	LOW
MBS1594	MBS1594.bin.23.fa	13.6063563274674	74.14	1.79	MEDIUM	1827785	258	8398	22838	0	0	1	bact	14.0	True	False	MEDIUM
MBS1594	MBS1594.bin.24.fa	8.33878709075377	12.08	0.0	LOW	291481	80	3616	8013	0	0	0	bact	0.0	True	False	LOW
MBS1594	MBS1594.bin.25.fa	13.6063563274674	74.14	1.79	MEDIUM	1827785	258	8398	22838	0	0	1	bact	14.0	True	False	MEDIUM
MBS1594	MBS1594.bin.26.fa	8.330910812740115	12.0	0.0	LOW	278773	76	3616	8013	0	0	0	bact	0.0	True	False	LOW
MBS1594	MBS1594.bin.3.fa	23.13119395589609	80.09	0.0	MEDIUM	1475289	53	43134	84532	0	0	2	bact	18.0	True	False	MEDIUM
MBS1594	MBS1594.bin.4.fa	8.56649334863934	25.64	1.64	LOW	296180	82	3578	11073	0	0	0	arch	4.0	False	False	LOW
MBS1594	MBS1594.bin.5.fa	9.905709722082417	58.89	0.02	MEDIUM	1053046	240	4539	13315	0	0	0	bact	12.0	True	False	MEDIUM
MBS1594	MBS1594.bin.6.fa	9.417168539325845	10.06	0.04	LOW	823250	232	3473	15786	0	0	0	bact	4.0	True	False	LOW
MBS1594	MBS1594.bin.7.fa	10.677223953267715	17.53	0.0	LOW	504833	126	4038	13363	0	0	0	bact	0.0	False	False	LOW
MBS1594	MBS1594.bin.8.fa	12.389020375162248	61.16	18.97	LOW	1802047	467	3904	9469	0	0	0	bact	2.0	True	False	LOW
MBS1594	MBS1594.bin.9.fa	31.525938560904947	74.45	1.05	MEDIUM	1631567	171	13205	107068	0	0	3	bact	18.0	True	False	MEDIUM
MBS1595	MBS1595.bin.1.fa	100.6364732894489	82.46	0.58	MEDIUM	2638901	315	9690	37196	0	0	1	bact	15.0	True	False	MEDIUM
MBS1595	MBS1595.bin.2.fa	52.55563387828323	89.25	1.85	MEDIUM	4311222	551	9656	49371	0	0	0	arch	14.0	False	False	MEDIUM
MBS1595	MBS1595.bin.3.fa	21.6666718380629	60.72	24.04	LOW	4640913	1126	4177	16428	0	0	0	bact	6.0	True	False	LOW
MBS1596	MBS1596.bin.1.fa	23.92596135160372	53.13	6.68	MEDIUM	2109790	404	5580	17804	0	0	0	bact	5.0	True	False	MEDIUM
MBS1596	MBS1596.bin.10.fa	11.102014808521568	9.37	0.14	LOW	202451	62	3092	5262	0	0	0	bact	0.0	False	False	LOW
MBS1596	MBS1596.bin.11.fa	77.55226847877803	96.18	5.13	MEDIUM	4850916	358	18904	101828	0	0	1	arch	19.0	False	False	MEDIUM
MBS1596	MBS1596.bin.12.fa	44.48945232551708	87.53	12.71	LOW	2982885	319	12084	67619	0	0	0	bact	14.0	True	False	LOW
MBS1596	MBS1596.bin.2.fa	14.31000024191904	30.24	0.2	LOW	578706	155	3857	9146	0	0	0	bact	1.0	False	False	LOW
MBS1596	MBS1596.bin.3.fa	13.571838822286002	22.18	0.02	LOW	612169	170	3487	8017	0	0	0	bact	1.0	True	False	LOW
MBS1596	MBS1596.bin.4.fa	18.21317261584544	46.2	1.9	LOW	2150689	533	4057	12968	0	0	0	arch	8.0	True	False	LOW
MBS1596	MBS1596.bin.5.fa	15.796917891817676	37.07	0.58	LOW	1101973	272	4029	11088	0	0	0	bact	1.0	True	False	LOW
MBS1596	MBS1596.bin.6.fa	31.302074828152247	71.2	2.8	MEDIUM	1643606	225	9095	31852	0	0	1	bact	10.0	True	False	MEDIUM
MBS1596	MBS1596.bin.7.fa	11.406063322546014	20.62	1.1	LOW	1287314	388	3207	8196	0	0	0	bact	0.0	True	False	LOW
MBS1596	MBS1596.bin.8.fa	12.692316230100843	45.55	0.19	LOW	1072156	274	3977	12738	0	0	0	bact	7.0	True	False	LOW
MBS1596	MBS1596.bin.9.fa	10.954543717899968	16.81	0.0	LOW	549649	150	3582	7538	0	0	0	bact	2.0	False	False	LOW
MBS1597	MBS1597.bin.1.fa	7.3250733527738845	20.45	0.02	LOW	443746	129	3388	7057	0	0	0	bact	0.0	False	False	LOW
MBS1597	MBS1597.bin.10.fa	10.261866263452609	13.18	0.69	LOW	686484	156	4625	18210	0	0	0	bact	0.0	False	False	LOW
MBS1597	MBS1597.bin.11.fa	18.435179424920783	90.66	0.27	HIGH	2518853	180	18245	86350	0	0	1	bact	17.0	True	False	NEARCOMPLETE
MBS1597	MBS1597.bin.12.fa	17.47011704253497	5.8	0.01	LOW	350300	28	15426	39993	0	0	0	bact	1.0	True	False	LOW
MBS1597	MBS1597.bin.13.fa	52.081393224729055	9.99	0.01	LOW	366775	14	38930	74937	0	0	0	bact	3.0	True	False	LOW
MBS1597	MBS1597.bin.14.fa	67.1227974015493	76.33	5.96	MEDIUM	3139871	234	21311	152604	0	0	4	bact	16.0	True	False	MEDIUM
MBS1597	MBS1597.bin.15.fa	9.331096553835804	8.83	0.01	LOW	231881	68	3302	6316	0	0	0	arch	5.0	False	False	LOW
MBS1597	MBS1597.bin.16.fa	35.72629922231823	12.87	0.1	LOW	356444	57	6789	30095	0	0	2	bact	3.0	True	False	LOW
MBS1597	MBS1597.bin.17.fa	44.41719846442282	48.91	0.08	LOW	1400125	69	29044	105048	0	0	0	bact	17.0	True	False	LOW
MBS1597	MBS1597.bin.18.fa	39.057567428070726	25.79	0.06	LOW	833110	25	64363	102488	0	0	0	bact	7.0	True	False	LOW
MBS1597	MBS1597.bin.19.fa	8.464766301624794	17.84	0.05	LOW	391188	111	3387	9308	0	0	0	bact	2.0	False	False	LOW
MBS1597	MBS1597.bin.2.fa	134.39525102529188	4.47	0.0	LOW	248222	33	8621	22776	0	0	0	bact	0.0	True	False	LOW
MBS1597	MBS1597.bin.20.fa	53.03355247522392	81.76	39.28	LOW	4026767	485	10569	93945	0	0	0	bact	16.0	True	False	LOW
MBS1597	MBS1597.bin.21.fa	57.74811043711678	45.42	0.03	LOW	1188767	29	60113	197122	0	0	1	bact	10.0	True	False	LOW
MBS1597	MBS1597.bin.22.fa	11.280851263829748	24.56	1.03	LOW	531915	145	3560	9161	0	0	1	bact	6.0	False	False	LOW
MBS1597	MBS1597.bin.23.fa	20.518215857212976	74.96	2.5	MEDIUM	2302170	214	14792	50063	0	0	0	bact	13.0	True	False	MEDIUM
MBS1597	MBS1597.bin.24.fa	20.512823624613	75.3	2.05	MEDIUM	2307187	215	14792	50063	0	0	0	bact	13.0	True	False	MEDIUM
MBS1597	MBS1597.bin.3.fa	7.213161701654132	12.62	0.0	LOW	305538	87	3532	7817	0	0	0	bact	0.0	True	False	LOW
MBS1597	MBS1597.bin.4.fa	18.53593396327455	77.54	0.8	MEDIUM	1951399	100	28084	99211	0	0	0	bact	16.0	True	False	MEDIUM
MBS1597	MBS1597.bin.5.fa	10.701696683402568	80.01	0.87	MEDIUM	1869235	317	6808	24468	0	0	0	bact	10.0	True	False	MEDIUM
MBS1597	MBS1597.bin.6.fa	52.36384799352545	44.72	0.01	LOW	1209659	24	80063	139536	0	0	1	bact	15.0	True	False	LOW
MBS1597	MBS1597.bin.7.fa	14.91626782966592	15.71	0.01	LOW	317799	18	22733	34613	0	0	0	bact	1.0	True	False	LOW
MBS1597	MBS1597.bin.8.fa	50.33313260049622	12.71	2.2	LOW	719032	82	13111	61689	0	0	0	bact	1.0	True	False	LOW
MBS1597	MBS1597.bin.9.fa	163.40917941997205	81.91	11.05	LOW	3175778	334	13139	52285	0	0	4	bact	16.0	True	False	LOW
MBS1598	MBS1598.bin.1.fa	8.425211197447682	29.87	0.07	LOW	991726	276	3525	8019	0	0	1	bact	6.0	False	False	LOW
MBS1598	MBS1598.bin.10.fa	16.402170639998918	100.0	64.31	LOW	7455497	820	12526	94760	0	0	1	bact	18.0	False	False	LOW
MBS1598	MBS1598.bin.11.fa	9.517210169610289	42.83	0.92	LOW	1541298	360	4596	15886	0	0	1	bact	13.0	True	False	LOW
MBS1598	MBS1598.bin.12.fa	29.76269882450362	99.53	1.0	HIGH	3014216	57	78672	245322	0	0	2	bact	19.0	True	False	NEARCOMPLETE
MBS1598	MBS1598.bin.13.fa	64.18042219344082	27.46	0.24	LOW	537384	5	137069	176658	1	1	0	bact	9.0	True	False	LOW
MBS1598	MBS1598.bin.14.fa	7.532097009563175	22.59	0.01	LOW	539988	156	3374	10404	0	0	0	bact	7.0	True	False	LOW
MBS1598	MBS1598.bin.15.fa	28.348724035293383	96.21	4.33	HIGH	2261387	68	45399	120404	0	0	1	bact	18.0	True	False	NEARCOMPLETE
MBS1598	MBS1598.bin.16.fa	7.584964309522205	31.67	0.06	LOW	667545	178	3654	9059	0	0	0	bact	9.0	True	False	LOW
MBS1598	MBS1598.bin.17.fa	54.60534583595148	99.86	0.43	HIGH	2068900	30	104583	232136	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MBS1598	MBS1598.bin.18.fa	8.191612173852414	8.48	0.0	LOW	200791	62	2985	6312	0	0	0	bact	1.0	True	False	LOW
MBS1598	MBS1598.bin.19.fa	8.241387665823316	13.99	0.0	LOW	458093	125	3655	8379	0	0	0	bact	0.0	False	False	LOW
MBS1598	MBS1598.bin.2.fa	50.192808057356174	48.45	0.05	LOW	954457	10	120854	202302	0	0	1	bact	12.0	True	False	LOW
MBS1598	MBS1598.bin.20.fa	54.60534583595148	99.86	0.43	HIGH	2068900	30	104583	232136	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MBS1598	MBS1598.bin.21.fa	8.309525049597303	13.04	0.0	LOW	422402	115	3666	8379	0	0	0	bact	0.0	False	False	LOW
MBS1598	MBS1598.bin.3.fa	12.03727991132677	75.02	0.08	MEDIUM	2250059	353	7498	28245	0	0	1	bact	13.0	True	False	MEDIUM
MBS1598	MBS1598.bin.4.fa	40.31358647546342	20.41	0.07	LOW	466589	8	102928	200979	0	0	0	bact	8.0	True	False	LOW
MBS1598	MBS1598.bin.5.fa	7.757685141184333	26.57	0.11	LOW	932221	254	3530	10218	0	0	0	bact	3.0	True	False	LOW
MBS1598	MBS1598.bin.6.fa	8.018536285594246	19.12	0.0	LOW	478413	133	3488	7903	0	0	0	bact	2.0	True	False	LOW
MBS1598	MBS1598.bin.7.fa	7.853029704340479	42.08	1.86	LOW	1098358	273	4048	10230	0	0	0	bact	9.0	True	False	LOW
MBS1598	MBS1598.bin.8.fa	8.336263788626022	29.8	3.15	LOW	1553001	443	3397	7878	0	0	0	bact	2.0	False	False	LOW
MBS1598	MBS1598.bin.9.fa	10.915105698382003	73.43	0.0	MEDIUM	2088821	360	6705	25527	0	0	0	bact	13.0	True	False	MEDIUM
MBS1599	MBS1599.bin.1.fa	98.01361364887175	4.85	0.0	LOW	227125	15	51561	62280	0	0	0	bact	1.0	True	False	LOW
MBS1599	MBS1599.bin.2.fa	8.509951055199299	9.08	0.0	LOW	379407	108	3540	8291	0	0	0	bact	2.0	True	False	LOW
MBS1599	MBS1599.bin.3.fa	9.186081594304545	13.87	0.0	LOW	453414	112	3971	9964	0	0	0	bact	2.0	True	False	LOW
MBS1599	MBS1599.bin.4.fa	181.13598444658504	97.73	1.24	HIGH	4419351	51	146436	345171	0	0	1	bact	19.0	True	False	NEARCOMPLETE
MBS1599	MBS1599.bin.5.fa	7.300543308926624	18.05	0.0	LOW	718928	207	3425	7452	0	0	0	bact	1.0	True	False	LOW
MBS1599	MBS1599.bin.6.fa	30.430014452169605	100.0	78.71	LOW	9574341	1018	12681	60899	0	0	1	bact	18.0	True	False	LOW
MBS1599	MBS1599.bin.7.fa	16.34145557576014	100.0	0.24	HIGH	2601170	102	39340	196122	1	0	0	bact	19.0	True	False	NEARCOMPLETE
MBS1599	MBS1599.bin.8.fa	11.20195738874895	26.12	0.51	LOW	1410144	332	4419	11882	0	0	0	bact	2.0	True	False	LOW
MBS1599	MBS1599.bin.9.fa	17.71509914519783	54.86	2.8	MEDIUM	2429568	495	5221	18009	0	0	0	arch	9.0	True	False	MEDIUM
MBS1600	MBS1600.bin.1.fa	13.949863193831666	79.87	0.0	MEDIUM	1911829	297	7347	34872	1	0	0	bact	11.0	True	False	MEDIUM
MBS1600	MBS1600.bin.10.fa	9.465330847616048	48.74	3.28	LOW	1968580	471	4111	18125	0	0	0	bact	4.0	True	False	LOW
MBS1600	MBS1600.bin.11.fa	38.5687897090705	93.53	3.38	HIGH	2660129	92	42824	136415	0	0	1	bact	16.0	True	False	NEARCOMPLETE
MBS1600	MBS1600.bin.12.fa	9.131285727856412	14.6	0.03	LOW	357914	105	3298	6988	0	0	0	bact	2.0	True	False	LOW
MBS1600	MBS1600.bin.13.fa	101.46472973339608	99.99	0.15	HIGH	2137778	38	71102	221182	0	0	0	bact	19.0	True	False	NEARCOMPLETE
MBS1600	MBS1600.bin.14.fa	8.717491075981641	51.94	1.72	MEDIUM	917748	213	4404	32279	0	0	0	bact	8.0	True	False	MEDIUM
MBS1600	MBS1600.bin.15.fa	10.081291309282015	7.2	0.0	LOW	205311	58	3262	9354	0	0	0	bact	1.0	True	False	LOW
MBS1600	MBS1600.bin.16.fa	27.137708532779435	19.5	0.17	LOW	868029	113	9307	32114	0	0	0	arch	7.0	True	False	LOW
MBS1600	MBS1600.bin.2.fa	17.999998036786693	23.67	0.0	LOW	1018738	230	4599	14214	0	0	0	bact	2.0	True	False	LOW
MBS1600	MBS1600.bin.3.fa	10.16632900447273	60.54	0.14	MEDIUM	1385507	284	4984	20118	0	0	0	bact	4.0	True	False	MEDIUM
MBS1600	MBS1600.bin.4.fa	21.89404797311446	66.7	11.36	LOW	2726819	489	6058	31045	0	0	0	bact	11.0	False	False	LOW
MBS1600	MBS1600.bin.5.fa	19.613632322944984	29.82	0.5	LOW	1237412	250	5204	16369	0	0	0	bact	5.0	True	False	LOW
MBS1600	MBS1600.bin.6.fa	17.139932312061045	79.46	7.77	MEDIUM	4031442	662	6892	32114	0	0	1	bact	14.0	False	False	MEDIUM
MBS1600	MBS1600.bin.7.fa	17.791976099547988	75.13	0.05	MEDIUM	1611685	247	7791	28828	0	0	2	bact	14.0	True	False	MEDIUM
MBS1600	MBS1600.bin.8.fa	14.55341675151644	66.93	1.21	MEDIUM	1243374	230	6062	21818	0	0	0	bact	11.0	True	False	MEDIUM
MBS1600	MBS1600.bin.9.fa	14.31790298819759	20.33	0.84	LOW	587846	147	4061	9942	0	0	0	bact	1.0	True	False	LOW
MBS1601	MBS1601.bin.1.fa	16.48669983008864	18.56	0.01	LOW	732735	117	7030	24528	0	0	1	bact	2.0	True	False	LOW
MBS1601	MBS1601.bin.10.fa	31.33508257129884	76.88	0.08	MEDIUM	1605461	191	10652	52117	0	0	0	bact	13.0	True	False	MEDIUM
MBS1601	MBS1601.bin.11.fa	80.34917901285596	43.48	0.0	LOW	1959714	21	140683	329314	0	0	4	bact	15.0	True	False	LOW
MBS1601	MBS1601.bin.12.fa	8.917807701627718	14.44	0.1	LOW	767578	196	4092	9797	0	0	0	bact	4.0	False	False	LOW
MBS1601	MBS1601.bin.13.fa	72.45995156946313	95.93	0.11	HIGH	4526070	122	54394	153743	0	0	1	bact	18.0	True	False	NEARCOMPLETE
MBS1601	MBS1601.bin.14.fa	11.09692117758911	31.75	0.01	LOW	1500931	374	3909	12220	0	0	0	bact	1.0	True	False	LOW
MBS1601	MBS1601.bin.15.fa	11.131757434683148	40.36	0.0	LOW	1295684	271	5150	16521	0	0	0	bact	7.0	True	False	LOW
MBS1601	MBS1601.bin.16.fa	56.93389361312786	56.38	0.02	MEDIUM	2393566	61	77068	168872	0	0	0			True	False	MEDIUM
MBS1601	MBS1601.bin.2.fa	9.110666760436484	18.63	0.0	LOW	526111	162	3168	5898	0	0	0	bact	4.0	True	False	LOW
MBS1601	MBS1601.bin.3.fa	89.22578839912339	90.49	0.13	HIGH	2362287	89	39340	240322	0	0	1	bact	18.0	True	False	NEARCOMPLETE
MBS1601	MBS1601.bin.4.fa	34.416850546454484	92.12	24.11	LOW	4358826	143	49175	154067	0	0	1	arch	18.0	True	False	LOW
MBS1601	MBS1601.bin.5.fa	49.79660937987235	68.1	0.83	MEDIUM	2940701	55	71499	175152	0	0	0	bact	17.0	True	False	MEDIUM
MBS1601	MBS1601.bin.6.fa	11.235593872108169	6.45	0.1	LOW	403075	92	4362	16351	0	0	0	bact	2.0	False	False	LOW
MBS1601	MBS1601.bin.7.fa	10.57507622408424	36.39	8.37	LOW	2333908	508	4839	15124	0	0	0	arch	7.0	True	False	LOW
MBS1601	MBS1601.bin.8.fa	17.42514584100657	9.7	0.02	LOW	336668	53	6709	18851	0	0	0	bact	0.0	True	False	LOW
MBS1601	MBS1601.bin.9.fa	16.769829263494714	90.07	22.57	LOW	7762429	766	14775	80453	0	0	2	arch	19.0	True	False	LOW
MBS1602	MBS1602.bin.1.fa	39.72344000255501	88.15	0.17	MEDIUM	2943242	264	17305	67725	0	0	0	bact	18.0	True	False	MEDIUM
MBS1602	MBS1602.bin.10.fa	125.2196645007776	17.24	0.27	LOW	632073	17	69344	140888	0	0	0	bact	10.0	False	False	LOW
MBS1602	MBS1602.bin.11.fa	129.2406890969142	82.79	0.43	MEDIUM	1925941	30	97283	220647	0	0	0	bact	14.0	True	False	MEDIUM
MBS1602	MBS1602.bin.2.fa	176.1533721929702	99.97	0.5	HIGH	3034168	36	133944	196959	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MBS1602	MBS1602.bin.3.fa	12.365344665988538	32.61	4.82	LOW	1326197	312	4318	14021	0	0	0	arch	4.0	True	False	LOW
MBS1602	MBS1602.bin.4.fa	20.98966052936273	41.77	0.01	LOW	924999	204	4590	14567	0	0	0	bact	5.0	True	False	LOW
MBS1602	MBS1602.bin.5.fa	20.60793740311489	79.85	3.09	MEDIUM	3062261	423	8982	41561	0	0	0	bact	16.0	False	False	MEDIUM
MBS1602	MBS1602.bin.6.fa	7.456241398090551	22.41	0.0	LOW	644479	184	3423	7486	0	0	0	bact	2.0	True	False	LOW
MBS1602	MBS1602.bin.7.fa	8.030024045116946	26.08	1.23	LOW	1329168	353	3639	16932	0	0	0	bact	5.0	True	False	LOW
MBS1602	MBS1602.bin.8.fa	10.885127484346771	79.81	0.22	MEDIUM	3114853	553	6109	24535	0	0	1	bact	13.0	True	False	MEDIUM
MBS1602	MBS1602.bin.9.fa	9.057418938641804	63.76	0.43	MEDIUM	1748552	340	5442	16694	0	0	0	bact	9.0	True	False	MEDIUM
MBS1603	MBS1603.bin.1.fa	74.40777973882804	56.32	0.04	MEDIUM	801158	10	161726	199702	1	1	1	bact	12.0	True	False	MEDIUM
MBS1603	MBS1603.bin.10.fa	24.590530110125	96.08	0.04	HIGH	4581067	234	28614	113169	0	0	1	bact	18.0	True	False	NEARCOMPLETE
MBS1603	MBS1603.bin.11.fa	15.94394510085416	66.43	1.12	MEDIUM	2315373	400	6622	24461	0	0	0	bact	9.0	False	False	MEDIUM
MBS1603	MBS1603.bin.12.fa	24.52788888607764	82.96	0.0	MEDIUM	1739044	221	9635	38398	0	0	1	bact	15.0	True	False	MEDIUM
MBS1603	MBS1603.bin.13.fa	87.65150368072892	91.31	0.31	HIGH	3001036	96	41524	145952	0	0	3	bact	18.0	True	False	NEARCOMPLETE
MBS1603	MBS1603.bin.14.fa	57.35729687747927	28.72	0.0	LOW	598715	10	126620	151200	0	0	3	bact	13.0	True	False	LOW
MBS1603	MBS1603.bin.15.fa	11.870488462091515	7.8	0.0	LOW	319902	78	4079	10070	0	0	0	bact	0.0	True	False	LOW
MBS1603	MBS1603.bin.16.fa	9.474170931764206	11.48	0.0	LOW	404641	114	3493	7091	0	0	0	bact	0.0	True	False	LOW
MBS1603	MBS1603.bin.17.fa	15.295520891693451	20.19	0.0	LOW	576521	122	4730	18636	0	0	0	bact	2.0	False	False	LOW
MBS1603	MBS1603.bin.18.fa	16.240209100204144	48.65	0.08	LOW	1440649	237	6881	28369	0	0	0	bact	5.0	True	False	LOW
MBS1603	MBS1603.bin.19.fa	15.618010238879112	63.03	0.5	MEDIUM	2375260	427	6356	28958	0	0	0	bact	11.0	False	False	MEDIUM
MBS1603	MBS1603.bin.2.fa	42.235143314751646	86.08	0.12	MEDIUM	2115344	101	26969	61714	0	0	1	bact	15.0	True	False	MEDIUM
MBS1603	MBS1603.bin.20.fa	29.828709200511973	80.42	0.06	MEDIUM	1964945	156	17009	48813	0	0	0	bact	16.0	True	False	MEDIUM
MBS1603	MBS1603.bin.3.fa	8.029007195981112	10.82	0.0	LOW	331435	99	3270	7535	0	0	0	bact	0.0	True	False	LOW
MBS1603	MBS1603.bin.4.fa	37.93819972307544	31.77	0.27	LOW	598719	12	102791	142534	0	0	0	arch	6.0	True	False	LOW
MBS1603	MBS1603.bin.5.fa	11.346270059525882	6.79	0.38	LOW	287270	63	4377	25455	0	0	0	bact	0.0	True	False	LOW
MBS1603	MBS1603.bin.6.fa	61.76737060202523	5.47	0.0	LOW	205606	12	33744	49439	0	0	0	bact	0.0	True	False	LOW
MBS1603	MBS1603.bin.7.fa	30.74554577300248	89.91	4.45	MEDIUM	2664267	216	16698	86126	0	0	1	bact	16.0	True	False	MEDIUM
MBS1603	MBS1603.bin.8.fa	13.884274795552288	6.95	0.0	LOW	224385	52	4313	9650	0	0	0	bact	0.0	False	False	LOW
MBS1603	MBS1603.bin.9.fa	13.020117286875756	80.67	0.05	MEDIUM	2175691	350	7448	27589	0	0	0	bact	12.0	True	False	MEDIUM
MBS1604	MBS1604.bin.1.fa	23.794748361797406	96.15	0.04	HIGH	2236445	144	21032	101380	0	0	0	bact	17.0	True	False	NEARCOMPLETE
MBS1604	MBS1604.bin.2.fa	12.229582182395546	9.63	0.0	LOW	275862	73	3893	7442	0	0	0	bact	2.0	True	False	LOW
MBS1604	MBS1604.bin.3.fa	140.75082069910502	47.56	0.55	LOW	1806996	70	37684	95561	0	0	0	bact	17.0	False	False	LOW
MBS1604	MBS1604.bin.4.fa	41.62793409040117	92.32	0.01	HIGH	2393885	198	15345	46960	0	0	1	bact	17.0	True	False	NEARCOMPLETE
MBS1604	MBS1604.bin.5.fa	163.04399478429022	46.49	0.09	LOW	1762368	36	62641	167547	0	0	0	bact	11.0	True	False	LOW
MBS1604	MBS1604.bin.6.fa	27.009716919254444	86.16	0.3	MEDIUM	3683472	475	9755	60443	0	0	1	bact	17.0	False	False	MEDIUM
MBS1604	MBS1604.bin.7.fa	50.68196521313188	92.4	0.02	HIGH	4136101	144	45023	134193	0	0	2	bact	18.0	True	False	NEARCOMPLETE
MBS1605	MBS1605.bin.1.fa	12.99670723014452	47.05	0.03	LOW	781409	197	3874	11991	0	0	0	bact	2.0	True	False	LOW
MBS1605	MBS1605.bin.10.fa	23.007561827709846	16.8	0.02	LOW	391572	30	20733	44327	0	0	0	arch	6.0	True	False	LOW
MBS1605	MBS1605.bin.11.fa	22.72456323843053	99.17	73.72	LOW	7130664	815	11160	46491	0	0	3	bact	19.0	True	False	LOW
MBS1605	MBS1605.bin.12.fa	43.44117945904205	5.94	0.02	LOW	246045	10	28959	76733	0	0	0	bact	0.0	True	False	LOW
MBS1605	MBS1605.bin.13.fa	36.866361939243085	79.5	0.0	MEDIUM	1325775	45	41363	126468	1	1	4	bact	17.0	True	False	MEDIUM
