LibraryID	CON001	CON002	CON003	CON004	CON005	CON006	CON007	CON008	CON009	CON010	CON011	CON012	CON013	CON014	CON015	CON016	CON017	CON018	CON019	CON020	CON021	CON022	CON023	CON026	CON027	CON028	CON029	CON031	CON032	CON033	CON034	CON035	CON036	CON037	CON038	CON039	CON040	CON041	CON042	CON043	CON044	CON045	CON046	CON047	CON048	CON049	CON050	CON051	CON052	CON053	CON054	CON055	CON056	CON057	CON058	CON059	CON060	CON061	CON062	CON063	CON064	CON065	CON066	CON067	CON068	CON069	CON070	CON071	CON072	CON073	CON074	CON075	CON076	CON077	CON078	CON079	CON080	CON081	CON082	CON083	CON084	CON085	CON086	CON087	CON088	CON089	CON090	CON091	CON092	CON093	CON095	CON096	CON097	CON098	CON099	CON101	CON104	CON105	CON106	CON107	NLF001	NLF002	NLF005	NLF006	NLF007	NLF008	NLF009	NLF010	NLF011	NLF012	NLF013	NLF014	NLF015	NLM001	NLM002	NLM003	NLM004	NLM005	NLM006	NLM007	NLM008	NLM009	NLM010	NLM015	NLM016	NLM017	NLM021	NLM022	NLM023	NLM024	NLM026	NLM027	NLM028	NLM029	NLM031	NLM032	NOF001	NOF002	NOF004	NOF005	NOF006	NOF007	NOF008	NOF009	NOF010	NOF011	NOF012	NOF013	NOF014	NOM001	NOM002	NOM004	NOM005	NOM008	NOM009	NOM010	NOM012	NOM013	NOM014	NOM015	NOM016	NOM017	NOM018	NOM019	NOM020	NOM022	NOM023	NOM025	NOM026	NOM027	NOM028	MBE033	MBE034	MBE035	MBE036	MBE037	MBE038	MBE039	MBH207	MBH208	MBM135	MBM137	MBM139	MHS226	MHS229	MHS231	MHS232	MHS234	MHS235	MHS236	MHS238	MHS239	MHS240	MHS243	MHS244	MHS246	MHS247	MHS248	MHS249	MHS250	MHS251	MHS253	MHS255	MHS257	MHS258	MHS259	MHS266	MHS267	MHS269	MHS276	MHS277	MHS279	MHS282	MHS283	MHS285	MHS286	MHS287	MHS288	MHS289	WFC023	WFC024	MBS1236	MBS1233	MBS1232	MBS1239	MBS1237	MBS1235	MBS1242	MBS1243	MBS1219	MBS1238	MBS1216	MBS1215	MBS1217	MBS1218	MBS1220	MBS1223	MBS1222	MBS1226	MBS1228	MBS1227	MBS1230	MBS1231	MBS1234	MBS1240	MBS1249	MBS1251	MBS1247	MBS1248	MBS1256	MBS1253	MBS1255	MBS1254	MBS1257	MBS1258	MBS1263	MBS1259	MBS1261	MBS1260	MBS1262	MBS1264	MBS1557	MBS1537	MBS1590	MBS1559	MBS1549	MBS1536	MBS1558	MBS1547	MBS1568	MBS1555	MBS1525	MBS1516	MBS1526	MBS1515	MBS1538	MBS1523	MBS1539	MBS1563	MBS1542	MBS1545	MBS1530	MBS1517	MBS1560	MBS1548	MBS1534	MBS1524	MBS1564	MBS1519	MBS1565	MBS1528	MBS1553	MBS1529	MBS1543	MBS1520	MBS1551	MBS1552	MBS1546	MBS1561	MBS1544	MBS1540	MBS1531	MBS1527	MBS1532	MBS1541	MBS1535	MBS1562	MBS1550	MBS1556	MBS1566	MBS1567	MBS1533	MBS1439	MBS1570	MBS1571	MBS1572	MBS1573	MBS1433	MBS1575	MBS1576	MBS1582	MBS1435	MBS1436	MBS1583	MBS1586	MBS1589	MBS1588	MBS1593	MBS1591	MBS1574	MBS1578	MBS1577	MBS1584	MBS1580	MBS1579	MBS1585	MBS1587	MBS1599	MBS1592	MBS1594	MBS1598	MBS1595	MBS1596	MBS1601	MBS1612	MBS1613	MBS1615	MBS1614	MBS1603	MBS1609	MBS1602	MBS1600	MBS1606	MBS1605	MBS1604	MBS1608	MBS1610	MBS1611	MBS1616	MBS1518	MBS1521	MBS1522	MBS1554	MBS1434	MBS1438	MBS1440	MBS1454	MBS1457	MBS1453	MBS1456	MBS1455	MBS1460	MBS1441	MBS1442	MBS1444	MBS1443	MBS1447	MBS1446	MBS1448	MBS1449	MBS1450	MBS1452	MBS1451	MBS1458	MBS1461	MBS1459	MBS1464	MBS1465	MBS1467	MBS1468	MBS1469	MBS1470	MBS1474	MBS1471	MBS1472	MBS1473	MBS1475	MBS1483	MBS1477	MBS1478	MBS1479	MBS1480	MBS1481	MBS1482	MBS1486	MBS1484	MBS1492	MBS1485	MBS1487	MBS1494	MBS1488	MBS1489	MBS1490	MBS1491	MBS1493	MBS1495	MBS1496	MBS1497	MBS1499	MBS1498	MBS1500	MBS1501	MBS1502	MBS1503	MBS1504	MBS1505	MBS1506	MBS1509	MBS1508	MBS1511	MBS1507	MBS1510	MBS1513	MBS1514
s__Prevotella_salivae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_stercorea	2.11121	0	1.39457	0	5.61532	0	0	0	22.20892	0	25.76149	0	0	8.83802	0	0	0	28.12034	0	0	0	0	0	0	3.6571	0	0	36.97886	0	0	0	2.40795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.63316	0	8.69743	0	0	0	0	0	0	0	0	0	0	0	0.90021	0	0	33.44504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.12008	0	19.11525	0	0	0	0	0	24.93914	0	0	2.3036	0	0	0	30.69594	23.97602	0	0	0.10339	0	0	0	0	0	0	0	62.90963	0	0	0	0	0	0	12.86707	0	0	1.32853	0	0	0	0	0	0	0	0	17.76683	1.55924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80995	0	0	0	0	0	0	0	0	0	0.53719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19574	0	0	0	0	0	0	0.43436	0	0	0	0	0	0	0	0	0	0.102	0	0	0	0	0	0	0	0.17372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13977	0	0	0	0	16.45645	39.18702	30.55923	0	0	0	0	0	0	0	0	8.24173	48.62335	0	0	0	0	0	0.11318	0	0.19218	22.29777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5266	0	0	0	0	0	0	0	0	0.31139	0	0	0	0	0	2.94257	0	0	0.97637	0	0	0	2.93098	0	0	0	0	29.05349	0	0	0	0	0	5.84064	0	0	0	0	0	0	0	0	15.06795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudomonas_phage_vB_Pae_Kakheti25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pyramidobacter_piscolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.36323	0	0	0	0	0	0	0	0	0	0	0	0.23867	0	0	0	1.16236	0	0	0	0	0.37938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04743	0	0	0	0.38475	0	0	0	0	0	0	0	0	0	0	0.33858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30131	0	0	0	0.23435	0	0	0	0	0	0.59977
s__Roseburia_hominis	0	0.84048	0	0.16406	0.31788	2.26983	0	0	0.19965	0.57402	1.2682	0	0	0	0	0	0.33447	0	0	0.11113	0.76053	0.16192	0	0.16781	0	0	0	0	0	4.04233	2.96983	0.36484	0.40447	0	0.59127	0	0.17343	0	0	0.62481	0	0	0	4.08219	0	0.15493	0	0.26279	0.24547	0	0	0	0.78463	0	0	0	0.6638	0	0	0.17618	0	0	0	0.25575	0	0	3.7265	1.93105	1.00211	0	0	0	0	0	0.14768	0	0	1.17967	0	0.13435	1.07977	0.60517	0	0	0	0.18096	0	0	0.24278	0	0	3.09589	0.26357	0.76698	0	0	0	0	0	0.20072	1.28254	0.14877	0.31387	0	0.98406	0	0.323	0	0	0	0	0	0.18397	1.82701	0.28697	0	1.06892	0	0	0	0.27035	0	0	0	0	0	0.33583	0.10894	0	0	3.83046	0	0.79242	0.39378	10.98083	0	0.24229	0	0	0.15753	0.8699	0	0.51845	0	0.29477	1.43072	0.93855	7.2776	0.67426	0	0	0	0	0	0.21987	0.79296	0	1.95482	0	0.11723	2.06988	0.65924	0.14269	0.17463	0	0	0	0	0	0	0	1.55235	0	1.85363	0	0.29904	0.27827	0.35834	0	0	0.19451	0.4463	0	0	1.33077	0	0	0	0.12104	0	3.29941	1.91378	0	0	0	0.41953	0	0	0	0	0	0.15008	0.14415	0	0.24932	0	0	0	0	0	0	0	0	0.92443	0	0.23289	0	0.37247	0	0.55305	0	0	0	0	0	0	0.57894	0	2.65862	0.3272	0.57403	0	0	0.73332	0	0	0	0	0	0	0	0	0.46042	0	0	0	0	1.49312	0	0	0	0	0	0.16753	0	0	0.22026	0.56241	0	0	0	0.53251	0	0	0	0	0	0	0	0	0	0.23655	0	0.16114	0	0	0	0	0	0.2339	0	0	0.68857	1.4471	0	0	0.3387	0	0	0	0	0.19288	0	0.24866	0	0	0	0	1.27729	0	0	0	0	0	0	0	0	0.1613	0	0	0	0.57649	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25315	0.52583	0	0.36925	0	0	0	0.17793	0	0.93687	0.40371	0.54592	0	0	0	1.64252	0	0	0	0	0	0	0	0	0	0	0.7894	0	0	0	0	0	0	0.10986	0	0	0.21245	0	0	0	0	0	0	0.22469	0	0.8104	0	0	0.12783	0	1.0448	0	0	0	0	0	0	0.48355	0	0.24312	0	0	0	0	0.45103	0	0.48047	0	0	0.12304	0	0.21794	0	0	0	0.2721	0	0	0	0	0.21183	0.68259	0.39124	0	0.76456	0	0	0	0.2818	0.27806	0	0	1.03705	0	0	5.30048	0	0	0.12317	0	0.10951	0	0	0	0	0.99969	0	0	0
s__Roseburia_intestinalis	0	0.85038	0	0	0.15019	0.25477	0	3.53538	0	11.75162	0.79616	2.81715	0	0.15504	0	0	4.61935	0.6788	1.28442	0.52639	0.22365	0	6.60614	2.69728	0	0	23.5883	7.36277	0	0	0	0	4.12327	0.22207	1.15123	0	0	0	0.368	0.2047	0	0	0	0	0	2.52855	3.5871	6.43248	2.49863	0.17664	0	0	1.87431	6.27413	0	3.93653	3.75363	0.34667	0	0.15625	1.26037	4.19718	2.06437	0	0.32714	0	2.04316	0	6.1471	0	3.17088	3.58416	2.13585	2.10174	1.81321	0	0	0	0.90061	1.76748	0.56641	0.33485	0	0	0	0.35389	0.1905	0	0.39608	0.16741	0.60826	0	0	0.79131	0.38258	2.27797	7.82582	0	0.15002	3.97283	5.19226	2.14382	4.54522	0.41426	0.16935	0	0.49754	0	1.16764	0	3.41583	0	2.53302	0	0	2.34503	2.36739	0.17849	0	0	0	2.42569	3.29593	2.91343	0	0	2.51193	8.90836	0	0	0	0	0	1.70744	0	0	0	0	3.92874	2.25508	0	4.47474	0.66783	0	0.15655	0	0	0	0	0.76139	18.60731	0	0	0.22324	1.4991	0	0.13202	0.1451	0	0.93445	1.16617	1.01957	5.02483	0	0	10.12506	0	0	0.10876	1.17234	0	0	0	0.39999	0	0	0	0.4129	0.9154	2.02108	0.37047	0.24523	0	0.2768	0	0	0	2.28882	3.75185	0	0	0	10.5548	2.03228	0	2.68592	0.31857	2.49948	0	0	0	0	0	0	2.84675	0	0	0	0.19702	0	0	1.11186	5.32097	0.77394	0	1.27634	0	0.11331	0	0	0	0	0	0.54581	0	0	0	0	0.37625	0	0.20793	0	0.19376	0	0.16449	0.86435	0	0	0	0	0.3482	0.47828	0	0	0	0	0	0	0.23101	0	0	0	0	1.04729	0.43135	0	0	0	0	0	0	0	0.37124	0	0	0	0	0	0	0	0	0	0	0.40499	0	8.75417	0	0	0.20395	0.71828	0	0	0	0	0	0	0	0	0	0.63947	0	0	1.06285	0	0	0	0	3.73648	0	0.19221	0	0	0	0	0	0	0.93584	0	0	0	0.52868	0	0	0	0	0	0.58221	0	0	0	0	0	0	0.68743	0.13417	0	0.11836	0	0	0.19267	0	0.24713	1.28522	0	0.29655	0.18824	0.19014	0.92493	0	0	0.63343	0	0.72819	0	0	0	0.28988	0.61205	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68179	0	0.33767	0	0	0	0.90906	0.38096	0	3.59255	0	0.2269	0	0	0	0	0	0	0.12331	0	0	0.34063	0	0	0.11954	0	0	0	0.26319	0	0.69742	0	0.2061	0	0	0.48608	0	0	0.911	0.20272	0	0	0	0	0	0.50869	0.19416	0	0.16734	0	0	0.17135	3.69398	0.29177	0	0	0.10329	0	0	0.376	0	1.872	0	0	0	0	0	0	0	0	0	1.73617	0
s__Roseburia_inulinivorans	0	2.10513	0.92101	0.91538	2.38347	1.56485	0	1.69837	0	0	0.48047	7.10317	0	2.22849	0	0	1.1224	2.41668	2.44788	1.54095	1.10571	1.72735	0	3.68962	0.21263	1.38149	0	3.20443	0	1.30316	0	0	5.87797	0.10461	0.30634	0	0.94336	0	0.59918	0.94614	0.78406	0	0	0	0	9.54701	0	20.64281	1.32761	0	0	0	0.67643	3.80318	2.34055	2.50116	0	0.42103	0.22896	0.43188	0	11.12873	4.45303	0	1.974	0	2.37127	0	1.89021	0.47253	0	3.34428	3.50759	19.43868	7.99144	0	0	4.39375	0	0.45101	11.86277	2.6612	0.36577	0	0	1.12288	0.54417	0	0	0.96427	0.63633	2.05133	0.3072	0.51891	3.23155	5.76122	6.39768	8.36174	3.56659	3.81398	0.33627	2.35172	0.2595	0.81537	0.35198	0	2.23697	3.98591	2.19595	2.51206	4.22492	1.69796	1.05351	3.14761	0	0	4.36518	1.01692	0	0	6.77676	2.83045	0	0	1.98126	0	2.65094	0.32687	0	0	1.17579	0	10.61559	0.74522	0	9.11748	0.98795	0	0	0.11275	5.63374	8.11917	0.28326	0	0	1.37992	0	3.92339	1.25264	0	1.92023	0	0.75812	0	0.1427	1.2216	0.4278	2.44391	2.57237	0	2.66861	0.5828	10.85821	0.72956	3.93949	5.26514	0	8.24381	1.6704	0	0	0.79159	0	1.88101	0	1.05029	0.1291	1.18591	0	2.56575	0.79246	0.63679	0	4.08285	0.62273	0	0	3.27329	1.29288	0	6.96518	1.40898	5.13028	1.83545	1.21418	0	4.28001	0.71368	0	0	0	0	0.12523	0	1.00252	0	0	0.77328	0	0	0.1216	0	0	0.90429	3.00553	0.87573	0.11547	0	0.12258	0.77157	0	0	0	0.16945	0	0	1.0366	0	1.51948	0	0.53092	1.22167	0	0	0	0.1842	0	0	0	0.29861	1.52344	0.43786	0	0	0.29385	0.15197	0	0.44655	0	0	0	0	0	0.97975	0.54345	0	0	0	0	0	0	0.14748	0	0	0	0	0	0	0	0	0	0	5.01468	0.97882	0	0	0	0.15329	0.49719	0.16482	0	0	0.49536	1.90535	0	0	0.2928	0	0	0	0	0.11272	0	0	0	0.66416	0.10706	2.14171	0.23946	0.24928	0	1.55373	0.15781	0	0	0.67888	0.44646	0.29816	0	0.83406	1.21651	0	0.66482	0	0	0	0.11362	0	0	0	0.39836	0	0	0.19377	0	0.26395	0.44745	0	0	0.47826	0.49487	0.63192	0.40389	0	1.02081	0.19456	0.84949	0	0	0	0	0	0	0	0.15405	1.04211	0	1.48681	0	0	0	0	0	0	0	0	0	0	0.3316	0	1.50713	0.6085	0	0	0	0	0	0.92333	1.02962	2.01538	0	0	0.20799	0.18769	0.31908	0.2792	0.13552	0.1811	0.11005	0	0	0	0	0	0	0	0	0.47107	0	0	0.36381	1.3871	0	0	0	0	1.06722	0	0	0.18195	0.2303	0	0	0	0.33053	2.03933	0.12026	0.25267	0	0.1823	0	0	0	0	0.69987	0	1.57497	1.59085	1.21325	0	0	0	0.13844	0	0	0	0	0	0	0.58448	0.76169	0	1.43957	0
s__Roseburia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15289	0.10337	0	0	0	0	0	0	0.28311	0	0	0	0	0	0.21312	0	0	0	0	0	0	0	0	0.82647	0	0	0	0	0	0	0	0	0	0	0	0	0.48987	0	0	0	0	0	0	0	0	0	0.12701	0	0	1.3438	0	0.21882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61481	0	0	0	0	0	0	0	0.27195	0	0.83951	0	0	0	0	0	0.46257	0.36611	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69515	0	2.62871	0	0	0	0.40005	0	0	0	0	0.80484	0	0	0	0	0	0	0	0	0.68361	0	0	0	0	0.22483	0	0	0	0	0	0	0	0	0	0	0.16908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56297	0	0	0	0.22511	0	0	0	2.5233	0	0	0	0.17416	0	0	0.94476	0	0	0	0	0	0	0	0	0	0	0	0	1.04324	0	0	0.67127	0.13836	0	4.78412	0	0	0	0	0	0.75198	0	0	0	0	0	0	0	0.25049	0.75143	0	0	0	0	0	0	0	0	0	0	0	0	0.16406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29888	0	0.50084	0	0.20761	0	0	0	0	0.23839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62567	0	0	0	0	0	0	0	0	0	0	0	0	0.30603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17933	0	0	0	0	0	0	0	0	0	0	0	0	1.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
