UniRef90	KIDS	GeneName
UniRef90_G2MKH3	K00626	thl
UniRef90_G2MS45	K00626	thl
UniRef90_G2NT21	K00626	thl
UniRef90_G2P5T4	K00626	thl
UniRef90_G2PPJ1	K00626	thl
UniRef90_G2Q2K5	K00626	thl
UniRef90_G2Q424	K00626	thl
UniRef90_G2TJ18	K00626	thl
UniRef90_G2Z791	K00626	thl
UniRef90_G3ALB7	K00626	thl
UniRef90_G3AZY6	K00626	thl
UniRef90_G3JQW3	K00626	thl
UniRef90_G3WEN4	K00626	thl
UniRef90_G4KPY1	K00626	thl
UniRef90_G4KRL8	K00626	thl
UniRef90_G4KZ78	K00626	thl
UniRef90_G4MVC4	K00626	thl
UniRef90_G4N745	K00626	thl
UniRef90_G4Q4P1	K00626	thl
UniRef90_G4Q8Y4	K00626	thl
UniRef90_G4QDZ2	K00626	thl
UniRef90_G4QF40	K00626	thl
UniRef90_G4QIS8	K00626	thl
UniRef90_G4QLF0	K00626	thl
UniRef90_G4R7M2	K00626	thl
UniRef90_G4R889	K00626	thl
UniRef90_G4RA05	K00626	thl
UniRef90_G4RJK8	K00626	thl
UniRef90_G4RNT7	K00626	thl
UniRef90_G4RPP5	K00626	thl
UniRef90_G5A404	K00626	thl
UniRef90_G6E810	K00626	thl
UniRef90_G6ED71	K00626	thl
UniRef90_G7D1Y4	K00626	thl
UniRef90_G7D563	K00626	thl
UniRef90_G7D8H8	K00626	thl
UniRef90_G7DJV7	K00626	thl
UniRef90_G7DLD7	K00626	thl
UniRef90_G7HT66	K00626	thl
UniRef90_G7K0L3	K00626	thl
UniRef90_G7UN88	K00626	thl
UniRef90_G7UUZ2	K00626	thl
UniRef90_G7VAN5	K00626	thl
UniRef90_G7VCE7	K00626	thl
UniRef90_G7VCF3	K00626	thl
UniRef90_G7VDJ4	K00626	thl
UniRef90_G7W6B3	K00626	thl
UniRef90_G7WAG8	K00626	thl
UniRef90_G7WAH7	K00626	thl
UniRef90_G7WBW1	K00626	thl
UniRef90_G7WCK0	K00626	thl
UniRef90_G7WCU3	K00626	thl
UniRef90_G7WCW9	K00626	thl
UniRef90_G7WCY5	K00626	thl
UniRef90_G7WDH0	K00626	thl
UniRef90_G7WGK6	K00626	thl
UniRef90_G7WGL0	K00626	thl
UniRef90_G7WGQ2	K00626	thl
UniRef90_G7WGR5	K00626	thl
UniRef90_G7WGR6	K00626	thl
UniRef90_G7WH36	K00626	thl
UniRef90_G7WIC1	K00626	thl
UniRef90_G7WID7	K00626	thl
UniRef90_G7WPS9	K00626	thl
UniRef90_G7ZAQ1	K00626	thl
UniRef90_G7ZEB0	K00626	thl
UniRef90_G7ZZU7	K00626	thl
UniRef90_G8ATT7	K00626	thl
UniRef90_G8ATT8	K00626	thl
UniRef90_G8AXY5	K00626	thl
UniRef90_G8AZE6	K00626	thl
UniRef90_G8BRG0	K00626	thl
UniRef90_G8JUW7	K00626	thl
UniRef90_G8LLA9	K00626	thl
UniRef90_G8M3N2	K00626	thl
UniRef90_G8M918	K00626	thl
UniRef90_G8M9Z6	K00626	thl
UniRef90_G8MJ79	K00626	thl
UniRef90_G8MMP7	K00626	thl
UniRef90_G8MP96	K00626	thl
UniRef90_G8NBW0	K00626	thl
UniRef90_G8NX04	K00626	thl
UniRef90_G8PAV6	K00626	thl
UniRef90_G8PHK4	K00626	thl
UniRef90_G8PU96	K00626	thl
UniRef90_G8PUB7	K00626	thl
UniRef90_G8PV54	K00626	thl
UniRef90_G8Q137	K00626	thl
UniRef90_G8Q8Q8	K00626	thl
UniRef90_G8Q9T3	K00626	thl
UniRef90_G8QJ13	K00626	thl
UniRef90_G8QJA2	K00626	thl
UniRef90_G8QNF0	K00626	thl
UniRef90_G8QU97	K00626	thl
UniRef90_G8R4J6	K00626	thl
UniRef90_G8RHU8	K00626	thl
UniRef90_G8RLL1	K00626	thl
UniRef90_G8RPV8	K00626	thl
UniRef90_G8RS72	K00626	thl
UniRef90_G8RSK9	K00626	thl
UniRef90_G8RT47	K00626	thl
UniRef90_G8RT63	K00626	thl
UniRef90_G8RTG1	K00626	thl
UniRef90_G8RU59	K00626	thl
UniRef90_G8S0P1	K00626	thl
UniRef90_G8S8T6	K00626	thl
UniRef90_G8SDL0	K00626	thl
UniRef90_G8SIP7	K00626	thl
UniRef90_G8SME2	K00626	thl
UniRef90_G8T6U9	K00626	thl
UniRef90_G8X4Q4	K00626	thl
UniRef90_G8ZNU2	K00626	thl
UniRef90_H0PRL6	K00626	thl
UniRef90_H0PSA6	K00626	thl
UniRef90_H0PVD5	K00626	thl
UniRef90_H0PWD1	K00626	thl
UniRef90_H0PWP7	K00626	thl
UniRef90_H0PZE2	K00626	thl
UniRef90_H0Q1J6	K00626	thl
UniRef90_H0Q1P8	K00626	thl
UniRef90_H0Q1R2	K00626	thl
UniRef90_H0Q202	K00626	thl
UniRef90_H0Q5G3	K00626	thl
UniRef90_H0Q5G7	K00626	thl
UniRef90_H0Q5V0	K00626	thl
UniRef90_H2AZ10	K00626	thl
UniRef90_H2FUX5	K00626	thl
UniRef90_H2FWM3	K00626	thl
UniRef90_H2IM63	K00626	thl
UniRef90_H2J570	K00626	thl
UniRef90_H2JVF6	K00626	thl
UniRef90_H2ZZA6	K00626	thl
UniRef90_H6L1Y0	K00626	thl
UniRef90_H6L4I2	K00626	thl
UniRef90_H6MS27	K00626	thl
UniRef90_H6MUU5	K00626	thl
UniRef90_H6MV28	K00626	thl
UniRef90_H6MVM1	K00626	thl
UniRef90_H6MW72	K00626	thl
UniRef90_H6MXM4	K00626	thl
UniRef90_H6N417	K00626	thl
UniRef90_H6N4W8	K00626	thl
UniRef90_H6NJM7	K00626	thl
UniRef90_H6Q8Z4	K00626	thl
UniRef90_H6QCP2	K00626	thl
UniRef90_H6QCP5	K00626	thl
UniRef90_H6QDS9	K00626	thl
UniRef90_H6QDT1	K00626	thl
UniRef90_H6QZ71	K00626	thl
UniRef90_H6QZM0	K00626	thl
UniRef90_H6R217	K00626	thl
UniRef90_H6R3K0	K00626	thl
UniRef90_H6R3T7	K00626	thl
UniRef90_H6R9Z4	K00626	thl
UniRef90_H6RBZ1	K00626	thl
UniRef90_H6RC03	K00626	thl
UniRef90_H6RC07	K00626	thl
UniRef90_H6RM13	K00626	thl
UniRef90_H6RNP0	K00626	thl
UniRef90_H6RSJ4	K00626	thl
UniRef90_H6RUU1	K00626	thl
UniRef90_H6RXB6	K00626	thl
UniRef90_H6SM31	K00626	thl
UniRef90_H6SMA3	K00626	thl
UniRef90_H6SP56	K00626	thl
UniRef90_H8GRT6	K00626	thl
UniRef90_H8GVN4	K00626	thl
UniRef90_H8GZG4	K00626	thl
UniRef90_H8I5X6	K00626	thl
UniRef90_H8I6H8	K00626	thl
UniRef90_H8IIN1	K00626	thl
UniRef90_H8IIV0	K00626	thl
UniRef90_H8INI2	K00626	thl
UniRef90_H8IP63	K00626	thl
UniRef90_H8IRZ7	K00626	thl
UniRef90_H8IST5	K00626	thl
UniRef90_H8IVE6	K00626	thl
UniRef90_H8IX48	K00626	thl
UniRef90_H8KVN2	K00626	thl
UniRef90_H8L0Q0	K00626	thl
UniRef90_H8L4P7	K00626	thl
UniRef90_H8MKC0	K00626	thl
UniRef90_H8MXU9	K00626	thl
UniRef90_H8MYW6	K00626	thl
UniRef90_H8N050	K00626	thl
UniRef90_H8W962	K00626	thl
UniRef90_H8WAP1	K00626	thl
UniRef90_H8WEY0	K00626	thl
UniRef90_H8WYW4	K00626	thl
UniRef90_H9GAY0	K00626	thl
UniRef90_H9UA27	K00626	thl
UniRef90_H9UM75	K00626	thl
UniRef90_I0A003	K00626	thl
UniRef90_I0A0T9	K00626	thl
UniRef90_I0AJX3	K00626	thl
UniRef90_I0GBY4	K00626	thl
UniRef90_I0GZ08	K00626	thl
UniRef90_I0H2B5	K00626	thl
UniRef90_I0H2C3	K00626	thl
UniRef90_I0H2Z9	K00626	thl
UniRef90_I0H5P0	K00626	thl
UniRef90_I0H8U4	K00626	thl
UniRef90_I0HCW0	K00626	thl
UniRef90_I0HE44	K00626	thl
UniRef90_I0HHA1	K00626	thl
UniRef90_I0HKF2	K00626	thl
UniRef90_I0HMU9	K00626	thl
UniRef90_I0HR12	K00626	thl
UniRef90_I0HRT0	K00626	thl
UniRef90_I0HRW1	K00626	thl
UniRef90_I0HRZ3	K00626	thl
UniRef90_I0HXF1	K00626	thl
UniRef90_I0I5H1	K00626	thl
UniRef90_I0I6F1	K00626	thl
UniRef90_I0I9Q5	K00626	thl
UniRef90_I0JID2	K00626	thl
UniRef90_I0JIE5	K00626	thl
UniRef90_I0JJS5	K00626	thl
UniRef90_I0JS59	K00626	thl
UniRef90_I0K662	K00626	thl
UniRef90_I0KB70	K00626	thl
UniRef90_I0YTW8	K00626	thl
UniRef90_I1GFB0	K00626	thl
UniRef90_I1JJT8	K00626	thl
UniRef90_I1MQX3	K00626	thl
UniRef90_I2A873	K00626	thl
UniRef90_I2A9E4	K00626	thl
UniRef90_I2ABN7	K00626	thl
UniRef90_I2B5V4	K00626	thl
UniRef90_I2BCB7	K00626	thl
UniRef90_I2BN99	K00626	thl
UniRef90_I2BP02	K00626	thl
UniRef90_I2DJJ7	K00626	thl
UniRef90_I2E1Y8	K00626	thl
UniRef90_I2E1Y9	K00626	thl
UniRef90_I2ES40	K00626	thl
UniRef90_I2EZZ3	K00626	thl
UniRef90_I2F589	K00626	thl
UniRef90_I2GV12	K00626	thl
UniRef90_I3E3L6	K00626	thl
UniRef90_I3R2R7	K00626	thl
UniRef90_I3RA72	K00626	thl
UniRef90_I3RA83	K00626	thl
UniRef90_I3RAB8	K00626	thl
UniRef90_I3RB69	K00626	thl
UniRef90_I3TF20	K00626	thl
UniRef90_I3TGV5	K00626	thl
UniRef90_I3TMD4	K00626	thl
UniRef90_I3TNS8	K00626	thl
UniRef90_I3TT32	K00626	thl
UniRef90_I3TUY0	K00626	thl
UniRef90_I3TWA1	K00626	thl
UniRef90_I3TXJ2	K00626	thl
UniRef90_I3U7T7	K00626	thl
UniRef90_I3UBA0	K00626	thl
UniRef90_I3UC63	K00626	thl
UniRef90_I3UCJ3	K00626	thl
UniRef90_I3UEF4	K00626	thl
UniRef90_I3UEF5	K00626	thl
UniRef90_I3V4Q3	K00626	thl
UniRef90_I3YZ66	K00626	thl
UniRef90_I3Z8Z8	K00626	thl
UniRef90_I4A4V2	K00626	thl
UniRef90_I4ABE6	K00626	thl
UniRef90_I4AD43	K00626	thl
UniRef90_I4AK14	K00626	thl
UniRef90_I4B5N9	K00626	thl
UniRef90_I4B7A8	K00626	thl
UniRef90_I4B7Z9	K00626	thl
UniRef90_I4BAF7	K00626	thl
UniRef90_I4BAF8	K00626	thl
UniRef90_I4BBF6	K00626	thl
UniRef90_I4BCV6	K00626	thl
UniRef90_I4BGV4	K00626	thl
UniRef90_I4BJW7	K00626	thl
UniRef90_I4BM11	K00626	thl
UniRef90_I4BNF5	K00626	thl
UniRef90_I4BNW8	K00626	thl
UniRef90_I4BP27	K00626	thl
UniRef90_I4BPY4	K00626	thl
UniRef90_I4BQP1	K00626	thl
UniRef90_I4BRF0	K00626	thl
UniRef90_I4BSJ3	K00626	thl
UniRef90_I4C1U0	K00626	thl
UniRef90_I4C3E2	K00626	thl
UniRef90_I4C3P8	K00626	thl
UniRef90_I4C3Z9	K00626	thl
UniRef90_I4C457	K00626	thl
UniRef90_I4C4I3	K00626	thl
UniRef90_I4C5J5	K00626	thl
UniRef90_I4C5L5	K00626	thl
UniRef90_I4C5V0	K00626	thl
UniRef90_I4C6E3	K00626	thl
UniRef90_I4C9Y5	K00626	thl
UniRef90_I4CDK8	K00626	thl
UniRef90_I4CEM1	K00626	thl
UniRef90_I4CEM2	K00626	thl
UniRef90_I4CEM4	K00626	thl
UniRef90_I4D120	K00626	thl
UniRef90_I4D1T6	K00626	thl
UniRef90_I4D1T9	K00626	thl
UniRef90_I4D775	K00626	thl
UniRef90_I4D779	K00626	thl
UniRef90_I4D7R2	K00626	thl
UniRef90_I4EQX2	K00626	thl
UniRef90_I4ESR9	K00626	thl
UniRef90_I4F198	K00626	thl
UniRef90_I4F2P0	K00626	thl
UniRef90_I4YB01	K00626	thl
UniRef90_I6SG32	K00626	thl
UniRef90_I6ZK98	K00626	thl
UniRef90_I7A0U9	K00626	thl
UniRef90_I7A2M6	K00626	thl
UniRef90_I7AXH0	K00626	thl
UniRef90_I7BM52	K00626	thl
UniRef90_I7CDK3	K00626	thl
UniRef90_I7D0F3	K00626	thl
UniRef90_I7DLG9	K00626	thl
UniRef90_I7DPD2	K00626	thl
UniRef90_I7EGA8	K00626	thl
UniRef90_I7EIW2	K00626	thl
UniRef90_I7EYJ0	K00626	thl
UniRef90_I7G375	K00626	thl
UniRef90_I9NK82	K00626	thl
UniRef90_J4D5J4	K00626	thl
UniRef90_J7G4R7	K00626	thl
UniRef90_J7IMU4	K00626	thl
UniRef90_J7IXP1	K00626	thl
UniRef90_J7J2A0	K00626	thl
UniRef90_J7J748	K00626	thl
UniRef90_J7JAQ5	K00626	thl
UniRef90_J7L8J0	K00626	thl
UniRef90_J7LRT8	K00626	thl
UniRef90_J7LS54	K00626	thl
UniRef90_J7LU90	K00626	thl
UniRef90_J7Q556	K00626	thl
UniRef90_J7Q5B4	K00626	thl
UniRef90_J7QFP0	K00626	thl
UniRef90_J7QML6	K00626	thl
UniRef90_J7SJV1	K00626	thl
UniRef90_J9RFI0	K00626	thl
UniRef90_J9RZX7	K00626	thl
UniRef90_J9SCQ2	K00626	thl
UniRef90_J9SDQ1	K00626	thl
UniRef90_J9SEN9	K00626	thl
UniRef90_J9SI08	K00626	thl
UniRef90_J9SKN9	K00626	thl
UniRef90_J9SPB6	K00626	thl
UniRef90_J9SPW0	K00626	thl
UniRef90_J9SR69	K00626	thl
UniRef90_J9SRI7	K00626	thl
UniRef90_J9W5L8	K00626	thl
UniRef90_J9WCF7	K00626	thl
UniRef90_J9YEB5	K00626	thl
UniRef90_J9YYK9	K00626	thl
UniRef90_J9YZE9	K00626	thl
UniRef90_K0BCH2	K00626	thl
UniRef90_K0C1T1	K00626	thl
UniRef90_K0C428	K00626	thl
UniRef90_K0C439	K00626	thl
UniRef90_K0C8V2	K00626	thl
UniRef90_K0CB90	K00626	thl
UniRef90_K0CBA1	K00626	thl
UniRef90_K0CC85	K00626	thl
UniRef90_K0CDF3	K00626	thl
UniRef90_K0CDS8	K00626	thl
UniRef90_K0CF80	K00626	thl
UniRef90_K0CIE8	K00626	thl
UniRef90_K0DPI2	K00626	thl
UniRef90_K0DQ42	K00626	thl
UniRef90_K0DQV4	K00626	thl
UniRef90_K0EMP4	K00626	thl
UniRef90_K0ENR3	K00626	thl
UniRef90_K0EP72	K00626	thl
UniRef90_K0EPJ4	K00626	thl
UniRef90_K0ES32	K00626	thl
UniRef90_K0ETL5	K00626	thl
UniRef90_K0EUR4	K00626	thl
UniRef90_K0EVD3	K00626	thl
UniRef90_K0F7A9	K00626	thl
UniRef90_K0F8N3	K00626	thl
UniRef90_K0FA62	K00626	thl
UniRef90_K0FEA9	K00626	thl
UniRef90_K0I069	K00626	thl
UniRef90_K0I8V5	K00626	thl
UniRef90_K0I947	K00626	thl
UniRef90_K0IDS8	K00626	thl
UniRef90_K0IF15	K00626	thl
UniRef90_K0IK75	K00626	thl
UniRef90_K0J7I5	K00626	thl
UniRef90_K0JRS8	K00626	thl
UniRef90_K0K6S5	K00626	thl
UniRef90_K0KDH7	K00626	thl
UniRef90_K0NBH4	K00626	thl
UniRef90_K0ND64	K00626	thl
UniRef90_K0NE83	K00626	thl
UniRef90_K1R627	K00626	thl
UniRef90_K1X3W3	K00626	thl
UniRef90_K1XCD5	K00626	thl
UniRef90_K3XI66	K00626	thl
UniRef90_K4CEU2	K00626	thl
UniRef90_K4IB97	K00626	thl
UniRef90_K4KIN9	K00626	thl
UniRef90_K4KKX6	K00626	thl
UniRef90_K4KLY3	K00626	thl
UniRef90_K4KRC5	K00626	thl
UniRef90_K4KRP3	K00626	thl
UniRef90_K4MPE1	K00626	thl
UniRef90_K4QT43	K00626	thl
UniRef90_K5WKF5	K00626	thl
UniRef90_K6ZZV9	K00626	thl
UniRef90_K7FPB6	K00626	thl
UniRef90_K7IY76	K00626	thl
UniRef90_K7QYT1	K00626	thl
UniRef90_K8E6T6	K00626	thl
UniRef90_K8Z5D4	K00626	thl
UniRef90_K9I3Y7	K00626	thl
UniRef90_K9NGC4	K00626	thl
UniRef90_K9NHU6	K00626	thl
UniRef90_K9NI14	K00626	thl
UniRef90_K9NI66	K00626	thl
UniRef90_K9TAX2	K00626	thl
UniRef90_K9VXY8	K00626	thl
UniRef90_K9Y188	K00626	thl
UniRef90_K9ZWZ7	K00626	thl
UniRef90_K9ZXY3	K00626	thl
UniRef90_K9ZYN2	K00626	thl
UniRef90_L0A7R9	K00626	thl
UniRef90_L0A9U8	K00626	thl
UniRef90_L0AA15	K00626	thl
UniRef90_L0AAQ8	K00626	thl
UniRef90_L0ACH8	K00626	thl
UniRef90_L0ACW5	K00626	thl
UniRef90_L0ADV2	K00626	thl
UniRef90_L0AF59	K00626	thl
UniRef90_L0AGD2	K00626	thl
UniRef90_L0AK87	K00626	thl
UniRef90_L0DN22	K00626	thl
UniRef90_L0DSX9	K00626	thl
UniRef90_L0DVB8	K00626	thl
UniRef90_L0EBT6	K00626	thl
UniRef90_L0F8Z5	K00626	thl
UniRef90_L0FAT5	K00626	thl
UniRef90_L0FBV6	K00626	thl
UniRef90_L0FCY5	K00626	thl
UniRef90_L0G303	K00626	thl
UniRef90_L0GYG0	K00626	thl
UniRef90_L0HIM8	K00626	thl
UniRef90_L0I5S5	K00626	thl
UniRef90_L0IBU5	K00626	thl
UniRef90_L0IDX7	K00626	thl
UniRef90_L0IUM4	K00626	thl
UniRef90_L0IVX2	K00626	thl
UniRef90_L0IW96	K00626	thl
UniRef90_L0IZF0	K00626	thl
UniRef90_L0J1V4	K00626	thl
UniRef90_L0J1W3	K00626	thl
UniRef90_L0J2F2	K00626	thl
UniRef90_L0J397	K00626	thl
UniRef90_L0J8W3	K00626	thl
UniRef90_L0JJP9	K00626	thl
UniRef90_L0JP56	K00626	thl
UniRef90_L0JP83	K00626	thl
UniRef90_L0JWC3	K00626	thl
UniRef90_L0JWE8	K00626	thl
UniRef90_L0JX28	K00626	thl
UniRef90_L0JXH6	K00626	thl
UniRef90_L0K0X6	K00626	thl
UniRef90_L0K3M4	K00626	thl
UniRef90_L0K4Q5	K00626	thl
UniRef90_L0K784	K00626	thl
UniRef90_L0L2K2	K00626	thl
UniRef90_L0LSH1	K00626	thl
UniRef90_L0LZ43	K00626	thl
UniRef90_L1I9G1	K00626	thl
UniRef90_L7UEQ3	K00626	thl
UniRef90_L7UI29	K00626	thl
UniRef90_L7W7Q9	K00626	thl
UniRef90_L7WUF9	K00626	thl
UniRef90_L7ZY41	K00626	thl
UniRef90_L8A3X4	K00626	thl
UniRef90_L8HFY3	K00626	thl
UniRef90_M0RYF9	K00626	thl
UniRef90_M0S176	K00626	thl
UniRef90_M1FEF7	K00626	thl
UniRef90_M1FH97	K00626	thl
UniRef90_M1FI60	K00626	thl
UniRef90_M1FI93	K00626	thl
UniRef90_M1FKW4	K00626	thl
UniRef90_M1FLM4	K00626	thl
UniRef90_M1I4I2	K00626	thl
UniRef90_M1I5A5	K00626	thl
UniRef90_M1IGC4	K00626	thl
UniRef90_M1IU80	K00626	thl
UniRef90_M1IUC4	K00626	thl
UniRef90_M1IUL4	K00626	thl
UniRef90_M1IV25	K00626	thl
UniRef90_M1J1C9	K00626	thl
UniRef90_M1LSC2	K00626	thl
UniRef90_M1LZT2	K00626	thl
UniRef90_M1MD31	K00626	thl
UniRef90_M1ML20	K00626	thl
UniRef90_M1P0A5	K00626	thl
UniRef90_M1Q7Z2	K00626	thl
UniRef90_M1UMN0	K00626	thl
UniRef90_M1V6A3	K00626	thl
UniRef90_M1VAW0	K00626	thl
UniRef90_M1XL09	K00626	thl
UniRef90_M1XLC0	K00626	thl
UniRef90_M1XSF4	K00626	thl
UniRef90_M2MTU1	K00626	thl
UniRef90_M2NMV1	K00626	thl
UniRef90_M2Y254	K00626	thl
UniRef90_M3AQW8	K00626	thl
UniRef90_M3B252	K00626	thl
UniRef90_M3WGX6	K00626	thl
UniRef90_M3ZMB5	K00626	thl
UniRef90_M4JYP4	K00626	thl
UniRef90_M4NFL6	K00626	thl
UniRef90_M4NJ47	K00626	thl
UniRef90_M4R8R6	K00626	thl
UniRef90_M4RYS5	K00626	thl
UniRef90_M4S187	K00626	thl
UniRef90_M4S1X7	K00626	thl
UniRef90_M4S4C3	K00626	thl
UniRef90_M4S4J8	K00626	thl
UniRef90_M4S755	K00626	thl
UniRef90_M4SF09	K00626	thl
UniRef90_M4UCS7	K00626	thl
UniRef90_M4VAL5	K00626	thl
UniRef90_M4VBG2	K00626	thl
UniRef90_M4WU44	K00626	thl
UniRef90_M4WWF8	K00626	thl
UniRef90_M4X0H8	K00626	thl
UniRef90_M4X445	K00626	thl
UniRef90_M4XFT4	K00626	thl
UniRef90_M4YKB6	K00626	thl
UniRef90_M4YN76	K00626	thl
UniRef90_M4YYI2	K00626	thl
UniRef90_M4Z300	K00626	thl
UniRef90_M4Z423	K00626	thl
UniRef90_M4ZAY8	K00626	thl
UniRef90_M4ZBP2	K00626	thl
UniRef90_M4ZPL7	K00626	thl
UniRef90_M4ZVZ2	K00626	thl
UniRef90_M4ZXX1	K00626	thl
UniRef90_M4ZYT2	K00626	thl
UniRef90_M5A570	K00626	thl
UniRef90_M5A5H8	K00626	thl
UniRef90_M5AGF1	K00626	thl
UniRef90_M5AJJ5	K00626	thl
UniRef90_M5AKI4	K00626	thl
UniRef90_M5DNS3	K00626	thl
UniRef90_M5DX55	K00626	thl
UniRef90_M5E082	K00626	thl
UniRef90_M5E264	K00626	thl
UniRef90_M5WH16	K00626	thl
UniRef90_M7BDY2	K00626	thl
UniRef90_M7T1U0	K00626	thl
UniRef90_M7TDB9	K00626	thl
UniRef90_M9RAD2	K00626	thl
UniRef90_M9RBZ4	K00626	thl
UniRef90_M9RET3	K00626	thl
UniRef90_M9RQM2	K00626	thl
UniRef90_M9RR10	K00626	thl
UniRef90_M9RS35	K00626	thl
UniRef90_M9SDR9	K00626	thl
UniRef90_M9SGJ3	K00626	thl
UniRef90_M9T8C8	K00626	thl
UniRef90_N0AXJ9	K00626	thl
UniRef90_N0B699	K00626	thl
UniRef90_N0B9C2	K00626	thl
UniRef90_N0BA75	K00626	thl
UniRef90_N0BA96	K00626	thl
UniRef90_N0BDP4	K00626	thl
UniRef90_N0BEH7	K00626	thl
UniRef90_N0BEP1	K00626	thl
UniRef90_N0BLS4	K00626	thl
UniRef90_N0BLY9	K00626	thl
UniRef90_N0CMQ8	K00626	thl
UniRef90_N0CSL0	K00626	thl
UniRef90_N0CY03	K00626	thl
UniRef90_N0D1B2	K00626	thl
UniRef90_N0D4B5	K00626	thl
UniRef90_O07618	K00626	thl
UniRef90_O26884	K00626	thl
UniRef90_O29234	K00626	thl
UniRef90_O29294	K00626	thl
UniRef90_O29811	K00626	thl
UniRef90_O29958	K00626	thl
UniRef90_O30104	K00626	thl
UniRef90_O30217	K00626	thl
UniRef90_O30255	K00626	thl
UniRef90_O53871	K00626	thl
UniRef90_P14611	K00626	thl
UniRef90_P24752	K00626	thl
UniRef90_P41338	K00626	thl
UniRef90_P44873	K00626	thl
UniRef90_P45359	K00626	thl
UniRef90_P45369	K00626	thl
UniRef90_P45855	K00626	thl
UniRef90_P46707	K00626	thl
UniRef90_P50174	K00626	thl
UniRef90_P66927	K00626	thl
UniRef90_P76461	K00626	thl
UniRef90_Q02X83	K00626	thl
UniRef90_Q04GE4	K00626	thl
UniRef90_Q04PA5	K00626	thl
UniRef90_Q07JY0	K00626	thl
UniRef90_Q082A6	K00626	thl
UniRef90_Q084X4	K00626	thl
UniRef90_Q08PZ3	K00626	thl
UniRef90_Q097I3	K00626	thl
UniRef90_Q0A541	K00626	thl
UniRef90_Q0AAU5	K00626	thl
UniRef90_Q0AD38	K00626	thl
UniRef90_Q0AL92	K00626	thl
UniRef90_Q0AL94	K00626	thl
UniRef90_Q0ARU7	K00626	thl
UniRef90_Q0ASA2	K00626	thl
UniRef90_Q0AVA9	K00626	thl
UniRef90_Q0AWW4	K00626	thl
UniRef90_Q0AYU4	K00626	thl
UniRef90_Q0AZ52	K00626	thl
UniRef90_Q0B053	K00626	thl
UniRef90_Q0B6F6	K00626	thl
UniRef90_Q0BV07	K00626	thl
UniRef90_Q0BXI4	K00626	thl
UniRef90_Q0BXQ2	K00626	thl
UniRef90_Q0BYQ7	K00626	thl
UniRef90_Q0C3I5	K00626	thl
UniRef90_Q0C3K8	K00626	thl
UniRef90_Q0C457	K00626	thl
UniRef90_Q0C4E3	K00626	thl
UniRef90_Q0K0C1	K00626	thl
UniRef90_Q0K469	K00626	thl
UniRef90_Q0K494	K00626	thl
UniRef90_Q0K495	K00626	thl
UniRef90_Q0K9S6	K00626	thl
UniRef90_Q0KAI3	K00626	thl
UniRef90_Q0KAX7	K00626	thl
UniRef90_Q0KBP1	K00626	thl
UniRef90_Q0KDA2	K00626	thl
UniRef90_Q0KDA6	K00626	thl
UniRef90_Q0KDA7	K00626	thl
UniRef90_Q0RDD4	K00626	thl
UniRef90_Q0RMI6	K00626	thl
UniRef90_Q0RMT6	K00626	thl
UniRef90_Q0RMU1	K00626	thl
UniRef90_Q0RXS1	K00626	thl
UniRef90_Q0S4S1	K00626	thl
UniRef90_Q0S8Z1	K00626	thl
UniRef90_Q0SGA0	K00626	thl
UniRef90_Q0SH22	K00626	thl
UniRef90_Q0SJQ1	K00626	thl
UniRef90_Q0UU17	K00626	thl
UniRef90_Q0VNT8	K00626	thl
UniRef90_Q0VP83	K00626	thl
UniRef90_Q0VQW7	K00626	thl
UniRef90_Q0VRV2	K00626	thl
UniRef90_Q0W7K0	K00626	thl
UniRef90_Q11CJ9	K00626	thl
UniRef90_Q11CY0	K00626	thl
UniRef90_Q11I56	K00626	thl
UniRef90_Q11ME8	K00626	thl
UniRef90_Q11TT8	K00626	thl
UniRef90_Q124G3	K00626	thl
UniRef90_Q128L5	K00626	thl
UniRef90_Q128W3	K00626	thl
UniRef90_Q12AF4	K00626	thl
UniRef90_Q12D76	K00626	thl
UniRef90_Q12E60	K00626	thl
UniRef90_Q12MV0	K00626	thl
UniRef90_Q12UR2	K00626	thl
UniRef90_Q134F9	K00626	thl
UniRef90_Q139Z6	K00626	thl
UniRef90_Q13GJ9	K00626	thl
UniRef90_Q13HG7	K00626	thl
UniRef90_Q13I42	K00626	thl
UniRef90_Q13I85	K00626	thl
UniRef90_Q13K20	K00626	thl
UniRef90_Q15UK3	K00626	thl
UniRef90_Q163F7	K00626	thl
UniRef90_Q16DL3	K00626	thl
UniRef90_Q174F7	K00626	thl
UniRef90_Q183B0	K00626	thl
UniRef90_Q18AR0	K00626	thl
UniRef90_Q1AT31	K00626	thl
UniRef90_Q1ATG1	K00626	thl
UniRef90_Q1AUY0	K00626	thl
UniRef90_Q1AVN4	K00626	thl
UniRef90_Q1GC58	K00626	thl
UniRef90_Q1GCU4	K00626	thl
UniRef90_Q1GKL6	K00626	thl
UniRef90_Q1GM70	K00626	thl
UniRef90_Q1GNB1	K00626	thl
UniRef90_Q1GP21	K00626	thl
UniRef90_Q1GS51	K00626	thl
UniRef90_Q1GSM2	K00626	thl
UniRef90_Q1GTR3	K00626	thl
UniRef90_Q1GUE9	K00626	thl
UniRef90_Q1GV21	K00626	thl
UniRef90_Q1I4X7	K00626	thl
UniRef90_Q1I8R9	K00626	thl
UniRef90_Q1I9V0	K00626	thl
UniRef90_Q1ILL0	K00626	thl
