feature	s__Acidaminococcus_unclassified	s__Akkermansia_muciniphila	s__Alistipes_finegoldii	s__Alistipes_indistinctus	s__Alistipes_onderdonkii	s__Alistipes_putredinis	s__Alistipes_senegalensis	s__Alistipes_shahii	s__Alistipes_unclassified	s__Bacteroidales_bacterium_ph8	s__Bacteroides_caccae	s__Bacteroides_cellulosilyticus	s__Bacteroides_clarus	s__Bacteroides_dorei	s__Bacteroides_eggerthii	s__Bacteroides_finegoldii	s__Bacteroides_fragilis	s__Bacteroides_intestinalis	s__Bacteroides_massiliensis	s__Bacteroides_ovatus	s__Bacteroides_plebeius	s__Bacteroides_salyersiae	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Bacteroides_xylanisolvens	s__Barnesiella_intestinihominis	s__Bifidobacterium_adolescentis	s__Bifidobacterium_bifidum	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Bilophila_unclassified	s__Clostridium_bolteae	s__Collinsella_aerofaciens	s__Coprococcus_comes	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Eggerthella_unclassified	s__Escherichia_coli	s__Escherichia_unclassified	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_rectale	s__Faecalibacterium_prausnitzii	s__Klebsiella_pneumoniae	s__Megamonas_unclassified	s__Megasphaera_unclassified	s__Odoribacter_splanchnicus	s__Oscillibacter_unclassified	s__Parabacteroides_distasonis	s__Parabacteroides_goldsteinii	s__Parabacteroides_johnsonii	s__Parabacteroides_merdae	s__Parabacteroides_unclassified	s__Phascolarctobacterium_succinatutens	s__Prevotella_copri	s__Roseburia_hominis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Ruminococcus_bromii	s__Ruminococcus_gnavus	s__Ruminococcus_obeum	s__Ruminococcus_torques	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Subdoligranulum_unclassified	s__Sutterella_wadsworthensis	s__Veillonella_unclassified
MBS1529	0.0107599473474214	0	0	0	0.0222103205061337	0	0	0.00162469248450601	0.0114379933896092	0.00474439429848719	0.132051546923181	0	0.083194382263728	0.0256837590012083	0.114749196025323	0	0.0104154447563966	0	0	0.0552133643057568	0	0.00929081376484202	0	0.00117232354465667	0.00492927904689578	0.199003875070676	0.00225869902021231	0	0	0	0	0	0.00421480401201934	0	0.00186488029980959	0	0	0	0	0.0020226716191155	0.00111600574258929	0	0	0	0.0113992305060241	0.0151448209743325	0.0311267984658828	0.00641495281278501	0	0	0.0593072118852278	0	0	0.108381022503985	0	0	0	0	0.0107851127796965	0	0	0.00150870825430238	0	0.00153904883595669	0	0	0.00166081705664292	0	0
MBS1530	0	0.00130950346882013	0	0	0.00494620476895701	0.0149108592899116	0	0.00364407736134243	0	0.0011543030577007	0	0.00109923520349492	0.0016312209877031	0.0799535732520175	0	0	0	0.00580627371391047	0.170279101062244	0.00766170675387529	0	0	0.0896880542465854	0.00689560680784178	0.137463712052312	0	0.00257980266712311	0.0144155517278625	0	0	0	0	0.00282634498687011	0.00270074986250719	0	0	0	0	0	0.289262546452766	0.0494755873087693	0	0	0	0	0.0430205233345738	0	0	0	0.00587872078081973	0	0	0.0169856543692907	0	0.00649790575434826	0	0	0	0	0	0	0.00565349830921479	0	0.00951663458416849	0	0	0.00229971442518102	0.00137406926485223	0
MBS1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407957207370378	0	0	0.0470041738108463	0	0	0.343517713540535	0	0	0	0	0.00190357168731435	0	0	0	0	0	0	0	0	0.0130166952433851	0	0	0	0	0	0.0610179349094802	0.00441922850910028	0	0	0	0	0.0211230247852721	0	0.00165090922263276	0	0	0.0684060228452752	0	0	0	0	0	0	0	0	0.0156339805356324	0.00494568411053958	0	0	0	0	0	0.00288151931544672	0	0
MBS1532	0	0	0	0.00426626098267768	0.154478650115226	0.212357556937121	0	0	0	0.0143470031699477	0	0.0302217176441873	0.00760576255912305	0.012110109738954	0	0.0116764781193201	0	0	0	0.0163330177125978	0	0	0	0.0388422655084475	0.116377345402865	0.0106916439562555	0.0104477705892781	0.0839252322025745	0	0.0162181880797703	0.012317229501083	0	0	0.00156040373733397	0.0031946192722502	0	0	0	0.00225638705566465	0.00182773037149366	0	0	0.00142404989393235	0.0621934957490699	0	0.0132827730980669	0	0	0.00491147965342772	0.00994540363681996	0	0	0.00218978383803884	0.0607413222403779	0	0	0	0	0	0	0	0	0	0.0117781089437765	0.00469441002037287	0.0130018415383556	0.028082596924434	0	0.00374561875709055
MBS1533	0.0474879597488552	0	0.00975782233332285	0	0.0294830402915888	0.140240686550665	0.00209614144113707	0.0371109157454089	0	0.00327330604114418	0.00642854837609296	0.0294322810684234	0.0048287647308985	0.00105164531374919	0.0246098484740164	0	0.0210234080702467	0	0	0.0108017056733083	0.00530244939295237	0.00749173451925398	0.247204361739025	0.0175835259868839	0.0071898345923391	0	0.00475043007462525	0.0196903912075629	0.0017649298501408	0	0	0	0.00103469152894951	0	0.00130115191775903	0	0	0	0	0.0655895974844669	0.0151077627499611	0.00695717964189521	0	0.0217969500345408	0.00877542199604466	0.00778005099208238	0	0.00193875720995445	0	0	0.0013606944270254	0	0.00477014140273573	0.0174986549316517	0	0	0	0.00588776349347647	0	0	0	0	0	0.00322908321693777	0.00288030505373941	0	0.0401849637495399	0.00271556737372801	0.00247555897445534
MBS1534	0	0	0	0	0	0	0	0	0	0	0	0.00391639774895609	0	0	0	0	0	0	0	0.946493845444613	0	0	0	0.0337097979618316	0.00635914257700404	0.00155835141242801	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00412784148314319	0.00383462337202441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBS1535	0.00311685061496881	0	0.0248699064458077	0	0	0.00126308654911187	0	0	0.00578651018292548	0	0.0518253861940868	0	0	0	0	0	0.00698571229674989	0.00116999780055016	0	0.106078178121366	0	0	0.00159792211311054	0.0168203661957235	0	0.0789615676307504	0.00832982053442474	0	0.290096482735941	0	0	0	0.00178197012905771	0	0	0	0	0	0	0.00257748345418477	0	0.0236422098457678	0	0.100055802547204	0.055034514326693	0.01055431713268	0	0.00120234563365602	0	0.00446187148743347	0	0	0	0.0970540453196184	0	0	0	0	0	0.00688410562348319	0.0680796146085248	0.00229274139976071	0	0	0	0	0.0014922592852224	0	0.00202270290583931
MBS1536	0.00170451290227045	0	0	0	0.00101751407468513	0.179363278695084	0.00175119527590546	0.0850234558718696	0	0	0.040076514633358	0.0176311847956115	0.00555297949239284	0.0131637220563808	0.228231135142541	0	0	0	0.0364863167597098	0.00334152834655782	0.0184965264575384	0	0.0513761751554993	0.0476981699600138	0.0012327380050803	0.0220400419575516	0.00121808661075762	0.080842857329067	0	0	0	0	0	0	0.00202643940097421	0	0	0	0	0.0195705241834399	0.0132955846052849	0	0	0	0.00601909592005148	0	0.00252782021910604	0	0.049348422181241	0.00154264025602958	0	0.00126517316078774	0	0.0177215182199182	0	0.0036990223680311	0	0	0	0	0	0	0	0	0.00273223243093206	0.00344247140123611	0.00870717207981797	0	0.00163843006167024
MBS1537	0.00459767400267828	0	0	0	0	0.00121822767353032	0	0	0.00976661301216532	0.0486490692821318	0.0417329273516437	0	0	0.0310610712571343	0.305323281491539	0	0	0	0	0.00473615025521214	0	0	0	0.0385984386499736	0.0769417257209344	0.2268046221193	0.0113789731683084	0	0.00716372374350968	0.00339953144157816	0.00167231270279403	0	0.00295230966681322	0	0.00212468191843305	0	0	0	0	0.0262114754422661	0.0139514824427857	0	0	0	0	0	0.00296573338517109	0.00583790446268994	0	0	0.00183541592735285	0	0	0.0103477691798693	0.0203754886536273	0	0.00112254583140052	0	0.0037469332354714	0	0.0028417910833405	0	0	0.00231695397461161	0	0	0.00678644660650419	0.0603107479776613	0
MBS1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179546841082247	0	0.231199721918761	0	0	0.00120322833672152	0	0	0	0.0668310088957621	0.150311219929426	0	0	0	0	0	0	0	0	0	0	0	0	0.00121204505240372	0	0.0147749913352967	0.0199325673262651	0	0	0	0.0302625151758985	0.00950218999110221	0	0	0	0.00241638814628046	0	0	0	0	0	0	0	0	0.0887161240501762	0	0	0.00317898338201106	0	0	0.00275061260972757	0.0132387546338428	0.00232183647120582	0	0.123645012677829
MBS1539	0.00682211378855868	0	0	0	0.00955694183539602	0.203824236877419	0.00150810491048206	0.0271129337664821	0	0.0277987955034888	0.0634613750534118	0.006276385245009	0.0568019050002403	0.00108973330686148	0.130383289633814	0	0	0	0	0.0015949023154019	0.0868234644210745	0.00155657355481814	0	0.00877718477484287	0.0585641153975554	0.00700564568447561	0.00388124330387427	0.0304165078929869	0.00442646485323634	0.00840413845159514	0.00879716034583493	0	0	0	0.00207502581107409	0	0	0.00140163613108274	0	0.00287333885889399	0	0.00550311771005732	0	0.0130194079402996	0.0209682656114157	0.0154474031047918	0	0.0271340247246869	0.0346833709759618	0	0.0033675567929819	0	0	0.0375214230393977	0	0	0	0	0	0.00155434278039263	0.00504317258305224	0	0	0	0.00998981347278242	0.0319128505383163	0.00966412040665801	0	0.00404145346716087
MBS1540	0	0	0	0.0115248427393632	0.00389901404242605	0.00584125356309402	0.00314773617358021	0.0523024854851864	0	0.00874290409321781	0	0.00170564200292315	0	0.00149639854972989	0	0	0	0	0	0.0242524568189343	0.00408746436905983	0	0	0.00755638369172878	0.0298389441129208	0.0139371482327861	0.00162085449656409	0	0.00610086483256486	0	0	0	0	0	0	0	0	0.0011349413351206	0	0.00181465451109909	0	0.00223939954295497	0	0.00354129151559686	0.00708863928164795	0.0106264989219874	0	0.0144173079562981	0	0	0.00664390862329315	0	0	0	0.0158990705674303	0	0.376636600747745	0	0	0	0	0	0	0	0	0	0.00305578210418366	0.0551767819507586	0.00188985295423897
MBS1541	0	0	0.00947555218137588	0	0.00413488363973892	0	0	0.00686661708317706	0.0235239048622595	0	0	0.00101830805271591	0	0.200251509577111	0	0	0.0080368843042828	0	0	0.121432730773861	0	0	0	0.0204901702295845	0.0145188610488795	0.296622480451906	0	0	0	0.00583186192259426	0	0	0.00515288898494807	0.005974134450768	0.00103273711053778	0.00371714728042026	0	0.0036702276168736	0	0.00597655611082203	0.00333361686936466	0	0	0	0.0198518610003454	0	0	0.0238692941274643	0.0114859336362225	0	0	0	0	0.0447229151701564	0	0	0	0	0	0	0	0	0	0.00314846077773429	0	0	0.0121341313106821	0.114476814976192	0.0011428217404935
MBS1542	0	0	0	0.00384126921624103	0.564597665360804	0.00147967516969073	0.0013566733654613	0.137280263670402	0	0	0	0.0019489493798862	0	0.00382391500128787	0	0	0.00490941607227635	0	0	0.0358108792457188	0	0	0	0.00346729095833223	0.0162069085201482	0.0112575067128336	0.00746231242986005	0.0807004485912335	0	0	0.00105840413886863	0	0.0015650254315364	0	0.0034494293101933	0	0	0.00107301821461866	0	0	0	0.00218338351170963	0.00184908652892765	0	0.0101458220894597	0	0	0	0	0.00816328063267581	0.00438056920607207	0	0	0	0.00393859490127075	0	0	0.00237377244300866	0.00728958217342564	0.00167270275355574	0	0	0.00227644675797893	0.00900156025555959	0	0	0.00711938908292006	0.013768387602636	0
MBS1543	0.0352399722634028	0.0129455170479495	0.00121807572450821	0	0.0381126766552215	0.00133960732108791	0	0	0	0.015204839512876	0	0.0136293239286208	0	0	0	0	0.208084069200847	0	0	0.0299049498214538	0	0	0	0.00150406849762007	0.0266906486291563	0.00187929346906167	0	0	0	0	0.00891565604984083	0	0	0.00198314216723238	0.0149574833617214	0	0	0	0.00161251679364282	0.00983843759224749	0	0	0	0	0.00339910281266431	0.0265655395675806	0	0.00148577231949747	0	0.00612666433892944	0.00438280347328922	0.0102244971719628	0	0.00155333530127979	0.0187689145685005	0	0	0.00254163555975675	0	0	0	0.0127419081830321	0.00258200980756918	0.0152263043028522	0.0014694181938013	0.0109576730695794	0.0287305191698973	0.00188460855991293	0
MBS1544	0	0.00510011302870799	0.00454777439543056	0	0.00998254264389616	0.00952512292202279	0	0.185019925857558	0.131130272852236	0.00179197555116485	0.00278577858609033	0.00145396666537263	0	0.00355762990527011	0.00788883877585905	0.00124705563366097	0	0.00567541919301039	0.00309817765852729	0.00470824223387491	0	0.0216107190483556	0.0412564946791548	0.00342836132357206	0.00446901405673875	0	0.00435336339166612	0.00190132538914213	0	0	0	0	0.00109725855078131	0	0.00139268604055822	0	0	0	0	0.00185620333703998	0	0	0	0.0154125344589185	0.0206100054288739	0.00165732077856272	0	0	0	0.00246281038433216	0	0.00474553906522962	0	0	0.0299360425399325	0.00189197577474259	0	0	0.00195335802580046	0.00253333899730264	0.00553354895712165	0	0	0	0	0	0.0119808194693118	0.002063622499969	0
MBS1545	0	0	0	0	0.00111818466899166	0	0	0	0	0	0.00128508846507748	0	0	0.149505162088758	0.00208624690479892	0	0.00109826943711467	0	0	0.00209392993841644	0	0	0	0.00824268196102559	0.00165225659795676	0.00135726854406311	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183597208470828	0.00874602175552061	0	0	0	0	0.00608850086424019	0.00128771687131505	0	0	0	0	0	0.0218941184962362	0	0	0	0.770861205391144	0	0	0	0	0.00188567929036267	0	0	0	0	0	0	0
MBS1546	0.00626820151395972	0	0	0	0	0.00124969976229807	0	0	0.0395937993361002	0.0379776699320003	0	0	0	0.213599841159656	0	0	0.00758706385554466	0	0	0.137713663874943	0	0.124400324383668	0.00116103760118582	0.0218935617357268	0.0617378088258967	0	0	0	0.00298587346701041	0.00227728710036648	0.00420612073592641	0	0.00157702868012713	0.00152523291590348	0.00729264048204591	0	0	0	0	0.00111990567077292	0	0.00807170971216281	0	0	0.0486514566543085	0	0.00184403076668395	0.01623319874898	0	0	0	0	0	0.0313141956447887	0	0	0	0	0.0379478111973302	0.0217512757245948	0	0	0	0.00486839559573508	0	0.0020930566762455	0.00300202155820955	0.0850189892412073	0.018546336643015
MBS1547	0	0.00946600392600676	0	0	0	0	0	0	0	0	0.0510502301586437	0	0	0	0	0.0821029406652003	0	0	0	0.132230045523206	0.132490845284926	0	0.225613691520479	0	0.0914049718003123	0.00524712930863156	0	0	0.132982037195878	0.0271198542510206	0.0216460688820636	0	0	0.00143766776725619	0	0	0	0	0	0.00432857033887883	0.00356983295012477	0	0	0.00797354018812245	0.0242966164007038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00737545462234627	0	0
MBS1548	0.0118291515097406	0	0	0	0.0358263778390262	0.0742937690587487	0	0	0	0.013134087141106	0.0116248066382862	0	0	0.018371422941003	0	0	0	0	0.0425559064211711	0.0351737078017982	0	0.00198146781093054	0.358248409552824	0.00124831359870125	0.101190751235852	0.00934425316196136	0	0	0	0	0	0.00106095533704619	0.0042482702221798	0	0.00165053225216258	0	0	0	0	0.116591843009752	0.100492884683265	0.00574005856133728	0	0	0.00800028877236659	0.00230593228025116	0	0.0024629573101218	0	0.00303352539998663	0.00551609819999569	0	0	0.00657452576772651	0.00670141978735798	0	0	0	0	0	0	0	0	0	0	0	0	0.0124989092675404	0.00324231914543602
MBS1549	0	0	0	0	0	0	0	0	0	0.0356413654871556	0.265532385902786	0.00991630872060285	0	0.0158705458330199	0.00596968655918459	0	0.246967741148585	0	0	0.00568122912545967	0	0	0	0.00192386268694339	0.015105594935834	0	0	0	0.0296161828889246	0.0467341699073236	0.0156962313513997	0	0.00105818546247716	0	0.0143073057587813	0	0	0.0112501448385634	0	0.035655391958563	0.0306651190115607	0	0.0027682969221043	0.014568015172983	0.00585391734952544	0	0	0	0	0.00760011139864248	0.00139156826114444	0.00500368957182671	0	0.0087491640019759	0	0	0	0	0	0	0.00427289008328471	0	0	0.00859934502476993	0	0	0.0729786126803367	0	0
MBS1550	0.0205933336133812	0	0	0	0.0908062492503238	0	0	0	0.0310410744119122	0.06176997985174	0.0223470065839918	0.00442148277225077	0	0.00169040915493207	0	0.0425743210653829	0.00613810845240005	0	0	0.00373914456186771	0	0	0.0695674222728108	0.0119437022895934	0.115798391884417	0.0246339176041942	0	0	0.00865762787008953	0	0.00618386084389881	0.00129999549561632	0.00153968944045939	0	0.00610257949351495	0	0	0	0	0.208281587749696	0.110858449489917	0	0	0.00856166931446823	0.00877443817935849	0.012489694324426	0	0.00398916316142952	0.00420334913579097	0	0.00158969316037175	0	0	0.0120417865094215	0	0	0	0.00163271255503319	0	0.00301803828523681	0.0195769624562151	0	0	0.00259665066176482	0.0112169275750777	0.010321314389279	0.00293554226959192	0	0.0031566113470992
MBS1551	0	0	0.00137269380158602	0	0	0.00133294222366079	0	0.0299947402492313	0.00329280627933323	0	0.0631763837190484	0	0	0	0	0	0.00985970626314938	0	0	0.0185400145654637	0	0.00129228030425635	0.104057391972811	0.00596809758860657	0.0290202702702703	0.0286772738307169	0	0.0467784026541512	0	0.00165550655445865	0	0	0	0	0.00119962777148406	0	0	0.00103172034309759	0	0.200626921832012	0.157634932837029	0.00279404029778281	0	0	0.0224765334196472	0.00202935345525166	0	0	0.0081378459297621	0	0.0164337878297459	0.00559617251982521	0.00198413982845121	0.00483937530344716	0	0	0	0	0	0.00671791552031073	0.00813106894319469	0.0525181056805308	0	0.00633375141608674	0.00508203188218158	0.0127322382262502	0.0243584115552678	0	0.0106148850946755
MBS1552	0	0	0	0	0	0.127038830817779	0	0.0562181161901017	0	0.00816461000244906	0.0355832021603677	0	0	0.00491902427003501	0	0	0.0154344459784749	0	0	0.00408220350689304	0.137190902819482	0.0114105002178576	0	0.00334860247887725	0.00340006010494311	0.0117451270287829	0.00212681371639053	0	0.059073151734939	0.00949794103524421	0.00715859818871186	0	0	0	0.00552920819095793	0	0	0.00102032251447741	0	0	0	0.00584181073194971	0	0	0.0489757851779099	0.00117540585299541	0	0	0	0	0	0.00105036483659869	0	0.05912836465127	0	0	0	0	0	0.00108659831294092	0	0.00261256558690569	0	0.0154249055113147	0.0409162218085539	0.0253741918386987	0	0.0354607999965898	0.00302432808976402
MBS1553	0.00300662130172788	0	0.0228394813911964	0	0.00621508627755265	0.00268959729456667	0.00666397609183928	0.0699427769138972	0.0204224135062946	0.0757465915368646	0.295010305049904	0	0.00147823187772966	0.00300480106819394	0.00671575162347134	0	0.00193015541457285	0	0	0.00769877885588412	0	0	0.00209175170275263	0.00391906392265787	0.016260449530941	0.00356988245639706	0.00166682829666287	0.00122107332901803	0.0609403063513712	0	0.00175500849897374	0	0	0	0.0306575866676388	0	0	0	0	0.0224454008310984	0.0143187659706532	0	0	0	0.0413881667224703	0.0423523848750324	0	0	0	0.0127851180942236	0.0303570458863683	0	0.00491543953431954	0.00846641178678068	0.0443132820115118	0.0100113855607548	0.00510615955904236	0.00195048135570185	0	0.00113987068858727	0	0	0.00158046832788595	0.00474413533395875	0	0	0.0212090577652123	0.00246580969397728	0
MBS1554	0	0.0097693937226814	0	0	0	0	0	0	0.0247629363592021	0	0	0	0	0	0	0	0.678637652300333	0	0	0	0	0	0	0	0.00192201346560453	0.00223894981087311	0	0	0	0	0	0	0	0.0643262649157726	0	0	0	0	0	0.0141660146703463	0.0109533362472495	0	0	0	0	0.00294087445958516	0	0	0	0.00616657766399437	0	0	0	0	0.0292143825491355	0	0.0014437313797373	0	0	0	0	0.0105198836412482	0	0	0	0	0.00279245253300192	0	0
MBS1555	0	0	0	0	0.0010405811455811	0	0	0	0.0261882120132182	0	0	0	0	0.0011433733463368	0	0	0.037818314025616	0	0	0.00731485504274231	0	0	0	0.0449723473789002	0.00245506259184205	0.190013965561068	0.00273842473737352	0	0.0092103837339191	0	0	0	0	0	0	0	0	0	0	0.356437374231464	0.0440027586793582	0	0	0.00565660923468928	0.00473806217966051	0	0	0	0	0	0.0148467383477698	0	0	0	0.179878046927931	0	0	0	0	0	0	0	0	0	0	0	0.00204723580125761	0.0401482030606758	0
MBS1556	0	0	0	0.0080931144227443	0.0190306694676014	0.0461278047073832	0.00142580374702234	0.0431513321347497	0	0.00920408051405247	0.0175319856989613	0.00149222348971549	0	0.0030597496056454	0.00355920992000055	0	0	0	0.03804246280772	0.00716909265281563	0	0	0	0.00242452249201626	0.0563177843504386	0.00385931006441807	0.0021120064990406	0.0426797317732567	0.0026263052665506	0	0.00461031748939833	0	0	0	0.00211897148725614	0	0	0	0	0.282612472194303	0.185645906257517	0	0	0.0123655795127597	0.00773991886091554	0	0	0	0	0	0.0238200578134399	0.00228885663460047	0	0.00945663704325954	0	0	0	0	0	0	0	0	0	0.00893012431090779	0	0	0.0104108404287889	0	0
MBS1557	0	0	0	0.0391255689854927	0.00192917752043948	0.0598034917162388	0.00336569363257128	0.00989186431026644	0	0.00630679424685563	0.00967663469070604	0.00253997247933295	0.00392268118657465	0.0113616560543698	0.00477136151445594	0.00144319146687381	0.0132988237721519	0.0042564489236749	0.0112085274622577	0.00400814595562002	0	0.00727937320441807	0.00154686174885191	0.123750558175969	0.0145590498340517	0.00591679170314091	0	0.0426116212868971	0.00146433009022349	0	0	0	0.00329206244693219	0	0.00469125725755187	0	0	0	0	0.0732501847101	0.0473450546494099	0.00623508475424833	0	0.0373925052960343	0.0926749613006423	0	0	0	0	0.00520586642311736	0.00501723708078646	0.0108258071237161	0	0.0119604151463799	0	0.0100161675069017	0.0443369982042284	0.00538589871767447	0	0.0014916383596226	0.0041136367888914	0	0.00199198654005744	0	0	0	0.0634623952487657	0.0187233586339392	0
MBS1558	0	0	0	0	0.0173067271546879	0	0	0.051369595433931	0	0.0119738762859776	0.02892565505633	0	0.00143633344204346	0.00638683853826208	0.466205220237456	0	0.0083701050253507	0	0	0.00379433531602481	0	0.00243968667941017	0.0230272003299051	0.00627866959094888	0.0540457114259488	0	0.0202744731228578	0.00588171187810719	0	0	0	0	0.00243441014539489	0	0.00178813620033133	0.00115789480092956	0	0	0	0.0164456373921177	0.00239818470994385	0.013505897642952	0	0.0292264174952009	0.0223862029188568	0.117807855825608	0	0	0.0182816682858185	0.00202111547146745	0	0	0.0013994991757445	0.0277703985224081	0	0	0	0	0	0	0.0113521585184467	0	0	0.0018730681036157	0	0	0.00615984610379714	0.0107759001208935	0
MBS1559	0	0.00242604119249373	0	0	0.00117676031252612	0	0	0	0.00162314215491773	0	0	0	0.0234364159950146	0.304046282524714	0	0	0.0259954284657123	0	0	0.235468399695231	0	0.0488905266027755	0	0.0310027961496549	0.00155285298955136	0	0.0119069643275893	0	0	0	0	0	0.0112521492459078	0.00256276528327852	0	0	0	0	0	0.0848007844798277	0.0400895725363901	0	0	0	0	0	0	0	0.0155776207411663	0.00109997979566848	0	0	0	0.107893564555273	0	0	0	0	0	0	0	0.0176664159382153	0	0	0	0	0.00120262429112413	0	0
MBS1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206556749401736	0	0	0	0.00180479010406496	0.00808916076146593	0.0431340583066254	0.0188254752379417	0	0	0	0	0.00909936944715497	0	0	0	0	0	0	0	0	0	0	0	0.0146494938276442	0	0.0192885170786413	0	0	0	0.0156778233024642	0.00899520021801638	0.0126613699296336	0.00138902428864008	0	0.224575900140077
MBS1561	0	0	0.0025029456414084	0.00246268184869093	0.00277943741492858	0.0189024604987479	0	0.0103656096545778	0	0.00195603770503384	0.0463129384351163	0.00283082266445803	0	0.00265617460192908	0	0	0.00293946282127881	0	0	0.00454260022543605	0	0	0.0172874808026149	0.0263640312315222	0.00201370451813302	0.0277461811697672	0	0	0	0	0	0	0	0	0.00363898185946227	0	0	0	0	0.0722033809640614	0.040743354054255	0	0	0	0.0175181480550117	0.00137463265725174	0	0	0.0136870121361868	0.00431831751306102	0	0	0	0.0188547824014891	0.0135937154707085	0	0.390519658307656	0.0131530792327595	0	0.00246587411870178	0.0136748609148552	0.00833604676284255	0	0.00953345694626627	0.0020107182010261	0.00892146789225121	0.00195953890440058	0	0
MBS1562	0	0	0	0.00108254711163887	0.0381311691116177	0.0783561552815322	0.0135227279019395	0	0	0.418084768482607	0.0396437953882265	0.0197171967738022	0	0.0156971848036682	0.00968010345256318	0	0	0	0.0626121570856096	0.00118342242140006	0	0.0173755204214615	0	0.017407434067364	0.016254314508477	0.0021379122535816	0.0151409611645159	0	0	0	0	0	0.00227090255716897	0	0	0	0	0	0	0.0542995080566855	0.0777691254100576	0	0	0.00629494148577653	0.00324472179002331	0.0114224677100852	0.00207408496177661	0	0	0.00468224529110128	0	0	0	0.00526786572711014	0.0231693069252108	0	0	0	0.00942147204460259	0.00449468970019798	0.0161124648962479	0	0	0.00341143787082625	0	0	0.00376903178327312	0	0
MBS1563	0	0	0	0.00162309431923051	0.314238759872274	0.190102711768944	0	0	0	0.0608896311019753	0.0343860963778311	0	0	0.0222202147843956	0	0	0	0	0	0.0190791134952467	0	0	0	0.00339512974700524	0.0439925957878767	0.0239277831651885	0.0138794116603912	0	0	0	0	0	0.0122216587249934	0	0	0.00134633061753267	0	0.0031342301932324	0	0.00506682696529258	0.00287110763783949	0	0	0.036643554523005	0.0335515613605538	0	0	0.011804542784647	0.00876953930009198	0.0105886619440008	0.00398816595192112	0	0	0.0413507604534883	0	0	0	0	0.00206082354732654	0.00502388261581409	0.0500054109880343	0	0.00139836906454778	0.00707712774852678	0	0	0.013091963859248	0	0
MBS1564	0	0	0.00126029578803052	0	0.0193625151822348	0	0	0.00879956523428453	0.00422402948494694	0.00561451277830733	0.0198796320638706	0	0	0	0.0784637067006702	0	0	0.0183858061306205	0	0.00854100679346661	0	0	0	0.0149772146635536	0.0602969990770816	0.00334652533080494	0.00336287445938125	0.00145910926516218	0	0	0	0	0	0	0	0	0	0	0	0.378549943307883	0.233749243726653	0	0	0.0104022844374966	0.00422503869041462	0.0459841443728974	0	0	0	0	0.017718014872661	0	0	0.0176783530977814	0.0162218677668352	0	0	0	0	0	0.0040372255528806	0.0034810524196458	0	0	0	0	0.00420939600566568	0	0
MBS1565	0	0	0.00260144830515098	0	0.21208114450801	0.00160566026038313	0	0	0.0724820001870006	0	0.0173464217565249	0	0	0.0361712787748111	0.130689860389749	0	0.0219358111512509	0.0120154923698322	0	0.0275865195622572	0	0.00848913851914545	0.0242995708478658	0.0267616774878596	0.0323871428435837	0.0148199958116723	0.00467885078264578	0	0	0	0	0	0.00115885818189015	0	0	0	0	0	0	0.0413158134413009	0.0179101496670845	0.00480042133688433	0	0	0.04345713133477	0.0901453737456474	0	0	0.00926541295518025	0.0078387764428577	0.0152471083070452	0.00261023288838914	0.00146753026187953	0.0225188247560461	0.0162804580180728	0	0.00123509220884206	0	0.00645687062449501	0	0.0231503050269828	0.00646080854111902	0	0.00961659434026467	0	0	0.0035579581558999	0.0180171802214805	0
MBS1566	0	0.00145763826429483	0.00878972333525843	0	0.0191029255590458	0.0480494308647028	0.0181846114204221	0.0599119198760245	0	0.0928440182776824	0.00889569829062296	0	0	0.00115800246048851	0.0158076429584875	0	0.0018033015415241	0	0.0382437501193869	0.0646838410444762	0.00939854589762108	0.0129158373931665	0.00867287654842314	0.00893776313388366	0.0093014106556954	0.00199188209488609	0.0169911485002766	0	0	0.0107966431035807	0.00209287836107242	0	0	0	0.0037825845046123	0	0	0	0	0.0036511064679472	0	0	0	0	0.0317537747608502	0	0	0	0.00864950719105608	0.00708406506516799	0.00313708221177352	0	0	0.00689680538852674	0	0.0160779146567326	0.291055185416546	0	0	0.00847454182850793	0	0	0	0.00904190918301946	0	0.0011434728165603	0.013938805610434	0.0011036433031347	0
