Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MBS1533,MBS1558,MBS1559,MBS1563,MBS1567,MBS1579,MBS1587,MBS1592,MBS1594,MBS1605,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,16.681639385,0.0,0.0,13.3127424884,28.563605741,18.3465763343,29.9848857467,0.0,0.0,0.0,9.3703682026,29.2444464565,1.6860475949,6.6329244673,14.7605448594,0.0,0.0,2.3006834326,0.0,12.5261395033,41.6936336453,0.0,0.0,13.3537430162,0.0,0.0,10.4561630215,60.7526324289,0.0,7.1447546033
PWY-5100: pyruvate fermentation to acetate and lactate II,661.2967516669,59.4734772406,371.3091386966,384.0891227494,290.6114820701,568.6830676118,110.904881177,93.4958847423,23.6967197554,86.5353871946,83.3874648163,131.7510203539,49.5317198862,92.3629217683,173.7160825449,72.374465,317.3263256363,425.6693793579,608.4377049565,486.5728187298,511.1559676983,153.9129805918,665.6847488564,751.3635272011,651.2389509399,40.7011507301,135.0449431798,306.3586201035,77.1565922759,269.692111749
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),384.0612894482,93.3343640096,618.5008391363,571.4799968896,813.5010103918,484.0608018716,237.2638499395,180.9862347022,54.8997606839,176.132130195,32.729990755,220.1546493401,42.1030123853,368.7276476315,179.0027056643,114.4926217352,278.9293973798,380.2701553296,546.759243854,303.5785814127,373.0582983144,228.7365535359,906.3281310262,837.4325546539,828.2423645811,37.5351922101,280.2402472903,194.1734522665,269.1167313601,209.2594166006
PWY-7196: superpathway of pyrimidine ribonucleosides salvage,241.0550898871,104.9016735862,472.7740650088,162.0429294497,104.3621277042,238.702995088,137.8953198016,0.0,0.0,10.1938627875,91.6627630413,11.0264325347,47.0567064787,98.1340055266,91.4947538219,28.7872479249,0.0,139.5067077657,343.725711097,130.369169479,278.262049045,128.8860807118,211.5563876139,313.1890097821,239.2227618722,0.0,75.8663563785,176.9298521685,158.9236981183,94.9615310107
PWY66-400: glycolysis VI (metazoan),114.1676404435,504.5504142064,876.0155488449,117.8304784398,1237.7042580961,94.2762968511,436.1117976998,311.3855263487,375.40687633,126.3252831648,211.1213560193,122.4318623259,215.7450354456,378.8686172274,201.9854897546,100.8686090053,246.1147802921,188.0603187115,504.2829030334,84.6874857334,136.8570338164,22.600396844,69.1249419542,318.5887613134,125.6015502612,85.5479681051,441.1152134738,246.1403565878,146.1360680799,26.3508913413
"7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0248526774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0016579922,25.6992037541,0.0,0.0,0.0,0.0
PWY-5097: L-lysine biosynthesis VI,1138.8765279798,978.949161334,1179.5607132681,915.7124061536,869.7497850354,987.6009968239,900.2777389138,964.1147945038,1105.5709869528,1249.0239433599,1191.2519878961,754.042010459,837.4239529816,722.5203599058,409.4816506517,608.0042734565,1075.2390222012,993.9537544952,985.6668535073,765.5782323873,752.0786923101,447.1408807565,1145.5943844347,1037.8633279947,1480.8310647881,880.037003296,1120.1627734857,1271.3106111751,693.3391336744,336.9967124769
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),2.322521174,0.0,0.0,0.0,0.0,0.0,12.2482188781,0.0,0.0,0.0,0.0,2.3208059746,0.0,0.0,2.8200123852,0.0,0.0,0.0,0.0,0.0,2.6530773896,0.0,0.0,0.0,0.0,0.0,0.0,3.8914261128,0.0,0.0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,20.4021110012,43.2095603803,15.0200962658,34.807458384,781.4666955139,0.0,124.3773968984,71.191224599,104.8839871174,24.7190844945,11.6155807087,39.5271563114,9.258287665,65.0548682107,22.7270404465,8.0072478879,15.8770557422,14.4781822703,3.4298634987,0.0,5.2098017997,0.0,0.0,3.5564309381,3.5647939451,0.860949047,54.5268728072,112.847859604,7.3670339675,12.3618304018
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),237.1156807421,600.6259825832,54.7838953165,108.0000188116,975.2431438727,131.8080950986,313.8203334677,167.2895423484,94.4167250663,16.5919666929,39.9330029068,188.7603639009,30.2288080986,155.3219493654,158.7586538269,97.2839906022,205.8747887013,177.7404221066,26.0652778907,104.1498427877,148.1321146611,127.8380167012,271.2804076154,62.5867723365,84.1106302675,166.1865072242,108.5599800263,104.1886375992,343.1352647858,37.2218039458
PWY-6168: flavin biosynthesis III (fungi),322.9090977448,500.5459809038,248.7724495139,200.0519178088,878.9553150217,344.0528752377,494.743708609,504.2855783597,722.7711137609,615.8496271496,469.9218027403,306.4965981478,544.0256848002,324.3976878257,273.8889815863,210.0787157561,475.9031833026,534.2778392825,373.1249889921,186.7277096256,250.1916293795,151.3967973791,186.3996053937,209.3879727865,421.1403123994,247.7701463317,378.6932113635,272.7230798581,223.3617271717,100.2726694256
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),258.8191246211,298.2081205966,528.9880678001,207.8232215407,455.0764757987,230.0844118252,278.4190930415,264.6675575676,138.3652594423,226.0201151447,394.2341698372,223.7254029537,203.8330781323,321.1227816733,302.1777657344,117.8756407276,372.6414866401,472.4674390254,420.239239458,131.141032915,283.183477786,176.3672936962,250.3108109679,519.8875211455,484.2493790586,165.4163995719,645.1341497999,214.366683093,297.935720546,240.6291725429
PWY66-409: superpathway of purine nucleotide salvage,139.1893373246,418.6050119489,134.1807855912,81.2705433763,606.0285493147,294.8460334458,173.350978105,379.2375412051,230.465740195,47.442493474,49.2553790295,214.4824736536,37.2382513468,190.0613629413,282.3713155135,65.7977204824,344.6838603856,117.3501070393,253.8338916332,108.2960802529,94.7502664855,37.5886972576,292.6434131298,602.9822043778,575.2895941497,347.5726134234,211.7450144861,238.5449899739,194.6020461856,68.1335366859
PWY-5845: superpathway of menaquinol-9 biosynthesis,66.2932541918,0.0,69.9681095635,41.2345491129,662.2949749718,0.0,216.234559549,223.7111232213,142.6240855518,0.0,0.0,183.0293837004,27.721088735,51.1435838446,73.3273101331,39.0307850929,41.8695662042,31.0116067877,0.0,0.0,24.2688756432,0.0,0.0,0.0,0.0,9.3420707817,111.0011965322,153.3082391422,24.1532903975,0.0
PWY-2723: trehalose degradation V,10.7549569679,14.8198559357,0.0,13.0535054833,558.5983882369,0.0,40.7694388754,12.5670716888,33.1478175866,5.0403812317,0.0,0.0,0.0,25.9165691369,2.5348128736,11.1104029818,4.0245654859,2.4572661082,0.0,0.0,5.251976008,0.0,0.0,0.0,0.0,0.0,20.0886409837,46.5939167256,2.4087315871,8.018259726
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,63.7576710611,13.4861065006,64.8794235154,89.8192664406,794.252988055,16.1195730257,161.4079054805,218.1963653151,71.6744144061,12.0519024168,8.483553732,97.6109220774,21.2423265884,88.1363992479,177.9027498767,43.0504450507,55.0473333544,81.3021332709,2.748951924,9.6567938932,83.4987573442,0.0,0.0,23.5138581256,13.0782455804,16.9342265891,44.2669821003,75.5520112115,33.2163378355,72.0912490599
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I,410.3862657932,486.80773647,316.041037269,278.5668410466,884.3776798641,611.8879020935,279.2232399817,511.5601156014,715.8035528079,360.3761696002,264.7570261914,289.7726758991,661.3098832956,239.3555101794,207.9890025554,115.736469546,306.7614836423,383.7491882198,689.6707488884,442.4546001836,495.5221162193,235.0039232408,577.5554791718,432.0317672946,676.2127577257,11.5996977794,531.9313328347,395.6821588613,123.0141053996,162.3651034453
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,69.9513023597,17.2268576221,0.0,80.6207047018,1296.4577092757,167.738283199,92.873991344,53.198289101,73.1135729968,18.6545485808,15.885714144,6.444995334,12.8432516232,62.4928888077,33.6477852692,5.4985610372,20.0775269099,84.0933298549,1.1499589403,92.9978330756,117.1153715577,47.7734018341,197.0384638569,78.0054877522,3.3683728898,0.5683346911,52.7970508545,136.8340820086,50.7913731185,38.1822015946
PWY-5989: stearate biosynthesis II (bacteria and plants),172.8619566113,25.3703565561,49.2714480623,98.3608719743,917.5106988536,216.9161298378,164.0539895184,233.5508244006,111.0810912318,49.2563124487,5.2713329786,109.4601270448,9.2196928075,73.2973098816,150.0124560957,51.4008034563,74.2586537489,22.6424202319,46.195242053,127.265306832,68.1687045507,48.1362718847,211.2027581932,89.9372111533,10.7212949973,27.3543601032,28.5160897232,94.5112627045,34.7699529792,48.5664325373
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",903.4126417959,706.5858103639,1078.805700412,810.4179424413,861.4699829602,816.5759252034,691.8293036279,571.5476014867,188.3825276607,857.3155804688,520.3985362833,441.0905402954,312.175799175,516.2273359052,297.5906450725,412.1269789192,971.8076289326,812.1769342202,962.4406187804,679.8770454623,663.7748903655,409.3918086599,1232.5351933399,1037.8305990581,1381.1172873379,376.262691702,747.9159811256,857.8620278602,736.0199454305,340.2960384859
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",41.938666485,0.0,226.2745220208,0.0,0.0,22.6487268243,25.7661184424,0.0,0.0,65.042616166,18.8777963525,5.4357872426,22.43484039,2.9743826431,10.1803102065,50.5172839403,0.0,28.0764886108,108.7087761422,20.0263015877,30.0789977074,4.0018266192,0.0,33.5300868024,0.0,0.0,0.0,14.80047714,0.0,0.0
ECASYN-PWY: enterobacterial common antigen biosynthesis,4.9588459986,7.9376574218,0.0,6.0987248658,567.5162693699,0.0,30.9495602703,11.0041427284,32.4954196014,0.0,1.9667021072,2.5430927677,3.4225253047,17.7350641151,22.4206131043,6.2032220301,5.8673187484,10.258978351,0.0,0.0,1.9191726106,0.0,0.0,0.0,0.0,0.0,22.6104687978,34.6976411486,2.6888860255,0.0
ANAEROFRUCAT-PWY: homolactic fermentation,257.4513765631,497.2504212991,217.4723651714,353.6736258653,879.1273227747,99.7020017161,419.7987504492,392.6013333191,487.2746716072,326.9181533044,286.4981272494,348.6488857982,289.8531916628,506.6418366864,281.6833527678,158.5451485255,403.4425370291,337.9912921848,166.5899708416,53.2372010817,267.3124349196,53.3412466013,152.3882385949,481.78096877,279.5008634639,130.3353970239,540.2120410484,300.1285572855,280.872699272,202.0497578307
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9246353161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7234: inosine-5'-phosphate biosynthesis III,193.0575940573,561.5354080079,527.0107146189,418.8815956741,1138.9993707309,163.7473257924,380.4740479575,139.7380599759,95.3368283905,197.2682920099,213.1087470106,157.6959292071,48.5413964633,199.8417209187,167.586395071,158.7888065864,575.3946356492,438.394226883,597.8997857241,198.4869158853,275.7484184582,257.3603337182,642.0722967295,804.4441563681,1001.8122865785,125.3230332601,377.5449567147,314.3289226649,409.1928567032,271.0866723166
PWY-5022: 4-aminobutanoate degradation V,55.1561360991,0.0,37.1379513289,40.8237636939,169.6174154962,0.0,166.4719828038,173.3351933274,103.138415661,0.0,0.0,135.2391670889,33.3959765106,57.9997512943,130.795250646,35.3785471771,25.2322492141,0.0,0.0,4.752040674,75.3000020033,0.0,7.1285155299,7.8275256944,10.909397674,16.4262515696,0.0,25.4227557867,0.0,0.0
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,26.8043052394,13.5560690783,2.0247378668,69.2243176805,0.0,64.6285388253,1.6935645022,0.0,0.0,0.0,0.0,8.1098260875,0.0,11.8950691084,10.8683045561,0.0,5.7936227794,23.060232467,174.9616509782,28.5410571976,83.651995811,34.4254402798,302.7002918574,82.9098224019,80.8157315974,0.0,44.7701063223,21.2695543415,58.7682732451,36.0833286072
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,15.0631596577,0.0,6.3172608807,8.6346158202,585.9882035671,0.0,4.489842412,61.569343312,29.3305081964,1.7649957969,1.849260827,18.7467313421,9.367398422,13.7089480142,33.2180449607,2.2571713352,5.9233472244,9.589220508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3875043261,8.8370753038,77.5578269199,3.5546828006,1.1425120381
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),98.2172008383,31.3073881267,130.2373056677,163.5269869721,707.4200054763,56.0941816461,156.2285606321,28.7148324837,51.2471321248,5.3252318038,11.0128588656,47.552066316,8.0730180093,55.1304887114,5.9228533423,43.6021772212,15.2462991592,63.1764293874,12.2573872306,0.0,67.5006528401,0.0,154.1464445492,269.6143083796,64.2535196157,0.0,56.7722404475,82.259186551,70.8084617144,85.5657584429
PWY-6353: purine nucleotides degradation II (aerobic),95.5393817896,33.888303127,0.0,118.6497018577,1352.34026603,199.792247218,100.2911227173,100.346453688,109.6593690587,21.2412446493,23.0194032429,12.5371669623,24.5477666783,91.7163418865,61.8701734769,8.4966836614,29.5630156121,66.4143165455,2.5197227673,117.4970334175,138.4981956424,35.3499597443,230.5721653074,107.691022247,6.7238367581,1.2278683258,83.6289814719,149.4470257977,82.6720753067,35.6616553411
PWY-6165: chorismate biosynthesis II (archaea),0.0,0.0,0.0,17.4315162378,0.0,0.0,42.6188596037,2.9379697971,0.0,0.0,0.0,0.0,0.0,0.0,3.8474891889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCA: TCA cycle I (prokaryotic),197.9687929231,39.8052723068,62.0852930142,171.878624871,1010.6760634331,163.2341167696,201.9777007887,181.2582496722,100.5097553282,62.5300109345,125.8337728836,139.6050458523,19.8607191038,213.2737825767,170.2233881354,49.5016033356,108.4232035753,144.4436987965,262.3173978545,86.7838260339,161.3768505741,41.4359055905,21.8610279984,116.933717872,8.5738135496,27.5423431515,103.9794110231,157.6693435139,127.2618711817,81.2372692486
REDCITCYC: TCA cycle VIII (helicobacter),52.0337492564,14.7693940683,20.2070746037,53.4930767812,145.2991706371,8.7281664407,75.4167810972,93.7663133696,45.2956181824,18.2286130637,7.1273712655,43.682226441,9.7196738419,41.9090832164,91.990386654,17.1566958885,22.8205118226,26.7132270282,43.1781690627,6.1263842784,12.9160712663,0.0,2.564256081,12.1594073038,4.2768557697,7.3099737602,41.2881170863,67.4308841601,5.8362205021,15.9440090642
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate,0.0,0.0,0.0,9.3938882775,23.8688032876,0.0,0.0,12.5561606495,0.0,0.0,0.0,0.0,5.3012050785,0.0,4.8210295558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAGLIPASYN-PWY: lipid IVA biosynthesis,51.8329535373,35.3807568542,63.1689506356,39.5523568267,684.0923037172,3.6732304892,120.680329759,181.1850383589,157.6501199177,11.8112247471,165.437719483,147.0484896097,42.1358280664,73.0435704563,164.0004817099,25.3724951782,15.6772017226,28.4183299292,33.6492093551,2.6981791753,18.0554423334,14.8014078969,0.0,7.8715094036,5.7558950932,19.270819232,72.096864742,78.3274977995,12.2717906235,23.4395848723
THRESYN-PWY: superpathway of L-threonine biosynthesis,706.5061658206,535.9681478603,815.1585668489,627.3732818446,1046.188620182,594.3716009377,462.0855603389,403.4955109275,120.3450587949,562.1615943629,293.5540777416,340.2047829791,215.4920678392,285.768734103,241.745502714,290.3114028923,760.7342377586,595.0197019091,971.4403985019,544.4041187466,476.2885257831,331.1737591602,1461.925262763,1056.9194815558,1223.0241880899,183.9901338735,546.432379098,541.9833171696,743.8147168258,328.7818808781
FASYN-ELONG-PWY: fatty acid elongation -- saturated,70.629348987,33.5458561193,70.493099331,52.4052681353,1009.2894438333,7.127667856,224.4270124486,310.8527363697,146.4458227025,17.327203711,7.0561380566,154.7948846836,12.2871486804,96.5849233241,186.082661508,66.8921848534,34.4937487317,30.1725035444,54.6105679835,0.0,14.5431417788,0.0,0.0,8.4775406764,14.0970507163,40.017902273,38.2031344214,145.4151549344,16.0530772632,60.4053061482
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,215.9611190474,123.7658035431,335.7024726573,141.2952744513,312.3636617462,187.0014728667,43.0951833647,102.2858000869,62.661618051,126.7488950742,104.6579080374,128.023206265,109.1454005905,231.3971499881,98.1878283423,57.759473742,274.6306683255,396.5829145182,284.3935852473,98.3349989815,219.9532141323,131.6121487889,145.8577834016,385.4640319946,319.0507899908,137.441887414,458.7043587273,195.8615611681,175.1254494809,115.3266440391
PWY-5659: GDP-mannose biosynthesis,118.0879267422,297.2007048925,74.1084495996,261.9528243081,586.4807223116,331.0311479259,291.8340039479,254.1255277836,430.8711104023,741.2085760618,186.1417894212,217.0164620564,465.9782026026,261.5980628719,198.8462540497,175.9197589354,164.2098665957,133.5487002412,530.399090813,385.2014156277,347.994251858,281.993576369,291.2317461545,436.0992186487,478.7266470598,24.1134524861,238.04369562,172.4210822373,172.5147712089,130.3472463665
GLUCONEO-PWY: gluconeogenesis I,74.1871899586,0.0,83.7306125743,92.2920254185,397.811614636,3.5583486324,408.1649336255,163.8570170348,0.0,138.5191945708,0.0,128.4185983502,42.2860943995,372.8883732646,185.9142767158,135.0701398172,32.0522883599,158.9813505751,0.0,24.2127345541,106.0521880425,19.090341203,0.0,156.8946217552,31.2419093307,37.2559260434,149.1855846675,20.5940244295,142.4893664805,16.1576045749
PWY-2942: L-lysine biosynthesis III,905.7648652769,1012.8344994288,1137.3595364214,670.2217093411,819.5475574974,908.4465919404,989.0747667334,937.3104059732,1161.8293104624,1232.8744227903,1191.5585583872,704.3048532977,890.933823486,753.3057090345,414.8932132885,590.3393450904,991.2032680334,857.4617211617,959.1826377405,662.1190803733,729.9873567246,392.3005309309,1081.9915688228,1015.3885407494,1162.4377240971,874.5660780773,1068.7409387033,1202.5521007434,639.2585867887,319.3361621813
PWY0-1296: purine ribonucleosides degradation,1158.5707986495,536.6306263781,826.8005274785,690.5751380948,1250.8780489127,905.7953554145,189.3546709875,214.9391798592,162.2906231406,157.008700218,161.0949084547,269.8401457481,122.9806793528,152.4543002618,206.054964117,108.8469701534,622.2810688479,639.6751656791,864.4932008396,718.8678802236,577.0505375573,338.2998504294,805.6903565343,998.1289117931,1212.753863701,563.6482542958,228.3001621621,435.1264622985,302.0515689151,69.9712428511
PWY-5104: L-isoleucine biosynthesis IV,77.3823679565,0.0,0.0,397.6300770787,18.6867503443,306.2007907152,109.7451315095,19.5924557608,0.0,4.8114829104,9.2611354112,42.5096752131,22.8506617874,0.0,64.5043256511,5.4115499546,0.0,0.0,636.1641147858,435.1896666157,409.9763048031,102.8310914121,503.9505198879,154.839006799,232.8925796095,0.0,19.5435137124,22.0271881844,53.7608803732,288.4556011393
GLYOXYLATE-BYPASS: glyoxylate cycle,27.1986463581,15.2707176567,22.5718155055,37.6682734921,868.9085418702,5.0694632961,99.109162383,80.6396871456,48.1234486524,10.5092056515,13.1654796332,61.9197319675,7.176654674,44.0636799736,77.9208737809,20.1690396997,15.1069050055,27.4200135995,1.8820659124,0.0,16.6249492737,0.0,0.0,1.6744518522,1.3028331473,12.2350668453,58.3950277727,69.9009700221,9.7780023619,7.8079809206
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",126.998622576,49.1336875547,98.7501594839,63.0374696931,184.2059114782,141.6462706783,196.8898946224,219.0530423564,31.3098211764,51.3259474272,22.6531940199,144.0295857566,29.2848433145,114.4353366945,202.3630884569,77.7867453925,122.697061924,204.5889109312,0.0,78.5004704989,147.9031150593,101.5220654671,238.2187069164,400.9771736175,83.6086351892,0.0,210.8655151464,137.3781622104,172.8571280423,67.1064053057
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,32.5501765029,7.1008211094,26.2413082537,10.9140635473,627.8656184515,1.1969086597,52.8939818865,60.9437763166,42.0572456936,7.4861969925,3.7369645703,40.544303953,10.8314290309,38.0472494888,106.0167844908,23.2071504302,19.6518448394,19.5047869795,6.1777401389,0.9684165909,3.6415077141,0.0,0.0,3.0719858582,6.6148864741,9.6110879318,22.3447969744,57.896512376,5.6528635477,7.509122614
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.0,1.1018171796,403.2414758165,283.2650514493,31.4703485662,0.0,408.8217486943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9448428118,1.1162828124,0.0,0.0,0.0,90.2695794628,311.6331176793,248.2655343106,2.1746088007,0.0,1.1009107563,656.8396449432,128.4855710033
NAD-BIOSYNTHESIS-II: NAD salvage pathway II,44.119423993,22.2480804939,32.7424060863,49.7975437931,673.9124134321,3.9263755451,87.4338811068,97.4734647781,44.8031476196,5.0723157798,7.7516486845,76.4646645837,22.2318372894,29.6881137792,98.8209221546,26.5611258164,29.380064594,29.4286943728,0.0,0.0,9.9447041281,0.0,8.0559563011,219.054605853,11.8295974584,24.0178400118,23.9077256628,91.3179423181,23.6072836045,56.3610443229
PWY-6549: L-glutamine biosynthesis III,0.0,1.0688520315,19.3661245521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2742972949,1.113069531,0.0,0.0,0.0,24.1540268714,23.2557800537,4.5245040938,0.0,0.0,1.0959459323,15.95064981,0.0
COA-PWY: coenzyme A biosynthesis I,265.3525961824,384.7985276052,190.7513435179,216.2461171944,887.2799264657,646.3307637724,151.8136880081,333.9933893214,506.1991730686,200.023235365,147.3886132726,176.1426959712,530.7876845175,153.7231402981,137.8677082007,59.331052808,181.0203512565,248.6822658546,786.0478664932,396.6313342621,426.7414026441,183.698174989,596.6490105466,499.6285536026,766.9318644695,5.2213196929,361.8175573287,245.7699521418,63.2309356681,179.2408127767
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),263.0208453682,284.9683565641,288.8518682158,183.9297851397,2628.6271677353,262.865855803,346.993428995,217.5002342945,267.2856712759,73.4796509735,118.6066089732,141.1131833214,80.4545005956,136.7955770261,224.0685536774,74.9794002281,259.4338503654,192.6134654396,415.3070565956,101.9581972598,290.3987945047,120.2180030344,225.985363727,128.4934393582,472.6837045911,47.2711510698,154.5161876584,216.3815620767,58.8409711537,193.5322432784
PENTOSE-P-PWY: pentose phosphate pathway,118.8639218334,69.7321899784,458.9679299606,364.0080122404,817.2120380696,56.1065487418,170.6247076233,272.6784559986,105.1437925719,24.5280828198,16.7228201343,184.5671424749,68.179410841,106.4192046839,259.2377214356,53.6856842488,414.4297751156,197.5572164539,60.5644434453,48.9840887255,95.9253055916,68.528939036,127.788210985,443.4643931272,814.2230669793,63.3312656768,426.2953332817,139.0411433778,329.4249033918,231.8993365947
PWY-5747: 2-methylcitrate cycle II,8.6812304257,0.0,0.0,9.1431214258,59.8936125924,0.0,13.7637932955,11.2414076359,0.0,0.0,0.0,0.0,0.0,13.0629694289,27.3192340768,10.222973362,2.3297846158,3.4344722062,0.0,0.0,0.3594834575,0.0,0.0,0.0,0.0,0.0,0.0,4.9706529368,1.131487512,0.0
PWY-7399: methylphosphonate degradation II,8.7548975834,18.6765821864,4.5335753786,0.0,7.7096660183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9531719769,0.0,0.0,0.0,15.3387563343,1.7653397637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9649661506,0.0,0.0,7.2546422782
HSERMETANA-PWY: L-methionine biosynthesis III,123.2091633322,17.5246536607,197.8133128009,214.9639075487,323.9308442565,342.0683730871,183.9790335185,53.4576507162,11.6705314259,280.3726227478,44.1723845064,102.5563414567,23.6246174026,389.0590243035,60.6661352895,155.489890616,36.624565252,120.4883555171,337.6275583256,154.4463462875,214.8321499225,48.5157255543,349.8208598388,288.3070296904,202.5542710497,15.6769152189,66.0428088615,80.7843730156,111.0820935852,132.4429592386
PWY-5918: superpathay of heme biosynthesis from glutamate,12.9284364723,0.0,43.9341360217,7.1813354231,31.736728336,9.5852671861,54.2613302408,72.1324835715,44.3915858637,10.2676197729,5.9562158218,3.1459614368,12.9807758797,35.02015558,74.1535467744,18.8806381521,19.2810703448,34.7918556843,4.771557476,0.0,12.0079033313,0.0,0.0,11.0290052655,5.0290483358,5.7932431743,41.5960459152,70.3862808886,11.090747612,11.5770261152
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I,120.6091700722,440.5493576298,679.4514797097,64.682097349,1242.8328440974,67.2265563338,394.3050395805,436.4358887303,664.1227225657,184.5335326647,141.9080139659,275.9253240489,456.4905144018,155.5369348717,284.3887878186,211.5872258001,178.396631201,122.933074192,126.7581915363,43.5431016127,139.2887143495,42.4549230056,50.1639530653,37.2548738149,24.6389670888,63.8830952841,270.2097609776,166.2378477843,71.1134719865,88.4370712643
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast,4.0792753286,10.0683068827,1.2504832036,0.0,0.0,0.0,2.5313788758,0.0,0.0,0.0,0.0,0.0,0.0,9.3965014742,11.8014063283,0.0,0.0,1.396517981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5897: superpathway of menaquinol-11 biosynthesis,74.5958533492,86.7834383166,107.5164019441,55.350582741,697.3244493084,0.0,263.0652997354,270.315369441,179.6550123017,31.5906071366,24.9345521141,215.2974313181,49.0680152735,60.7084026314,100.6171061877,47.947040165,73.1291348282,60.1635056774,3.6352631292,0.0,29.3977961178,0.0,26.4612009888,77.1543507117,56.0085754314,11.8537745689,211.7560558866,188.2772836955,31.0661760482,35.9289191238
PWY-7663: gondoate biosynthesis (anaerobic),367.6687097981,666.7575776308,531.9075320147,95.5517510079,1044.8441387523,491.8089825679,866.6025022135,912.3768793539,981.9748303888,776.0702833689,493.2733698138,555.1612121417,750.0639578053,461.3954279521,398.773089234,329.0584440275,526.8919102623,466.7960777378,112.8150583927,140.1241326889,341.0189853845,132.3278001482,205.1125323941,504.0911036068,242.5004547472,512.3484894596,606.1184632937,738.7966734976,289.1499017301,103.5872189515
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,0.0,5.3969621699,0.0,4.448514247,317.0290461793,0.0,47.8914073485,7.9715748055,12.6772237023,2.6308835974,1.4601895695,0.0,1.2860980311,9.4996543692,26.5116307046,3.3502069518,3.2429458906,4.9069728485,0.0,0.0,2.7468366234,0.0,0.0,0.0,0.0,0.0,20.1001066907,17.2892086548,0.0,2.5670351192
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),616.4539141108,715.0118031639,597.6500307192,410.1962386956,1307.390638173,499.6231961396,409.8718707816,222.9460525523,99.4357915119,43.0222817968,89.7784089668,256.8622143266,59.2954448997,289.524453955,251.2924525573,194.9282305149,465.2644830801,495.8030985712,86.2128680551,384.6842473723,346.9586856749,293.2935035341,866.9608668238,1047.9770823441,1222.3098576939,278.7578776011,239.9734528056,948.7565794858,801.2748958979,353.9453454446
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),45.9265519179,38.8089069572,29.062202374,28.0877433888,209.7767950803,0.0,237.6011256831,179.3434843222,187.3108441201,28.3371524252,17.3163916404,90.3984324438,30.1718556082,76.2844366928,42.3487019718,28.3520185597,51.3364783806,43.8314795267,4.3949287395,0.0,4.5571907013,0.0,0.0,4.2522840031,4.2548255088,6.5102639384,124.0382168114,60.0190873079,16.859546813,19.5211399569
