Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),362.864632093,157.8381040045,385.5269622698,42.8693146218,32.3504088566,140.1726208076,24.712148182,267.1799664057,214.8169608375,67.0443409323,334.7089358837,47.6411878448,199.5161691503,451.603693211,292.2219054099,18.3316588948,219.1317485059,343.2551235118,70.8113915373,70.5687131901
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,1212.0489006628,2340.5619664511,274.4286901218,442.1495762579,737.0504414259,483.5920172484,1974.3293756822,995.9961656618,363.0485805675,275.3837497018,1349.0148364576,564.5280939922,193.4728426171,301.753856232,483.9784304828,1308.5969439869,1690.7655929996,166.0077639081,1051.8554515171,287.4471106628
PWY-6891: thiazole biosynthesis II (Bacillus),116.8580548755,82.8754737737,119.7876878601,90.8285981231,2812.177689052,3.5478039947,80.5165510844,109.7651099882,3.9581738366,0.0,27.2993368576,0.0,0.0,26.5660433426,9.9033519326,20.7255790461,244.1189284966,481.1055642209,21.3745043844,77.3262105029
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,667.0391169014,684.4486796579,1044.446069157,490.7889659051,860.8288248938,558.055146521,1013.677896174,1252.455604572,833.9014029663,293.1480254494,721.3534075853,351.1127968818,373.3671320284,1397.9924227444,989.6362150738,1399.090895329,1830.2617426564,609.320715458,473.1528254395,572.517599242
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic),88.4323320824,30.8173426992,102.7402633072,87.094509546,2544.4157663554,3.501129882,34.3790666522,80.6887436305,0.0,6.7418463209,19.2542554895,0.0,2.6880766414,16.409062546,7.868037852,29.4900168823,70.6258781062,176.8718857744,17.2842886681,25.2224278001
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,113.3091184901,2.8557726071,99.6162177556,123.0106231579,557.5575393241,22.4467238027,16.554862421,129.1181782472,4.0912983905,0.0,67.5519477424,0.0,4.6092743119,14.5364767881,19.0527223548,0.0,15.3280716109,322.4375469814,31.997863234,59.8479545453
GLYOXYLATE-BYPASS: glyoxylate cycle,151.7780792554,62.339251818,84.5771464281,135.8165435338,3577.3639164003,16.729541062,54.8528377609,95.8082710034,7.6316968036,8.2756995847,52.8366744576,0.0,9.2449734754,34.833888442,14.6321471743,49.2229077202,232.5221148531,276.350872362,81.096814427,34.8733467917
"PWY-7013: L-1,2-propanediol degradation",437.6809753676,11.7245726737,291.8822321964,437.4264457712,1603.0860242258,6.423095666,313.9428053954,157.5995732102,3.8355308061,0.0,12.8375391695,0.0,5.3282931728,56.3884919326,23.9693634351,16.5930289974,162.1973214168,154.9835750722,55.899543829,5.113637208
PWY-5845: superpathway of menaquinol-9 biosynthesis,289.5406193494,197.6064408889,323.3531646052,185.0828533562,2680.3670788729,0.0,189.3934141497,221.4224838714,0.0,0.0,74.1953463056,0.0,20.9780163856,88.7242171265,0.0,0.0,391.0242387235,633.8499583617,73.5345573685,35.0763369117
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),1517.807006536,450.2492693962,2501.6739205748,2289.0960247684,3253.9280203977,1970.4356426214,1032.6980928962,1592.7559709703,2272.976218466,1150.0353147226,1570.9591384072,952.192542548,3702.5561986669,3262.9924314259,3354.8371965808,156.7824016585,1194.4583534967,798.4179374231,1161.6565103949,769.7742414648
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,303.9158444771,351.4157030443,217.6226713829,330.6960831322,650.9832888532,553.4717220093,589.4813229621,975.5838672645,88.4612268695,289.3504531133,580.1741938075,400.7130055252,825.5746172655,1917.2090744301,734.7143531073,228.6671457684,1994.2832510927,422.9749794501,672.2424256138,230.7794750482
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,94.0372632149,6.1178837473,35.734245934,63.5221262119,3018.582550745,0.0,52.759061212,57.752631646,2.9793160449,0.0,0.0,0.0,0.0,0.0,12.0331979703,8.0036067031,52.7300156583,324.8642861902,16.8022573646,13.2097286468
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",154.846444301,0.0,889.2882072572,0.0,0.0,77.6868370577,0.0,98.5280810316,383.4344405735,90.6816096823,104.2283621347,24.6600692156,0.0,130.2055166667,0.0,0.0,0.0,65.9431448945,1.52904966,8.4870770038
PWY-5913: TCA cycle VI (obligate autotrophs),30.8558126774,48.4482373133,499.9939896357,499.9628667011,2902.2001549326,11.5181141874,58.4935767163,83.6097621338,2.2387578882,264.9094746331,7.3077830709,0.0,301.73274872,324.4985103467,851.1206917099,33.7566012109,77.4315158568,136.9055819974,969.480732062,117.3752186896
TCA: TCA cycle I (prokaryotic),701.7244314802,155.7318836674,260.1022138638,680.3274278585,4153.5911681568,531.6063704831,442.5206313988,538.0746195409,1101.0942694114,317.2828087975,533.4252921682,199.4796385929,104.3161439058,472.4272081236,58.9757757744,90.8859287748,493.2701855662,586.9537766495,542.1513655239,329.3966943061
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch),4134.1215517636,2737.6332733693,3799.0166675475,4001.2785010035,3859.5483601022,3655.7842841852,2872.5972232887,3023.9379952583,4916.6306277065,3199.5228085933,3675.8492047104,2037.1516458944,4901.6342276702,3774.2418609991,6324.5691775202,1529.6470538977,2645.4189517381,2126.8855802264,1098.5543225219,1135.3536308114
PWY-6897: thiamin salvage II,1716.8095658409,1706.5462155105,1211.5251948907,1190.1401454281,4126.4946180381,2157.4490571693,1946.3927501088,2350.5646651487,550.4504619877,836.4050257631,1771.2532396196,1060.6978202763,505.1680962529,975.2494775725,1292.1210843462,634.3419823633,1833.5664474781,2398.5248956176,1140.1047365988,458.0094802316
NAGLIPASYN-PWY: lipid IVA biosynthesis,204.1062597548,106.7649205667,209.0869033722,160.4496359219,2718.9621439278,33.5793084665,122.5770911448,107.3383315076,106.7082613815,5.5610164113,56.5375986617,54.2158178427,2.8149284518,50.0620783672,28.5564544097,71.4500033629,202.8369059692,336.9380000247,53.4032991279,54.7823859481
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,9.7268655111,18.1440222866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2397838374,0.0,0.0,10.8921748066
PWY-7221: guanosine ribonucleotides de novo biosynthesis,5059.8453077356,5245.3840247574,4611.1863279504,4353.7230433858,4834.5891701437,4536.082121405,5337.5360238387,4781.9796857073,3246.8821769916,3465.3977719854,4044.966150598,2270.60267313,6507.2336442512,5642.5325720882,7472.3607177916,3795.6400336864,5182.6338183592,5723.3997829132,4771.3196297809,1830.5990828952
PWY-5100: pyruvate fermentation to acetate and lactate II,2710.2712494805,186.6616640809,1431.49564885,1463.3417061333,1129.4432578336,2284.6043999577,1336.3035798332,1709.1138244172,2364.3420484753,1847.7543428754,2119.0245993305,828.3900992697,2659.3683602159,2888.6856960184,2548.4719336488,165.2244018363,587.5030666504,1339.9908244887,375.1400450746,1222.8349975237
PWY-5989: stearate biosynthesis II (bacteria and plants),685.3822869233,61.9648417599,209.6709080378,517.981879208,3651.3328445989,813.2727299787,277.2885041362,90.2192718816,144.6196477675,436.9782021762,365.3656682659,282.0685928976,768.9632322532,412.8930144212,44.6646971696,101.7583901734,187.0163500344,365.1695068269,132.879349,239.2589538614
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis,208.7291288904,135.3097877426,240.7565839631,146.2144252715,2488.3476331367,8.1424015561,132.2538592832,167.2669361029,5.2058512119,0.0,51.5107478694,0.0,14.2280788058,61.3905735308,25.2900380174,27.5778881191,347.1389193586,461.5725659372,52.6280653986,25.1577235366
PWY-1042: glycolysis IV (plant cytosol),5521.698690932,2537.6862607492,5595.5511714716,4002.8441759266,6650.2617501811,5305.3854949838,3278.9905254632,4003.3842602639,6474.3559544932,3962.9200090755,5887.472592904,2460.0510456935,6508.2346545493,5036.8275981158,6865.507063255,464.4969251474,2488.391516242,2983.842714279,2091.8245623499,1310.67282251
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,15.3545814154,34.8604274032,0.0,16.9347018907,1283.1552309448,0.0,9.6148980579,8.0168138159,3.0633154267,0.0,10.8369909109,0.0,0.7629831396,0.0,0.0,0.0,80.3203117198,92.5285241588,5.6049241817,7.5306696371
PWY-5686: UMP biosynthesis,6524.9812448355,4499.7109404949,5740.0952556098,4693.3493386604,5644.8469886999,5502.8982226767,4865.4489364626,4640.1920729829,5097.7383374897,4266.8384534749,4905.0124889565,2516.9311699285,6418.876524571,6068.7766697632,8035.762814497,3136.5305990134,3991.0150446668,6102.1519242333,4603.6079211678,1677.2643427459
PWY-6612: superpathway of tetrahydrofolate biosynthesis,111.7024195802,37.2033821591,0.0,216.3647622713,2440.6954396335,393.4401371386,32.793159259,124.9458540791,2.8762968087,323.417521281,296.3585431658,92.5553716078,829.0293688053,120.697995129,89.269887719,4.1569019981,197.1435313375,302.6583261647,167.7339952318,130.0971938607
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",3128.028293775,1214.6830266201,2635.1743393806,1712.8502149596,4730.1595805464,2758.629752502,1651.7185382029,2102.0747015174,2410.9201132866,2369.4026630248,1797.5683440497,1237.4040726593,1611.8389603271,2522.1723777108,3442.0038454283,376.2927114513,1024.4325895107,1798.4600776299,437.8846074232,314.2256658023
PWY-7446: sulfoglycolysis,25.3678744909,36.7606272915,0.0,16.7707407013,2585.152913166,0.0,15.1697398914,22.6141544999,2.0084234484,0.0,0.0,0.0,0.0,0.0,0.0,2.304189002,47.6071513507,186.3857820843,0.0,15.0665847912
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,4134.0445408191,3580.5690950976,4950.8813720016,4259.3817393414,5118.2077059064,4368.8805754685,3916.6397719928,3640.3083252908,5178.028777027,3424.0978514733,4100.5172003901,2187.1906273774,6999.6690289535,7045.9354924685,7802.0450242542,2440.909539401,2971.9309876813,3772.8090672393,5477.538520775,1903.1250441642
PWY-6823: molybdenum cofactor biosynthesis,40.7149260534,18.9350116344,0.0,27.244990851,2673.6308223344,0.0,18.8566571256,26.1928795521,3.412898974,0.0,7.3800658007,0.0,0.0,0.0,4.3961797365,0.0,68.6684336223,148.7697813895,9.8767969429,20.0197772358
PWY-7242: D-fructuronate degradation,3863.1180245962,124.020702109,1676.0416621486,1597.3599889012,5499.2678770347,2633.3851464888,1719.3882268948,1981.3167700919,1471.2749138897,1994.3736774436,2076.2691894052,1453.6837383906,1694.2901822826,2116.5485857843,3510.0043760413,12.4356618148,531.2027965814,1809.3189706394,425.9651756678,298.5518805915
PWY-2723: trehalose degradation V,18.5543873399,44.8725947001,0.0,23.6003149469,2304.5731340763,2.5211665208,18.2920420977,20.8719406586,2.714861981,0.0,26.5204955074,0.0,2.7126812034,0.0,5.3007255451,2.5434158515,101.0898935303,170.1248115051,18.2752325747,21.18598437
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.0,7.7675244862,717.080958811,660.6909138909,129.3029040054,0.0,87.0369331179,123.6099855238,3.3575076435,350.6600954834,0.0,0.0,441.8868663432,471.577299626,1203.2242348703,6.5928828196,0.0,81.9006346494,1334.7743107371,169.4555385303
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",13.5613719113,0.0,0.0,4.9191812263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METHANOGENESIS-PWY: methanogenesis from H2 and CO2,0.0,0.0,0.0,230.1425433909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.2059081771
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,199.9221060306,66.7734186784,250.7539050178,439.9655603901,3182.8023932947,96.6658771331,348.1713529922,282.7403300764,14.2227052964,37.9710242197,453.2563726718,0.0,24.94023598,174.7859647415,103.4466717856,78.9515217999,310.9190964737,326.0372799147,152.6850007269,302.7932463733
"7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0800954167,0.0,0.0,0.0,0.0,0.0,0.0,31.9183654451,78.5801506285,2.7010518425,0.0,0.0,0.0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,1455.541936311,470.1330784214,2659.4755171363,2662.6982820733,3332.190874795,2187.6787869783,1078.8653669665,1741.0916521778,2117.9590626206,1088.1889264553,1801.0421177884,985.3873846869,3850.1081520497,3338.4698852703,3630.8362359373,185.8825209836,1261.9340727029,812.497459885,1233.9034762314,825.8250755752
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),343.0609488899,62.1260869869,237.0065443649,187.419319361,3794.4566282557,51.5608133345,128.967296815,91.3406852291,141.5048933881,34.3894567745,87.9156604401,0.0,24.3480736647,80.4857468939,44.5263772107,115.5542384741,194.1393323363,448.8670314373,79.2696352443,253.3870985466
"PWY-7237: myo-, chiro- and scillo-inositol degradation",317.2902193705,104.7269043709,3118.9782529949,188.7885876127,136.4327887041,366.5325551297,77.6505129559,15.079085673,1805.7897369894,275.6736236707,289.5309487954,145.0668763324,110.8727609041,65.9364345484,133.9361062337,111.6908659726,0.0,181.5310658688,14.3831684106,71.8967823713
PWY-5005: biotin biosynthesis II,122.4723611121,0.0,347.9418022369,0.0,302.7971479166,0.0,15.3200578122,0.0,55.4737920278,70.2915578393,119.5680716967,0.0,0.0,44.0197880503,34.491788479,10.0868921504,0.0,62.2692311958,0.0,23.6977102007
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),629.9127922379,1998.8929581006,444.4384975746,852.2735837183,4960.3480056375,177.1897699771,964.231747707,687.7637294268,257.4451833583,85.4055423319,551.8205598006,65.2299375674,247.1969709628,1187.5807049526,469.4700455076,720.8298611646,1935.3132952441,871.1785332955,614.4705604343,619.2866718562
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),7.3837112511,13.904751154,0.0,0.0,0.0,325.4796897653,43.0667921169,7.3771829779,0.0,0.0,88.924773625,0.0,0.0,370.7294583107,29.1892064357,36.8113768789,0.0,17.1992450088,20.3382510599,6.9337479994
PWY-6167: flavin biosynthesis II (archaea),0.0,0.0,0.0,167.918984447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.2919129733
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,990.9813922455,1027.583742867,1678.6849164563,748.185041448,1215.5963367853,829.8061304249,1493.1726361809,1778.7040443523,1154.2026548772,439.1534536727,1049.4570012905,526.1403957263,584.5146442786,2014.3823054974,1478.061660967,1878.3497907289,2576.9244482812,931.4341375701,739.3053321961,797.179786638
PWY-5415: catechol degradation I (meta-cleavage pathway),2.0850621444,0.0,34.2285002875,31.3166101922,244.1161214267,0.0,4.0953222695,0.0,0.0,0.0,0.0,0.0,0.0,7.8000739491,3.6816414232,0.0,0.0,9.6371285607,7.6021733318,0.0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,0.0,0.0,0.0,11.8454310024,5.6695179552,45.7591338651,0.0,0.0,0.0,11.0822143333,32.8507562434,0.0,0.0,14.0130120509,5.6418801448,0.0,0.0,0.0,32.3600867982,0.0
PWY-4702: phytate degradation I,13.4266262061,19.9122588109,0.0,27.7661016114,2532.6393995804,1.724890097,23.3264331875,38.2064056497,0.0,0.0,147.5529450074,0.0,32.4489640285,0.0,4.3107902395,1.6912019614,55.8920331877,111.6258418894,8.1307803273,198.9787172502
PWY-5667: CDP-diacylglycerol biosynthesis I,4618.2990290138,3435.6642496484,3415.3575623398,3531.9260579528,5176.9703937329,4020.8725411047,4116.1736141407,3519.7953628419,3103.2749341961,3437.3032452351,4052.2452195895,1955.2310928487,4168.9109994426,3346.0501520933,4995.6460623611,2428.2329702769,2840.1177079713,2625.2061474572,2617.2643680121,593.2179774455
RHAMCAT-PWY: L-rhamnose degradation I,1280.0031597322,1853.1794360384,924.5735616473,673.9320995568,3731.8926986226,694.4218731717,1239.8104269899,780.9532768339,445.6458442754,819.8092063317,1290.032001271,647.6731749615,1749.0094051836,554.0325782455,846.5158869623,230.0309685073,1195.6648680428,559.2041718868,416.3479902813,107.3922144825
PWY-3841: folate transformations II,2944.0109520737,3438.6939234358,2232.6852891632,2023.1825912319,3864.8171643282,1492.3081606141,2941.8040948936,2541.2573545452,939.4992828703,1376.5041539253,1994.0013347777,1434.6424199369,3127.6130654053,2706.4122452694,2979.1201600967,2516.1708195587,3151.4766034108,1209.4008876571,2366.6877154653,1131.0966091832
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation,3117.3374987253,3479.1992805134,2366.109162732,2334.6733633602,7004.2761768154,2492.5187359254,3140.4920349495,3143.4718961029,2959.7096477412,1477.6206428877,2375.6374307482,1603.8321349972,1599.3394324745,1659.4252708113,4394.5441261259,2975.2071036212,3789.9031477425,1762.7516657776,1883.0965925077,730.2460461197
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,1122.6767212481,1413.3445383085,3237.2111895354,1155.2952991325,1755.8208618017,1286.5850678154,1924.086161471,1223.8717912568,1918.1847507996,736.0090717703,1656.7392247196,788.0465717129,3909.7141962446,2653.7914635382,2233.3491599348,901.1114660598,1963.0966673003,796.261476954,1295.693942371,1021.0195504656
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate,0.0,0.0,0.0,32.0130676029,128.4499609773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0297398716,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),1048.1333126566,1113.0806348629,1266.4133031574,733.4816496244,10436.8189314804,1106.9276724135,1119.9008993449,781.4456165768,1509.4972674703,407.5887899267,1226.3427825655,547.3915027731,974.6866531168,595.3170548285,2063.9013187032,189.2495514108,585.3942936744,881.1806909546,274.0338390988,739.8781639423
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,588.5986232737,641.6196591336,1713.9181451585,495.8407641675,746.6087203554,508.4101181025,966.6659544771,1194.7149265406,785.0821913797,261.0584321623,679.4648619843,354.683385393,376.2373035691,1479.2173085701,962.705465851,408.1932212381,1960.8046265194,555.1684441659,506.1213867102,611.4559694289
PWY0-1338: polymyxin resistance,21.0388719221,12.150736366,0.0,28.8395173646,1792.2894362617,0.0,15.6080291899,15.5720748514,2.429150733,0.0,3.6738723346,0.0,0.0,0.0,2.5794398327,0.0,52.9026274459,99.1587626754,7.5053786309,8.9675824743
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis,5775.9165829361,2627.8515111036,5536.1983162407,4135.7698207459,4422.9297484037,3879.0567159957,3949.2236567153,3912.0422722744,4732.1687330921,3730.9127202099,3912.5237189011,2223.9826400321,6302.8555730525,5477.2513278065,6472.7887681057,746.5709422982,2405.7108014862,3402.4677555323,3436.8448734446,1802.7802240172
P42-PWY: incomplete reductive TCA cycle,293.2283930178,156.299230846,108.1732863696,536.6122002172,321.7998610225,303.8654886668,114.8552348667,127.8083100609,240.2154308009,250.2824037988,976.0214736282,252.7412284272,74.3739084363,261.7903699329,178.725203065,137.8412479911,276.0917179656,106.8834698476,277.3001530954,487.0277532415
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,366.5732401393,417.2150363946,244.7948069092,387.5879643722,713.6348444353,681.4917029308,647.0665526065,1128.9001337184,68.7756835928,351.6940742144,742.7540010261,424.8260188645,861.0515065784,2079.6795599884,839.7671060888,292.5679034414,1772.130025609,506.9427563009,712.1888255363,257.2939163896
PWY-7391: isoprene biosynthesis II (engineered),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5051796139,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6527: stachyose degradation,1519.423611425,1564.7378078264,2220.8172060702,1518.6856106861,3283.1022159444,1811.1824631541,863.459038542,1298.9412915095,1169.2788739145,2200.772545707,1611.9356373917,960.8193768609,1368.10658796,606.3057106045,3907.0470495131,1317.3464480458,727.8965744663,766.7489151798,856.186068732,447.7039055644
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,528.4361017599,1146.1921238966,901.5710161077,1141.2830839122,3621.7619698242,717.7905100374,1389.3723319474,594.7356385181,18.1323499168,962.4840148111,326.7391992601,272.5190871601,1618.9831471383,2303.7485473972,2670.0285316994,2.8375309745,83.3909815925,1101.0098996611,2115.6172541036,738.1004899251
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,879.8467421632,216.803516691,1803.6444606013,2058.2457447659,2280.4434661932,1355.0686687572,535.9820271448,1004.752765234,1505.5737892908,656.6070887604,1062.5066848193,606.5914692132,2809.3411952956,2424.8822352928,2312.0873017447,83.8296793172,682.8824240678,417.9359162174,660.4234064414,535.6779598627
PWY0-41: allantoin degradation IV (anaerobic),4.2708615838,0.0,0.0,13.3263760327,169.146900414,0.0,0.0,11.9817199625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2838240967,73.4792816962,8.4684662188,2.8361937884
GLUCARDEG-PWY: D-glucarate degradation I,45.6664880568,43.8313858737,51.7826532376,56.7585446698,2289.0703614899,7.4517410575,21.4028906578,43.3070262194,1.9830929247,4.2815445509,1.5275850404,0.0,1.8699259685,4.3373870901,6.8239056825,27.9490227486,72.457224725,150.959728807,9.8045946045,22.9742251969
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1035561605,0.0,0.0,0.0,0.0,0.0,8.5467782564,0.0,0.0,0.0,3.1365125334,0.0,0.0
ECASYN-PWY: enterobacterial common antigen biosynthesis,22.6127380122,33.4459309415,0.0,22.8877532547,2283.5031313766,0.0,14.9631561384,31.2243986787,0.0,0.0,10.5418731944,0.0,0.0,0.0,2.7396162468,0.0,94.8441338084,152.126638892,6.5510772111,15.7408941093
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,6.6151259381,530.7012889338,237.8000892206,555.8339332864,158.835104453,209.9590196273,53.6078788424,286.9111553802,149.9785551565,41.3618820299,54.587751886,29.2869390035,16.3025857693,47.5094121493,5.9759069872,0.0,635.2550117547,676.2738768942,29.6195025945,14.2837550809
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation,0.0,5.3282777372,0.0,20.0058560806,2263.4679170442,0.0,30.1164756349,38.5967521536,0.0,0.0,0.0,0.0,4.9593372516,0.0,0.0,0.0,63.5775132225,155.6066431466,6.5452379657,17.5364007946
"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I",134.5876048669,162.9384442675,188.6871957595,87.9824239555,3166.6613773458,11.2994118995,82.2596002822,130.1645747399,2.6639401058,0.0,31.8530235018,0.0,9.691216926,109.0978445359,75.148178868,25.4005619125,393.6763486246,285.7473454731,32.1087930949,32.7161397984
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis,0.0,37.5565086121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8302989451,5.4815192431,0.0,0.0,0.0,0.0,20.5085870655
PWY0-1061: superpathway of L-alanine biosynthesis,217.3115374756,222.0541202887,296.7130614565,222.9761144449,4214.499472361,37.7275338032,177.3846975842,170.1794477163,206.856299319,13.1856704462,89.0967728325,0.0,49.1567500067,265.2223898834,158.7341143978,96.8907896462,292.6871710024,724.6747489574,118.0533675229,126.2404471092
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic),88.4323320824,30.8173426992,102.7402633072,87.094509546,2544.4157663554,3.501129882,34.3790666522,80.6887436305,0.0,6.7418463209,19.2542554895,0.0,2.6880766414,16.409062546,7.868037852,29.4900168823,70.6258781062,176.8718857744,17.2842886681,25.2224278001
PWY-5918: superpathay of heme biosynthesis from glutamate,90.5620574051,36.2146874208,157.6701807871,56.6635772559,146.9062306145,35.0192312824,61.0027851231,94.0970695269,11.4313931652,6.0412732036,61.1371315315,0.0,11.1172810972,38.6663423195,35.1844365959,37.7010005156,185.0467759012,284.8787392742,53.9700801207,65.2703616527
PWY-6168: flavin biosynthesis III (fungi),1278.3139093858,1908.0803961719,1016.9952686649,784.6131252849,3550.4929565687,1353.6603916222,1963.1903352645,2180.2714859965,1437.0460986393,880.7040311408,1133.094131514,667.2326457612,913.2005955435,753.6828015302,1695.6825568616,1007.6835034804,1553.2985373139,1072.6389658431,917.5993404904,426.1582542673
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,854.254342052,901.2830007271,1448.6854895477,677.2982914053,1186.2323368523,734.8850535474,1270.3338256198,1514.1034711054,1147.6570348146,406.3224848117,943.8423873321,470.409672791,544.6149639996,1793.3560443449,1352.0040916878,721.8787374107,2156.3571425016,745.5627641901,667.7550044155,739.6386826299
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III,32.8228231124,21.9004484166,0.0,19.1078614108,89.7666000112,16.2012722985,39.829054793,43.6967197263,5.8139474782,0.0,39.3168718921,0.0,0.0,7.653006498,17.8193580934,13.2146225682,118.5301628782,150.2160670929,18.0339392095,25.5209594718
P124-PWY: Bifidobacterium shunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.129072687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),1043.8358050746,1192.7737872486,2141.6295886254,977.2439497121,1622.5633986132,927.9252447531,1585.2127352899,1777.4102835696,1652.9116717516,541.8469267763,1194.0907791014,630.1726710286,904.6215587266,2296.7326932091,1948.1818158876,780.7058581492,2504.877429683,873.2818405943,1059.3230089601,988.597562906
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.3086609145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.4953369654,0.0,0.0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome),175.0088143405,1.2121016267,71.829680909,203.7658240861,251.2342358734,124.563593939,7.789027517,168.6267735663,8.4576001851,124.709994806,243.006408051,54.835404217,117.0430105825,103.5711997403,19.6531755637,0.0,6.6509023501,260.8368767439,16.606999776,215.6291116306
PWY-5863: superpathway of phylloquinol biosynthesis,142.9455386358,68.9548449608,175.9344048631,96.9222621734,2890.710922113,12.8808912914,85.3761109033,134.1607392527,3.0431321509,0.0,35.6551354085,0.0,11.0449536651,118.5416734957,85.1120057905,0.0,142.223943509,239.3364870168,35.094705344,34.2522256421
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.4206857995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2257302489,0.0,0.0
AST-PWY: L-arginine degradation II (AST pathway),40.7358831359,18.4996401882,0.0,36.0875369612,2247.5140630645,1.0854499299,22.2131390811,19.3021529149,0.0,0.0,9.9817859344,0.0,1.1960834277,0.0,2.0301401908,2.5607370466,38.3538971379,111.9741360022,15.8388773721,11.8785121047
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.0,0.0,94.4962326447,183.9126721156,39.7377311126,0.0,26.3789462132,78.8208922752,0.0,80.0587286921,0.0,0.0,0.0,171.3559842476,33.2584398102,5.3175126906,0.0,23.8672418565,175.065810145,28.4817981259
