Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,4951.6413688871,238.2933455115,2535.7909315049,4237.3687179356,4469.0126600527,3823.7867106201,2675.6307566363,3500.8146685832,4108.9831464449,3206.1447561768,3943.8525424528,1962.6563367245,3963.7171117185,3787.912347778,4291.1112931312,88.4617401454,1039.9244180762,2955.4588732194,1210.1309481591,948.6066022711
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,380.0251756309,181.0796851748,413.1817157603,235.6577069927,5138.7738134502,93.0639209136,203.737259972,229.3367525988,211.0029537518,49.0688891883,119.4297581657,31.6857876652,27.1650244849,72.4269954614,80.6047935513,85.4456518759,466.7398081623,578.4036287957,93.9621407544,302.9538709123
PWY-3781: aerobic respiration I (cytochrome c),28.5432747052,0.0,0.0,4.946578388,0.0,0.0,0.0,9.8139281104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0391626447,0.0
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)",11.7814940791,63.7236920247,0.0,32.4690885181,4362.1942710614,2.9835781972,34.9124479708,53.026492256,0.0,0.0,3.2303779032,0.0,0.0,0.0,7.6484389588,2.9944322097,141.2079602303,255.4454347591,23.9741497426,10.9421803672
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I,710.5165483105,2427.1238698989,3597.2321595935,312.5940735205,6587.5561541601,389.3523631032,981.7221205696,696.2309729283,822.6133422592,254.3172131957,735.6673768995,210.6921045631,261.5018575137,241.7466777113,157.9509318924,409.6310431191,1366.369243757,977.0611709314,400.4828304319,476.5160183236
PWY-5417: catechol degradation III (ortho-cleavage pathway),0.0,0.0,0.0,25.0322909477,0.0,0.0,0.0,6.7088396133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6119673436,0.0,0.0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),791.1868114697,724.7198337357,453.5715143741,370.6757943573,7341.2521948847,2000.0388559203,1082.9508991265,1261.1346811401,441.6957759767,234.2736318979,428.9677153495,210.8915791507,114.8368918142,131.7819189281,308.488971807,176.9704621173,2233.0345738466,1743.3287007545,319.1621089465,235.5084310437
PWY-5367: petroselinate biosynthesis,2211.5698657566,0.0,43.4541258114,773.2522842966,580.1658203902,816.1565911276,302.0181024795,55.8678528608,0.0,678.2037491288,412.9785462129,320.379368158,1875.253650895,412.6100591387,41.0310170945,0.0,0.0,30.1257260855,153.3445478348,30.4210185482
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,1625.38732386,3300.8227410411,386.4731633934,559.4996774347,989.3350396777,620.9840034325,2658.6969350687,1405.8608443224,593.0576701526,381.5147223415,1770.2002010035,754.3443424413,286.470840071,358.2718107486,635.4462067284,1789.5860621031,2359.4548890883,209.1927714756,1487.4563494981,408.9208962738
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),202.2392614664,50.0145483119,247.7215985974,270.2893440838,1265.0144685079,42.3923487299,151.7382718512,283.4429155278,9.2731222888,35.020362617,239.7916737803,0.0,29.4806388516,147.9111242169,119.3520977435,77.0781174909,175.6676534352,125.7537529011,206.4859185524,227.7304841772
AST-PWY: L-arginine degradation II (AST pathway),52.2685821865,27.2279765288,0.0,54.9745559172,3185.0486294342,1.2899810836,35.1809221549,30.1856928444,0.0,0.6495755898,12.9417683941,0.0,1.2168041834,0.0,2.0663283767,3.7244109734,53.9211434693,155.5517592235,22.2795038759,15.4282090228
NAGLIPASYN-PWY: lipid IVA biosynthesis,300.7241275213,151.1162796447,282.1658766094,210.4885292904,3807.9393848446,34.3049759618,151.4172026938,163.6481693869,154.609876935,14.9372156279,69.690863967,68.7837581932,2.8271306374,40.0892479437,36.8810808338,89.3916393018,290.8976355388,481.1062527576,67.4718717036,65.5856118642
PWY-6901: superpathway of glucose and xylose degradation,575.2625845658,484.5183572724,779.6897054277,736.2094222816,4675.4724258236,329.9590322612,492.7774101014,1064.0444466953,451.0524681229,166.1528652729,533.5344651748,137.0689432457,348.3216770227,1120.1021427941,307.9635626449,369.5943332069,1067.6554708191,839.5267329091,1162.5479339408,241.1907118934
PWY-6936: seleno-amino acid biosynthesis,615.9815523788,2686.9460873433,854.9920729035,933.3907671981,5302.9623036011,1970.8869205873,652.4490460785,592.7932822617,1806.0651278056,814.2796883965,1213.3394314792,335.3673235459,2437.8688459353,3778.8869004638,1583.9838408631,371.1232707315,276.3481708561,782.9789507999,1238.05706108,713.7858666009
RUMP-PWY: formaldehyde oxidation I,0.0,0.0,5.6198145365,354.8341849992,0.0,26.2769429219,0.0,0.0,0.0,50.6939395129,5.090090551,0.0,26.2342900328,22.728558333,0.0,0.0,0.0,20.0315521444,136.9370381733,19.5121457803
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1415019783,0.0,0.0,0.0,0.0,2.0621995248
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes),2401.9663509451,1222.2712254013,1748.0101946007,2520.535394158,4852.6718917629,2541.0565763491,1977.9794158355,2323.3444308195,4732.3077448599,2360.4715496252,1991.1145550095,1560.2186981987,2873.2722253814,2534.1400641561,2657.0754523708,526.1439241163,1760.0086782306,1484.1259940456,746.4640027983,397.8753139758
PWY-4984: urea cycle,232.4933103694,1316.4431925012,456.1239745312,289.4886227217,31.9427488737,184.4044391827,202.5693668522,889.1519542577,39.5740256746,127.7446156615,185.5318741136,104.2334216397,530.808639487,30.7397284658,266.0222927864,833.9126247102,1513.3365222536,72.115622628,265.1298928033,84.1140372456
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic),106.8717591515,24.2753563085,128.8641310293,37.8396253082,116.9084928119,21.7066827904,67.6283293996,64.403387072,81.2865114708,2.5633833636,50.9496878675,0.0,4.819144199,16.0908804703,26.4139904065,35.6876933116,147.2729240796,223.7028657857,31.7566358611,37.0038501652
PWY-5022: 4-aminobutanoate degradation V,296.4024292443,0.0,196.221316743,228.6886004377,899.0656775213,7.8146344601,157.5321205093,131.6993955239,0.0,17.1850607002,394.2739024481,1.6327278052,23.4579085384,38.0098506231,49.6790225941,81.2240538419,429.4166279746,132.1398900457,182.9491925109,0.0
PWY-5850: superpathway of menaquinol-6 biosynthesis I,382.3588957619,266.1859194692,491.790210433,252.1030914757,3689.9150570015,0.0,259.1953519583,303.3718272229,0.0,0.0,95.8896019487,0.0,40.280002533,122.7298445547,41.5808189682,34.8470490449,595.1426755934,863.4336680049,132.7195337267,66.9461142263
PWY-6174: mevalonate pathway II (archaea),0.0,0.0,0.0,6.8154313979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0949269233
METHGLYUT-PWY: superpathway of methylglyoxal degradation,1.7537157188,36.2422704985,0.0,17.3138593791,1623.0974975772,0.0,19.2699864004,12.1721226658,0.0,0.0,13.6290959122,0.0,0.0,0.0,13.6613419462,5.8943276564,49.1651467451,100.1971735129,7.4008024192,8.9031357614
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,1976.6697898275,1952.8110867739,2776.2942800306,1466.2624878356,2501.6775320036,1584.6263485598,2677.5596503196,3098.1956065271,2274.031249149,880.8154617272,1923.6428540477,948.0343202596,1099.4790619315,3495.5961103935,2655.8716446271,2859.489762884,4033.7946566611,1692.0556064515,1474.4948856775,1286.5422928312
PWY-7219: adenosine ribonucleotides de novo biosynthesis,12112.8153725782,6937.0480373434,12398.6344701983,9793.142526778,9868.2574093719,9047.8024397553,9676.446365686,8743.1562284677,8920.6377750864,8520.5496816249,7970.5217198033,4451.1765958027,15867.4356482389,10925.95351012,12412.234806487,4976.1645941732,8075.322991995,10014.8884475737,10881.9866024483,3904.5174247457
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),3182.603831963,4036.9378919232,3277.5227976065,2509.6942748295,7445.7899598332,2518.2664439322,3002.3974352332,3047.784107021,337.9796482658,2535.6336966547,2112.7491442935,1818.9659332586,4856.9655380018,5687.5916445617,6636.250736817,1385.122822099,1680.0017642597,4709.3719620095,4588.4356845335,1911.4865212112
PWY-7399: methylphosphonate degradation II,72.5804426108,76.9204277721,24.8636271282,0.0,37.7543202361,0.0,0.0,94.4093760846,10.1672201461,0.0,11.051601573,0.0,1.4614395461,0.0,17.7575248897,0.0,196.5614126393,0.0,0.0,18.3581014802
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,974.1833872325,2698.3004382436,2448.7015918453,2257.2612957966,5724.4225137251,727.0541319684,2449.8594630484,1507.3313939083,4038.963509274,1800.4292514256,942.8971706578,1174.6432590152,5305.6983407186,4354.5396763038,3644.5461836865,481.3475894697,2236.265741608,1355.8602651083,4201.639069931,1779.9517221452
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,32.7151130897,49.8903164881,0.0,26.4261196109,1808.2068832735,0.0,11.85692071,18.6023316316,4.3229213768,0.0,13.6300244843,0.0,2.2792115635,0.0,2.7756097994,0.0,102.2946677897,116.0598964656,8.483809182,10.2657523851
PWY-5690: TCA cycle II (plants and fungi),714.489777074,193.3892462329,1635.856873198,592.3817818075,5907.9895392392,513.3247978776,360.1518704148,490.9539134,1311.4286317536,306.2947701601,436.0347128915,198.6226809821,70.3838772326,435.5354664574,106.133460299,83.9338183683,485.052774224,556.416059826,554.7097764273,300.321602947
PWY66-422: D-galactose degradation V (Leloir pathway),4583.81709893,2210.2892472694,3668.9281750625,3779.9695833851,5186.7823474252,4028.3743571094,1571.1301924305,2697.638398425,4571.8659797526,4129.7106937635,3179.0154449173,1871.9995053537,4285.7387895171,3649.1569343257,6439.3499082378,1731.4518880671,947.5881774654,1900.6932047166,1638.199185517,715.4730208487
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,834.0859682668,945.2476660075,2345.5134837157,708.0523356844,1089.5252079844,690.9732924067,1330.0206561724,1604.6158613406,1115.2135560632,358.7826230793,901.33593365,471.7707013605,502.8126488873,1948.2534247124,1267.7107235658,555.3623518026,2773.8655001563,731.5527858506,758.266057515,772.1350165396
PANTO-PWY: phosphopantothenate biosynthesis I,4281.2660743115,3949.4591215905,3538.0612193519,2172.8472304524,5637.7707817212,3489.5669350629,4054.9585277962,4088.153939249,4189.5515625112,3024.7191385411,4119.0936845823,1964.7603075935,3586.987847497,2684.1020928028,4048.3003584281,3190.3893452945,4898.3336532364,4526.4430544414,3161.753136103,873.2376828636
PWY-5676: acetyl-CoA fermentation to butanoate II,537.9226252116,56.7109385721,397.3620020024,472.6639562963,1345.5672040634,536.8369292417,148.3708786509,297.2713710746,57.6640618243,394.8285842552,184.5995587969,431.4545859185,452.2948703605,871.584310309,379.0847154205,28.7147625653,83.4154498172,157.9568872223,175.6898338899,0.0
PWY-5913: TCA cycle VI (obligate autotrophs),43.8222767517,66.2524619047,774.3130362028,580.5165058082,4028.9836798569,63.574445784,60.8981677495,129.8220141736,5.1769783208,344.5163412401,12.2650574487,44.7995692344,455.9052020964,420.7096357259,901.7523538733,47.1229616649,107.8426502015,199.2004886231,1066.6486295405,119.3000648932
PWY-6629: superpathway of L-tryptophan biosynthesis,190.5276866246,62.3347744494,0.0,148.4787510546,4837.4470537316,0.0,73.5900094292,180.3251416635,14.8894294189,15.7326041695,15.2709639376,0.0,0.0,0.0,15.2133749034,31.8709375449,251.8114515531,742.1760082723,56.5093281317,0.0
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",0.0,7.0985829683,0.0,29.5542700026,3205.5194170753,0.0,42.5884073817,58.9343746593,2.8388440807,0.0,0.0,0.0,6.6617083912,0.0,0.0,2.4323445045,81.7316032966,209.3778044697,10.6032577878,30.7126907174
"PWY-7013: L-1,2-propanediol degradation",606.8338651136,6.4861059277,358.6768976281,623.799459879,2207.6676412569,6.4249158651,398.8186029166,190.473270334,3.8405707991,6.1205767306,18.0147564645,0.0,5.3294797356,81.9493569208,35.0993573013,22.0274925777,214.8301119174,216.6839106578,94.7967418072,5.1181127245
PWY-5198: factor 420 biosynthesis,0.0,0.0,0.0,206.2521058148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.2182888389
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis,275.1353729851,182.0194837951,372.155191941,206.1994845412,3477.2333700111,13.9762425129,194.3534165328,255.2572657647,10.853135957,0.0,65.1231527061,0.0,27.5645170689,122.6221930687,37.2825734604,29.9051445163,477.2154739093,674.5005805855,90.4796427794,57.4138330125
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),14.5863995317,0.0,0.0,0.0,6.9151717622,0.0,3.9948502722,21.8137235332,0.0,1.9012485969,4.9688380267,0.0,23.6096313973,39.6319240138,38.3273445165,0.0,0.0,48.308821648,16.89246363,3.2015413756
FERMENTATION-PWY: mixed acid fermentation,225.2374995743,134.4181915097,730.2187338843,516.4187628287,2929.905291991,119.0780160832,139.3559777034,222.6381184844,15.5070726996,444.6431482122,83.8441116907,65.4960906199,600.7535461149,485.2198199384,274.4842835576,101.3927469802,261.6218435609,499.9743117996,813.3122080233,181.6129693633
PWY-5941: glycogen degradation II (eukaryotic),0.0,97.9978339653,0.0,0.0,10.1697446271,0.0,9.3839284568,0.0,0.0,0.0,0.0,0.0,0.0,12.3593519653,3.0452604696,0.0,0.0,0.0,0.0,0.0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),487.1846499893,143.3448294526,598.3684096353,965.3973852567,3829.5520974142,331.7773334129,66.2399105544,411.1541042432,68.3423059202,98.2495658583,358.8139775715,56.3676763913,835.839879676,1344.4733815073,536.0827811338,16.3669480006,250.0848602812,483.5237356618,427.7397496447,536.5544954436
PWY-6859: all-trans-farnesol biosynthesis,19.6288546042,52.9980504617,0.0,241.6828458823,2689.9230597326,0.0,17.2156659935,28.5865089326,7.8138063458,1.2887388213,29.6415165443,0.0,17.1140842019,0.0,22.3112665255,5.9677492375,93.6909518298,186.0213933224,98.3431880009,231.9280149665
PWY-2941: L-lysine biosynthesis II,937.8023645336,769.7952293964,3356.3997013516,2446.4121398376,1926.2485223214,1677.9549595282,2248.4895588088,1273.9834266733,209.4008469524,2087.6616075966,1120.0635435244,715.5051467554,3426.7327922543,4645.1132382031,3667.584860275,1515.5310218019,252.1025888211,2632.0478714831,2873.2356825608,1326.6615981308
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.82189289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4893547242,0.0
PWY-5705: allantoin degradation to glyoxylate III,56.3352055602,24.9981573997,9.3984933567,13.0962093283,2703.2079937393,3.6090806247,15.8806130434,45.3366333143,3.8402789252,0.0,19.2432640479,0.0,0.0,0.0,0.0,0.0,54.505667581,201.7821867574,18.7150391608,31.3680545515
PWY-6876: isopropanol biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6309090687,0.0
GLUCONEO-PWY: gluconeogenesis I,419.0591321718,0.0,399.5834445994,503.3017703041,2254.9418497237,71.799799801,149.3794212561,857.5275798931,0.0,138.6084590931,659.8305817601,103.8632981061,0.0,814.664162811,135.8144043434,199.9976702192,932.9923159701,108.5836228065,868.6107891308,102.5188958994
PWY-5177: glutaryl-CoA degradation,3151.4484885692,0.9958331605,1427.3624398833,1893.3357585678,1297.9086789589,2499.404064911,1220.9617673962,1878.2772508917,1696.3096140308,2125.6772086165,1970.1262834689,1176.2731999373,1425.5150622275,1822.9299100187,1983.8439142621,0.0,209.2718630925,1369.8194122055,369.1621257915,337.7740721789
HISTSYN-PWY: L-histidine biosynthesis,2537.9156199944,3898.658273779,4352.7131790365,4042.3316116601,5404.4664208103,2636.0267265089,4534.1448063632,3380.8953331281,4341.8022717758,2663.2967617164,2711.3288390038,1702.239078066,8256.0346986936,5858.605347671,7091.6528981006,713.4989358726,2773.3530204251,1923.7491712664,6164.6264985392,2606.973537223
P161-PWY: acetylene degradation,334.0905236356,261.3663016046,177.8719225098,259.2157796902,1985.3812644395,20.622391798,138.3265629255,279.9098015032,19.8397289833,30.459857035,267.7163361192,11.2724507207,118.8326554341,73.0394260757,117.4418902884,146.310061477,177.716039212,803.2150312726,60.6206814005,31.6879938939
PWY0-41: allantoin degradation IV (anaerobic),6.9412536398,0.0,0.0,14.6365503035,268.9856089348,0.0,0.0,16.7420293094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4027758552,98.7501943512,9.2750807226,4.0359996965
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens),261.2578268405,0.0,13.46027645,1074.1820600239,18.8393594314,319.3289879363,345.0066470677,326.654704403,670.5090432905,559.4218259712,582.6140368863,75.5065401016,491.3688251042,152.2511962057,140.2820954708,0.0,159.240125954,28.5741766089,0.0,72.0102774908
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,496.8147140967,2097.5749667078,301.3262132555,374.9868077566,6078.3461771591,974.0689874156,1036.9651842457,405.6396902489,633.9498885481,398.7301804726,393.9045004064,82.7187092486,1547.5713468116,2343.4722244307,2552.9495058115,1666.5265079956,444.1573198195,989.7880553421,502.2849246965,160.2747073337
PWY-5484: glycolysis II (from fructose 6-phosphate),776.3932754662,2716.932621121,577.0407944601,1029.6328983485,6436.5135163445,272.0251378157,1335.1951064816,1000.078462128,367.9671922963,108.2371559608,722.8826537417,85.3139995888,332.8031030463,1456.4182322049,623.2024939741,941.1103914379,2630.2732448356,990.0108372414,893.0705818316,825.3150118023
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,352.7430412722,63.8819555717,6.4883330864,488.0924138373,7060.7767201658,814.36573228,104.1077107153,430.5228669423,7.4175021621,565.4220339839,642.3207045996,392.3425302977,1027.6299526648,383.9811471233,60.1391417583,9.7231124389,305.6996328819,696.7134846652,351.5482599502,249.8010177486
HISDEG-PWY: L-histidine degradation I,169.1199188291,77.6956677646,188.26855109,141.9357717834,369.1256864995,67.7573698157,42.4821589935,143.8414877756,14.1434831109,56.0509067352,87.8622638204,148.515432527,51.9936348136,168.7454011557,75.0707487254,385.53527959,68.1680582866,71.3299778903,188.9964140898,33.3503138993
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,160.0772776234,179.1995003882,83.9641240325,159.8500791653,4317.5387747603,2.5182330817,82.4437621761,90.9801589523,44.988201963,6.2476256079,34.8739899079,0.0,6.70394162,22.740756119,14.2315010181,23.6790695568,255.5982040933,542.7072807882,74.9277386243,45.850791889
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,561.2332035812,34.9037649747,1902.0367713847,436.4336437719,2049.810262484,203.8698719777,205.1516265298,109.6051090339,946.2803816221,285.6727985113,675.7120759795,136.6446238472,66.8863831128,305.6250119313,72.4853004699,11.3880145832,316.3535545718,469.6009517678,104.4668399066,153.927931063
"PWY-7039: phosphatidate metabolism, as a signaling molecule",17.9744626163,0.0,0.0,2.0510935256,0.0,0.0,4.4661906777,10.1437590967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3702744406,16.7201448347,0.0,18.2218731954
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),5666.0625525554,4340.1414760076,4283.7771338375,4022.9579045077,6614.3973611554,4528.3241131305,5029.2300103754,4905.1662524237,4493.5960519231,4024.3900089453,3756.7661081095,2685.4266624693,5187.6832279425,4913.6614890716,7502.2813017123,3729.0942233917,5029.8490654667,4154.1550102144,1798.6529845989,1564.2332281481
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",240.0963110951,230.5221733243,241.5715812917,250.4725271914,6043.1939567739,47.1016993394,197.6831731262,301.6021163386,15.2890382987,2.0146753851,108.6635137717,0.0,28.4353409384,63.6702590173,43.9400292716,109.8813135139,508.8972756058,590.7131426146,119.3915134075,105.0575734589
PWY-6185: 4-methylcatechol degradation (ortho cleavage),0.0,0.0,0.0,21.0267245026,0.0,0.0,6.7833992211,5.6040303108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0451243696,0.0,0.0
PWY-5971: palmitate biosynthesis II (bacteria and plants),470.9115381093,0.0,453.9200814348,285.6192010367,5229.7743363332,100.8246408672,215.7932284899,244.2928502856,0.0,51.6088577452,126.964371696,33.6431907505,28.0128081984,117.1504009444,88.2159435203,0.0,0.0,669.2806559621,118.5104550633,359.4038380749
PWY0-862: (5Z)-dodec-5-enoate biosynthesis,323.2439374946,105.5530081294,343.6719082767,205.017474659,5519.4345587718,64.4011158877,140.5915528417,166.5140918937,267.4954118265,33.342171587,82.1446675015,21.4892555798,17.8142994141,75.2861804681,110.13055496,145.1516610744,304.08174863,590.1803461121,77.0945445929,339.5535663906
UNMAPPED,5421723.950394069,4933993.315000736,5677062.441913689,6706720.415658511,5672422.545853275,6187548.376360995,4838071.859712871,6052862.944292175,5739521.485137781,6930681.901948193,6088948.841842655,3768190.5054728817,4125544.1730300174,6439530.195276121,3916953.590299064,4026017.2482425123,4339619.353205847,5378301.983618232,5479084.333092736,4643545.22934107
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III,45.1817616706,32.5865790319,0.0,25.0971387887,173.108517355,21.081414669,57.1886219883,59.9155082046,7.6710191486,0.0,56.1368554386,0.0,0.0,10.450348673,21.3330672509,15.9977425386,161.9321094941,203.7451458562,34.9901589901,38.3981557839
PWY-6317: galactose degradation I (Leloir pathway),4583.81709893,2210.2892472694,3668.9281750625,3779.9695833851,5186.7823474252,4028.3743571094,1571.1301924305,2697.638398425,4571.8659797526,4129.7106937635,3179.0154449173,1871.9995053537,4285.7387895171,3649.1569343257,6439.3499082378,1731.4518880671,947.5881774654,1900.6932047166,1638.199185517,715.4730208487
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis,7014.9417224638,4905.5551889259,6313.6216817562,5937.6494577942,7674.2544423377,5334.6245748405,5446.0005814705,5730.1967292408,5759.7469597555,4740.4712822731,5311.3259742329,2855.3247987411,7173.3084429362,6829.1717886246,8316.8915214217,2784.9143516397,4123.004960049,5476.5137801273,5547.4241910418,2099.5574339062
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.0,0.0,132.1260728269,249.0619034027,75.609087628,21.0356709559,35.2754833292,123.8121057712,0.0,120.6862804716,0.0,36.2696534037,0.0,212.203389481,43.5363804734,6.2277787958,0.0,28.7469180686,218.5412933903,28.8941582674
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation,4282.9245591532,257.9283095689,1681.0642253238,1744.7906592093,6840.9920648524,2472.9783327683,2272.1773988408,2443.3080455809,2080.7799137244,2165.1077433872,2366.6738025119,1459.5076093224,2050.1005865381,2060.7291011477,3581.677159495,10.6718756176,888.8327277288,2402.4121038116,717.7948928407,339.5436876643
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation",34.306833199,1.3123112283,0.0,20.7061399668,127.4306192319,0.7558362591,0.6873337286,27.8392329421,1.5017355397,0.0,2.2486851404,0.0,1.474735428,0.0,0.0,0.0,3.2162592587,82.1090833019,7.9973172274,11.3857684459
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",25.7841531882,0.0,0.0,4.9210651117,0.0,0.0,0.0,5.4216483846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0121933821,0.0,0.0,0.0,0.0,0.0,0.0,39.0507960045,108.2349970487,3.4538066509,0.0,0.0,0.0
PWY-6891: thiazole biosynthesis II (Bacillus),179.4995694804,112.6219816505,173.2282266647,125.2808345481,3934.0888236169,3.5484286322,109.1940076908,157.8012883992,7.9145862358,7.4691662898,35.0120063156,0.0,3.959524529,42.1068096015,13.8585271445,24.4183423097,321.6734260269,665.3333173323,42.7699749229,106.84826134
PWY0-42: 2-methylcitrate cycle I,34.1336123909,0.0,0.0,52.3225390682,436.3745413238,2.6034292028,21.5860470068,27.9699524424,0.0,0.0,4.0420150745,0.0,0.0,0.0,2.1663832775,1.7969007884,0.0,51.5319851125,12.2426343232,16.1634693365
PWY-7392: taxadiene biosynthesis (engineered),57.783568404,0.0,0.0,597.3517268103,1759.4129855719,0.0,50.1295341974,82.4785659841,23.3378051247,3.8601640844,85.7948692685,0.0,50.8433614572,0.0,66.4144282904,0.0,0.0,314.371001096,245.4850127995,283.0094343336
PWY-7391: isoprene biosynthesis II (engineered),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1841218918,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7560: methylerythritol phosphate pathway II,742.0839466405,867.5926932564,2338.5261416575,1623.9414030316,4532.5188374261,433.4064104041,525.069380692,666.990534633,87.1774340171,128.5601499134,514.8898414552,72.1987281366,1231.6723460132,4085.2099886369,704.1160275247,446.5686802518,636.6904651935,1985.5399967207,888.1876880833,1239.1028017801
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,856.6229236747,67.1545900589,2368.1131778608,692.3047507202,3209.6765677801,376.32340061,333.3022400209,205.5743168646,486.4748920741,505.3453465765,710.7552286145,194.531546647,131.8554366091,541.1266358086,135.8715350461,22.0909908648,463.0089351853,801.5072162953,161.0414494715,260.2507354086
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,1694.7203678455,2343.7360511203,2764.001707879,1815.8972210765,3138.923985037,1084.0790396572,1993.2714805765,2640.5542171254,432.5965477259,998.688671929,2119.975280128,794.438254805,1324.4177766992,2565.5068033073,3039.2637533191,1684.7829145381,1540.6045244034,1237.7623631901,1673.3368665274,1349.4162571303
P162-PWY: L-glutamate degradation V (via hydroxyglutarate),0.0,0.0,381.3858706773,49.0812460551,0.0,0.0,0.0,5.4391319567,0.0,0.0,10.7933376932,0.0,5.5297715748,0.0,151.4294222417,62.2880496841,0.0,0.0,14.0585543198,0.0
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,275.1353729851,182.0194837951,372.155191941,193.8119075374,3294.0624460113,0.0,177.923792163,209.7928084685,0.0,0.0,65.1231527061,0.0,27.5645170689,85.066087418,28.0731579849,23.3334089745,415.4789097492,606.3902496343,90.4796427794,47.4726374236
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,35.4814475327,52.3815060343,0.0,27.8203412391,3307.0572515448,2.2171894467,20.1345734865,45.0669023071,1.6476010754,0.0,13.4532499905,0.0,2.1142411846,0.0,0.0,0.8414914488,91.5439669079,148.6853426841,19.438980708,17.3714720877
P124-PWY: Bifidobacterium shunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.992970475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,193.5833185431,119.7484324958,53.267852348,287.6781313692,4285.4383780031,57.7342567976,88.9995159415,174.4970808814,15.5580572827,15.6413640839,112.6631280303,0.0,10.6328697099,48.0643476861,60.4184104716,21.7948809994,398.7523896518,383.0170772485,76.6091705359,68.5548676376
