Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MBS1533,MBS1558,MBS1559,MBS1563,MBS1567,MBS1579,MBS1587,MBS1592,MBS1594,MBS1605,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
PWY-5971: palmitate biosynthesis II (bacteria and plants),185.6620876757,0.0,143.1235154743,108.7648633829,1883.4239635472,20.8640433143,478.865061405,598.8357124175,0.0,86.7189025005,0.0,391.7817527053,0.0,175.9612018675,368.7190849641,76.1828037074,82.4492446981,74.714993395,0.0,8.6813727543,62.4220153845,0.0,17.0713912987,17.0946740546,37.4192904761,0.0,0.0,248.5272293003,21.3312431879,128.8848190845
PWY-6731: starch degradation III,15.6724587615,21.0372369443,0.0,21.4547462363,1.7033763125,0.0,4.3617892165,4.1131420381,0.0,0.0,0.0,0.0,0.0,31.0417347604,3.1202645593,16.2166349585,7.0800935361,9.2129466964,0.0,0.0,10.3834064632,0.0,3.3792205184,0.0,3.1927139007,0.0,44.0895537132,39.0270632504,12.0192288027,15.5120105035
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),65.8467094378,0.0,0.0,68.7793200647,91.1169613901,3.1104790288,85.4910705228,65.7399604131,0.0,10.4530925428,10.6976656815,54.3021745534,21.8167777624,4.4939369383,224.2149938781,13.0825256983,0.0,0.0,6.0908645447,12.5679073935,74.1221146267,0.0,41.7198987201,33.8955642165,0.0,0.0,30.2688538121,62.9391828842,24.8450161909,9.7625210256
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,61.6064340579,0.0,50.4244719526,64.9022636919,264.9613987917,6.6634490275,1.4587909832,19.4913721867,66.3842951925,21.4262021265,16.5272411354,6.6467113193,21.4240673447,52.7620485287,186.6021956036,42.6098420843,8.4250181324,59.5266903997,2.110206813,0.0,30.1947838209,0.0,0.0,7.2482182076,7.5788484219,0.0,8.2754064862,151.2992295278,19.1101689374,27.425064893
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,45.2108053119,0.0,19.442311449,29.6276445767,1513.6157378903,0.0,16.5441634831,117.5179404382,66.4175229226,8.6617783016,4.4619163962,66.5352956416,17.0997376314,52.7169598175,113.4527797628,11.8718673737,23.9376871923,28.3401685438,0.0,0.0,0.0,0.0,0.0,0.0,3.5178147542,0.0,29.284136314,164.0227525708,5.304960414,6.0583248521
PWY-5840: superpathway of menaquinol-7 biosynthesis,158.5896279989,166.4749077312,240.106657081,85.2729075357,1336.1522753611,0.0,450.4469329708,433.0287895076,258.0176905941,24.3850700296,0.0,366.7637030437,88.4878960343,122.6881602347,143.2970133008,79.4562626408,94.9368895477,96.4476719518,4.7202613903,0.0,63.4608769727,0.0,30.3770548849,129.1517312517,0.0,25.397258756,204.6053892431,303.4437140326,43.1732151131,57.1912302166
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,664.3984270535,668.5937662659,1063.0963079271,471.9061188008,920.4263880316,691.0776622269,693.7268704283,790.5804595854,748.9810757288,470.93320628,1145.7903534217,484.3770623235,733.5501086532,718.9782437124,842.9227189326,224.5615371734,949.0716643548,1173.9349075303,739.0969684266,289.9807219953,649.4751177703,311.6226936416,379.7895725289,1341.6994342132,876.1355975344,1102.6294505702,1453.4231893789,605.8903865321,570.700650019,476.9389205684
PWY-6703: preQ0 biosynthesis,554.3023646212,1014.0143543257,715.1682124665,348.8355661292,1453.0377589964,474.1197526557,1521.0461887773,1499.9689105878,1865.2293202943,1390.8869280194,1203.2372220675,907.5206090291,1471.9744926712,716.860397129,633.0159867171,710.6136141224,1034.9674985485,900.6630618809,753.1064767472,373.3841799951,854.2915019777,400.8717739033,554.3741058365,799.8000176275,620.3642039224,869.0966394294,1453.8491572132,293.9818459003,610.2667930181,315.9430901266
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,182.7698840618,11.8183032324,740.2022726273,173.3888908607,740.5859202677,128.2119282093,124.046283635,45.4983908254,24.2959341241,39.9564400563,36.9835276237,133.4951372663,17.7794585492,98.7341978534,108.3311333096,15.0083458905,74.8593696134,56.7865930121,327.284288451,103.3307502488,270.3854708538,51.2847190919,14.946587165,119.6208742185,28.1303040428,4.328323119,110.7713243986,148.3941772831,47.6703877097,63.2055987202
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.0,0.0,38.2549105826,60.6515122951,21.4988626261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7641413038,43.8559153244,0.0,44.3031184314,0.0,0.0,0.0,96.7438283377,11.4150165163,2.6792971741,0.0,3.231554406,90.9587239708,10.8109830827
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),0.0,6.9531079188,0.0,0.0,0.0,150.6434775094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4696411195,13.8180180701,14.3198161073,7.3510918078,0.0,0.0,32.3501921509,0.0,0.0,211.7373452003,28.9690692637,13.543029136,0.0,10.2402076657,13.1659418708,0.0
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),4.8845118659,0.0,0.0,0.0,0.0,0.0,22.3122653357,0.0,0.0,0.0,0.0,2.6401927389,0.0,0.0,6.3339273534,5.0077785839,0.0,4.4536495014,0.0,0.0,2.9772978098,0.0,5.0079061453,23.9779439543,15.2554670509,0.0,0.0,12.7427677159,5.8438825562,0.0
PWY-5173: superpathway of acetyl-CoA biosynthesis,48.4983534621,36.6274594693,62.6116330857,34.9101401138,403.4838434035,8.2288494967,90.8764976308,98.6014643664,28.6936736404,0.7345701668,4.7073406741,102.7432746865,20.9213489838,47.117870521,160.1507124142,21.7369304643,21.6899307061,11.2476940137,4.8062771053,3.6651147829,6.5637890084,0.0,17.3956686973,22.70769664,19.1820499841,29.8668660157,20.4513841887,69.7134685217,39.6843023355,6.3278051771
PWY-6353: purine nucleotides degradation II (aerobic),185.3163530331,59.8945784498,0.0,225.1375445028,2616.547023012,405.9393364389,218.5558893627,185.9113238891,208.3576613931,54.3984663319,50.064239237,27.1201997545,47.4742380379,182.643288442,121.1447080532,22.6148296067,62.034850735,155.4778972567,5.0542327569,221.143827339,257.8026446511,77.4591226767,461.8684189366,210.1737025996,26.7963842289,1.2289747137,179.7266266126,294.448165659,183.8675374986,65.8564645298
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,16.6051648312,22.1358779628,0.0,22.2198694726,425.9666565415,0.0,91.7090381256,98.5581844692,51.8676673778,31.6146057111,3.119768854,0.0,3.1058618879,37.586969617,17.8080048765,25.0911362234,7.5374880244,9.4646477528,0.0,0.0,16.5571930941,0.0,3.3850700235,0.0,3.2149322219,0.0,47.8649425925,95.1705536218,12.1963870759,15.7731578246
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic),38.6369927961,11.9423898745,37.4946586157,13.3086738603,33.375383783,14.8207795222,71.4425441323,132.244092386,63.0087591883,22.3168854016,10.2128263189,79.6275522172,36.1549020195,44.8268228245,81.4608593337,43.4075605301,23.0273817289,28.9384926631,7.2004665904,0.0,15.9448210445,0.0,2.5040798261,6.1820129114,9.8535248025,14.9565060087,57.3494487732,88.5846495644,10.6371064689,11.5334146738
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6896365781,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",120.0806467097,65.0732767365,125.1749770766,0.0,23.4543968687,36.9375265617,115.9045537532,16.6098398224,0.0,0.0,18.3757114742,61.3723315617,27.773246884,121.6378351205,0.0,11.0678329814,55.9774097245,49.6042437909,26.537471568,16.3862636204,49.4890865852,0.0,33.3189880131,56.70371323,32.6087735574,10.7766947901,67.3514439209,123.6743207477,71.0321397069,21.0223379965
PWY-5667: CDP-diacylglycerol biosynthesis I,2318.6536740528,1673.3373043733,1679.3766157868,1723.8161940451,2584.159757738,2034.8692772463,1614.8235282119,1490.9732207931,1742.5942830502,1406.2983484118,1185.6187015091,1155.5334561639,1233.5242171387,927.2940147048,522.1137337447,757.8259506657,2024.7737444657,1770.9449860572,1537.0199312912,1683.9262698667,1900.1201218927,918.503332158,2033.6952791598,1692.0456463079,2489.6254249663,1212.1721947441,1384.5676051788,1352.9228843939,1273.7635169168,294.1107402161
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast,11.5879666813,26.9131835575,1.3171853557,0.0,1.4646922981,0.0,2.6656430658,0.0,0.0,0.0,0.0,0.0,0.0,15.5894565476,25.2003491643,0.0,3.8336433265,1.4474816299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4021978411,0.0,0.0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,45.5838986346,0.0,0.0,21.9760217029,49.5285078546,34.6950954842,50.4139886536,0.0,0.0,3.8024361723,20.929155463,65.6679593735,3.2433720514,13.251109324,23.5196320258,0.0,0.0,4.4762670863,0.0,30.4094093766,86.7106601805,0.0,5.6053762119,26.0707233405,0.0,0.0,23.577860278,107.3038120117,0.0,12.1415502995
PWY-7208: superpathway of pyrimidine nucleobases salvage,432.4468136329,465.1195770797,1789.3456604627,338.5971813995,575.8830112653,760.0812121555,487.6888638781,654.6945719255,576.2596806188,455.4845616038,965.5889858602,467.9637256656,630.4125245031,600.6845433238,630.859558091,220.2763036454,689.213867632,874.4071242084,2083.6429528773,691.3777773316,1193.1782485894,222.0967054013,1404.5433332906,1045.4823168029,591.5088535557,834.881252185,1155.4750373422,397.0010237316,437.0829133916,374.993115279
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis,0.0,16.7781088016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3668919805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4897045684,0.0,0.0,0.0,0.0,0.0,8.9120543112
PPGPPMET-PWY: ppGpp biosynthesis,100.2656489925,42.3555798402,66.3238660675,83.9585339168,835.9868584983,184.4273585357,137.5925888525,161.4747056684,61.9278194224,45.0204706598,15.5459912319,76.7586260766,49.066582458,64.7761889434,176.6499921937,45.0403339553,37.8783835197,51.5115561597,471.4542911733,100.0108941348,315.0369708952,101.1211870411,260.4018501783,112.418890059,153.5168045004,27.2086399204,58.6539902159,148.5756068694,18.1121879763,81.0906978489
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis,499.7347712486,1191.0712805308,53.994829182,134.7327125933,268.1317857859,177.8526905191,1338.1269900439,1369.0373769114,1976.6767481822,1234.8935932155,903.7622458739,783.0885278223,1485.0409742922,548.361942284,262.1037349365,479.7241897018,842.7493235706,513.6661290936,103.7995347025,130.0493804473,515.7471311527,185.3055716268,36.0551218992,76.2533430171,190.7382322529,521.861612657,496.0268848326,19.6947233783,359.8357229007,30.0490078904
SO4ASSIM-PWY: sulfate reduction I (assimilatory),172.4325011608,47.5685264178,169.0259969167,149.2997452964,1632.9612654679,16.0209703741,344.1845791175,935.8835609213,215.6765971395,27.0166516629,19.4594666441,438.1760233222,135.8946918086,150.0261040841,447.8521871999,141.5979615431,74.5673373362,110.5655886455,2.5465510302,4.9079262531,148.7691461725,0.0,10.9995431727,24.8240461467,18.0273890177,53.0374881534,96.1899994944,128.9231119721,27.9578459424,95.1367471406
UNINTEGRATED,2134010.92769015,2188957.37699873,2129699.170433654,1905342.524140598,5964910.695335604,1791663.357519342,2445996.333663253,2564601.3094578926,2098906.9748737356,1865881.8880121745,1875114.9998558378,1964820.0449333664,1570134.3792236561,1447296.1273275095,1592606.8055254146,862687.8059313596,2297384.9497588426,2413320.879804944,1894935.0639370992,1668637.3604316504,2098101.988429224,1124673.3396399028,2548685.720629719,2445226.647889038,2882136.6729267696,1618343.9534349449,2352975.0032078265,1909592.9326746813,1986794.5264120263,779867.96528018
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),548.1223041134,583.1913465507,604.6040869038,364.7765695396,5244.4648779408,525.3710252531,708.8524869008,443.9727709638,533.1783402823,200.9432433436,196.7640598991,264.0479235161,171.2235586689,273.421544877,441.3508101614,150.3119699822,573.4888359005,427.8618783904,776.9047174992,186.2744383616,589.8279922356,258.9819960821,476.4137973038,276.600215635,985.2296775816,90.4713739419,305.4501148144,456.6526639057,121.2820382778,369.359796031
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III,14.2232312865,15.1078239222,0.0,12.5180691038,49.5482110641,6.5216398099,88.8416403375,139.7426920471,73.9839024514,18.1551163014,12.1433862167,21.4794370927,31.5456620453,50.9344220233,58.9534015735,29.6563277849,15.8709691425,26.2082533039,0.0,0.0,19.3193645317,0.0,0.0,5.9516759172,8.331256545,3.661152462,67.4325778691,69.8390669824,9.8851738734,13.5149847257
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),297.9089882051,268.2379739947,180.2236465792,151.3803940532,2631.2377354781,800.6048180827,504.1761484471,365.6875971682,195.233809449,475.4688365152,372.5870939001,426.5547161953,308.2655924711,391.3574180515,275.2905388133,131.4813706766,395.8836087148,437.1245613489,37.3765324938,86.37131471,181.6251825411,84.5411499067,57.6246225622,39.708763191,117.5953922895,62.7524013974,814.157056663,629.3615044651,119.0166464758,95.581089151
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9978422997,34.1274863692,20.200471786,0.0,0.0,0.0,0.0,12.9496916748,0.0,0.0,0.0,0.0,0.0,19.5561363907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.207776495,0.0
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,56.145028518,42.0350973262,56.3715469943,56.5095691647,1869.7501360734,10.5527369136,252.1137410753,123.1743668995,142.7692124137,21.8355740148,18.3601131606,5.0724350524,17.7279453486,102.9554073412,220.1866162108,47.6613418581,35.074218515,55.5651214671,2.1470337733,0.0,23.8763668012,0.0,6.0646749357,18.418053307,7.3264281106,28.1936448028,102.6938065417,173.5290399116,33.7204100935,22.8362105129
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,72.6969627224,28.2497174052,2.0331220988,129.0180313987,1.7529723534,122.789226165,5.0429357061,1.5815661925,0.0,0.0,1.6694480389,20.0929495908,0.0,28.1266062364,21.6608857902,1.7289632414,9.7966176623,45.7735057327,339.6219801033,63.3223055257,172.4110032415,76.6006712161,595.8285891558,154.6872437788,157.578312996,0.0,85.514197773,38.4499271818,131.0775165393,82.0309902064
GLUCONEO-PWY: gluconeogenesis I,155.792527771,0.0,151.3542573126,167.8783045109,752.3268591847,36.9610823173,805.0696487184,335.8788965621,20.0686350972,281.8492857442,10.2228005623,286.8990068404,70.3908440233,719.4454966935,396.3616136217,289.8355856035,61.1071946927,320.7347324208,0.0,62.2121448434,255.1945989184,41.3605672588,0.0,314.8026379788,37.0584051646,86.0514774736,360.9410712685,39.5461381707,298.2657188932,31.0277353897
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),88.4223018749,41.9283885838,62.0449974109,87.0606017434,2164.8802144573,9.6050053975,276.0897128578,165.1503020668,137.3368363845,33.9465879673,28.9821040868,10.8979568713,19.2738534618,147.9936874451,246.9427602719,51.3910477005,50.6972458875,78.2962118506,4.3773505653,0.0,38.744946562,0.0,6.3696460811,13.2901460703,9.2578728681,26.6836093746,112.7351746501,192.9605149795,55.3913364101,42.5961540781
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8188176493,0.0,29.8788061916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,110.6672601734,62.1704958787,30.4512118827,72.7184142598,1469.422173419,185.7379118317,85.4739239528,63.9121035436,119.5030444577,45.6798376287,30.102457868,165.0356572455,25.2604120687,56.8574707655,8.108441942,62.6389839567,22.0046053308,20.9888423541,618.0010911184,140.1651100457,419.7817112485,115.1134233845,556.964241743,194.9743051499,191.2479971873,12.2884926708,64.4385331223,198.3573123041,24.8577867616,61.3486054884
PWY0-321: phenylacetate degradation I (aerobic),0.0,0.0,0.0,3.9289701008,0.0,0.0,0.0,2.6215296438,41.5373980225,0.0,0.0,0.0,0.0,19.1009466704,0.0,2.8236578006,0.0,5.0182729149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6449487974,0.0,0.0
REDCITCYC: TCA cycle VIII (helicobacter),108.2599168557,25.9896616373,40.8337401975,111.4564836872,270.9450722478,15.5244273358,151.1790854905,182.6278083,97.1379917083,29.6958364225,10.7694040357,109.6378602254,18.2625556952,75.5568808415,189.4331876638,33.2119387461,38.9734342693,46.8002072522,95.7494855231,12.0423693222,22.8421510157,0.0,12.021996538,18.4814364617,14.9000577412,19.350040446,81.1069683286,135.1758674697,13.7772214558,39.0573997193
PWY-6549: L-glutamine biosynthesis III,0.0,2.1341603689,38.4062997199,0.0,9.3621698077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.733156048,2.2283425178,82.4559572729,0.0,0.0,48.7875907648,47.1214274719,16.6185412888,3.1497055929,0.0,4.3892847531,23.1895142689,22.9593787672
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,162.6142759855,163.6644621845,199.424726035,171.6181777248,342.9489703191,346.5615819431,527.0097353189,572.9908080376,366.0073704987,350.9269574076,151.2319859681,277.8208176661,96.2506027576,368.2039914103,511.3807623185,238.9565941643,360.3478429594,583.3042442848,40.7709203003,182.3226165224,392.6865822783,188.7003959834,413.3542240144,1023.3744054583,179.0157776439,115.8512172467,870.4062910071,269.4702085652,370.1723780062,124.5046404427
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,11.1242524849,40.2186249279,0.0,13.1514694608,1856.5612128023,0.0,243.3601444868,45.9509667399,118.3874538456,20.7876426911,27.4750258883,3.3462798721,8.5755121322,64.2646057139,65.3520991372,22.0896190631,21.6942025401,27.9853532628,3.6927836385,0.0,29.2248972243,0.0,1.9021658988,0.0,3.8003696521,0.0,71.0237418865,202.3134122181,5.3580850549,24.3968583137
PWY-6113: superpathway of mycolate biosynthesis,190.4111810887,0.0,107.8812836603,115.2374764738,1373.6543498667,21.8480982334,412.6895985782,438.4111048772,0.0,85.4973318192,0.0,318.4074605128,0.0,157.1590551497,218.3311615588,35.8865943035,82.7225296149,55.6961660303,0.0,9.1166060146,63.9511188343,0.0,17.9512411402,17.8300466287,25.423426834,0.0,0.0,112.7267316901,21.8786212818,90.8783589626
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),1167.9803379536,1453.8089306366,1188.7682325084,969.0072612832,2650.2888060755,977.9002466954,841.4524763015,438.8934030553,222.4617869442,135.4955917611,192.3837817463,520.602598921,129.363367814,571.8274927224,528.3294066535,438.8533349979,1049.6878044499,1042.9817576898,99.7693029775,867.3885222959,768.5317780118,599.4620452818,1918.3252187214,2117.8178589098,2469.0022855228,545.1644613033,731.1703613765,1774.2836302634,1583.7275094618,700.183688602
PWY-3001: superpathway of L-isoleucine biosynthesis I,1809.5339928309,1168.005503633,1986.3406254084,1546.2696589789,2179.6823944597,1467.7336146209,742.4347808108,584.4255976486,236.0743276052,734.6781287284,524.105268585,645.3615232072,426.8270681665,554.7843244586,558.3411959877,374.6661031811,1727.3702198109,1452.0387180204,2150.448200213,1375.0934739014,1267.3975032434,848.2599908151,3121.3714171957,2389.7817264956,2796.1476854916,333.3658641108,1156.4529255965,1291.4629359259,1575.0934856058,740.0469982098
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia),0.0,0.0,0.0,0.0,0.0,0.0,4.256194768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2567727924,0.0,0.0,0.0
PWY-5920: superpathway of heme biosynthesis from glycine,16.669068707,0.0,0.0,0.0,0.0,8.0764344088,78.3596153709,76.3768969301,23.9544753796,13.1941742772,9.9579523635,5.5108950036,13.6440148669,48.4831088184,69.6288646037,25.8607328282,0.0,27.2733203403,0.0,0.0,0.0,0.0,0.0,7.3826139304,4.4892746865,4.3609595385,0.0,10.5039521135,0.0,10.1737337723
RHAMCAT-PWY: L-rhamnose degradation I,569.7390142694,903.1190005693,464.0152305485,340.8815033975,1905.6039088975,335.2584935341,356.9850964427,623.6295938958,1037.3971598064,253.8105815444,252.657106382,416.6283385737,1131.9472279496,224.2521013322,280.2320675544,176.8776127526,590.2491362612,378.5627027586,202.091825637,409.6186028499,631.2143861738,297.6178512128,873.5005622923,270.3669849908,424.6804145715,120.1735952508,579.5964420287,268.1890665521,204.93068454,54.0581560384
PWY-7199: pyrimidine deoxyribonucleosides salvage,711.2337736169,92.5076917279,332.0204697761,436.0841719912,1465.4428219601,524.4587495526,378.5822285542,215.1734533295,204.7997176215,144.3167288861,67.3466938416,386.1526565493,108.5429464762,159.2789026068,427.1054172851,233.2848861945,563.326145721,608.9036429465,493.2101303659,612.3394196929,559.5451669257,406.1041196544,776.7983923786,489.6465648736,324.0459956593,47.0335084705,105.9601724305,558.553339489,171.0498849032,103.0013187615
METHANOGENESIS-PWY: methanogenesis from H2 and CO2,0.0,0.0,0.0,108.5107490751,0.0,0.0,54.8982638641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2212731041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.4095010116
PWY-6285: superpathway of fatty acids biosynthesis (E. coli),158.3794133291,0.0,86.0791773999,105.3166463193,1111.7654421424,20.7399939656,106.7446800348,258.3412136401,0.0,76.2460023707,0.0,75.4548581182,0.0,131.3493124944,157.0813437764,24.1135552693,35.3934417842,45.2788661476,0.0,9.6840390631,44.2298573374,0.0,0.0,0.0,20.2113269809,0.0,0.0,79.441121724,20.4839499274,66.0456471318
PWY-1042: glycolysis IV (plant cytosol),2702.1575087334,1281.6570427856,2830.6579036776,1955.9353702396,3324.1689277112,2663.3747628528,1281.6248354252,1425.2202487963,1842.9499347987,1245.9563484532,829.1875151883,1145.4418113752,1694.1251357647,1639.530956795,1069.067357916,659.0667783005,1652.2627816298,1973.761894081,3247.7541193301,1983.848192721,2849.6088342053,1157.5682957508,3232.6055030793,2508.6558910039,3463.868067523,203.1003367239,1245.1296081732,1483.0110065885,988.8059772111,642.5125246269
PWY66-409: superpathway of purine nucleotide salvage,330.5160213479,834.2788360158,297.1210458372,132.5716473566,1158.8465125235,606.1504908889,397.1503382235,727.4414055384,396.236007094,103.0773348471,51.3339042973,388.573254406,53.1267355504,392.2253761526,570.0452349548,143.9540061917,744.182205246,324.3035458776,475.0298552627,256.8673433496,330.678748319,73.8833133985,517.8166038746,1248.8286249726,1062.0600096204,761.2490768595,462.8411341904,476.1504831431,394.786607141,121.6235526402
FAO-PWY: fatty acid &beta;-oxidation I,121.5583114076,0.0,71.4514036461,174.851230865,233.6309298762,73.7156693798,1.4546992194,18.1048919719,42.982355948,23.4878746079,16.3006686588,104.404355287,62.874331902,33.4688817568,165.2418182359,40.5020900837,8.9779258489,96.6600623186,10.0616171663,82.7201839642,158.5222713287,35.5672835225,69.6333242636,58.1589127815,10.3046727489,0.0,8.0763591064,165.5107928566,18.1938506925,115.8122489843
CENTFERM-PWY: pyruvate fermentation to butanoate,0.0,0.0,0.0,8.9006541627,4.2996469682,0.0,0.0,25.2548307026,0.0,8.9489851243,0.0,2.1306729946,0.0,2.9492229155,20.7257001817,1.9091681842,0.0,0.0,0.0,0.0,18.1010592539,0.0,0.0,4.3874905984,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-42: 2-methylcitrate cycle I,15.9862483425,0.0,0.0,17.5654156047,136.481173653,0.0,34.0754035447,15.2047811138,6.5928457828,0.0,0.8168266326,0.0,4.0620111909,23.7856443829,51.9049105563,13.8714132415,8.0493676054,10.2961583303,0.0,0.0,2.0914809316,0.0,0.0,0.0,0.0,0.0,0.0,17.9753366844,2.2209278055,2.6883806269
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,578.0146604754,1087.6832399472,140.7652035198,232.7349211953,396.3235340118,225.7592784557,891.7461860417,1035.1863594199,1620.973098468,1022.6056329832,769.8163565215,748.8694845308,1150.2071761645,418.1617875634,313.8088044885,498.354371513,973.6535209748,506.8285162806,160.8972080123,133.8089219272,660.1233981779,261.4276884118,104.879940224,149.4317309838,248.886948045,667.6895739646,879.8650397967,114.4191498172,497.1097962656,170.5751730773
PWY0-1296: purine ribonucleosides degradation,2366.7504219887,1133.0336654683,1699.2661799324,1336.0459265237,2470.2673995956,1750.1182541977,415.0669599974,409.4141933725,339.8358987436,362.1583787567,318.6067821188,537.9057423831,252.6440100803,321.554937801,414.2127201367,208.9089776511,1335.5565508992,1328.0919208451,1701.9234806363,1458.2183427533,1481.0993399651,725.708548281,1854.5600007596,1949.8830732979,2430.0760796676,1113.2693673233,502.3479820554,863.8927322152,693.6290399731,163.7579628485
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),2570.6710149464,2234.7639260675,2916.4099964365,2154.0195845476,2384.6185197944,2242.6512360137,1751.9694375389,1597.5825109826,2200.9402473787,2515.8338166986,2212.1834209024,1445.912770411,1666.6549542185,1252.5664759955,835.7859799204,1303.8807732441,2551.8652049425,2265.2655231966,2501.5120546593,1851.6637140726,1903.0955067403,1188.8446324583,4417.7364533179,3220.3155480324,4579.8108530256,1717.0946449026,2261.8372134706,2069.1001036697,2650.6374324353,850.6373129318
PWY-5022: 4-aminobutanoate degradation V,104.1113693385,0.0,74.2096197201,82.0864533622,293.7085910893,0.0,328.7151012456,371.3287919817,192.7646431335,10.0820048116,0.0,264.1854216213,57.7515350573,119.9656795331,247.1466188965,69.3266873174,53.9942259577,56.1754714243,0.0,8.1929432853,159.5478350747,1.6275310006,10.2205456532,11.9860900111,14.4001709793,22.5613507399,177.8855340335,50.3629030267,0.0,0.0
PWY-5918: superpathay of heme biosynthesis from glutamate,53.5215122018,25.747826295,68.040086984,31.1160672869,80.8903268797,28.818276684,109.6924087012,149.1883180443,82.9986085424,27.9632143468,21.2704539806,33.115820473,37.2802859404,73.0974582791,136.7052637299,35.8786491368,27.6208350186,56.4755260603,6.7546436902,0.0,30.5419557973,0.0,5.5494375702,13.7119709862,13.7415013739,17.3030667219,98.4840417088,144.3791087044,24.7878882206,26.596085965
PWY-5505: L-glutamate and L-glutamine biosynthesis,12.1562554249,22.3355180842,44.5891867253,30.5279397564,362.3736720798,12.0520483027,140.0584516198,216.7543052959,2.2855301427,11.8532977655,15.1962375137,3.5803363937,20.2802509868,108.9887751175,173.0605790808,68.0615749398,12.3681236186,84.1821265564,2.4122438164,2.4946789194,4.9426871589,0.0,6.9159726064,55.5094201888,4.7761494481,35.2242172375,48.5161590012,25.5041599452,7.3870562212,17.5521640309
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,128.0730631901,51.9373857234,114.7727106452,77.3276706405,1870.364165183,15.7347901139,361.5029635248,484.2420675853,269.9015679896,65.6787227834,20.7531041076,331.6323115716,32.2720930873,124.8284263175,302.7639032447,68.6415958172,63.9772990958,59.2872575941,49.135187728,6.6320838746,46.9798333357,0.0,13.0332020858,11.2388333434,28.9445419793,32.472619224,122.104056489,211.7414325658,17.9113958645,93.5291715232
